enrollment_id,enrolled_at,status,student_id,course_id,semester_id
ENR-00003258,2024-08-19,completed,STU-0003207,CRS-00066,SEM-004
ENR-00003259,2025-09-14,active,STU-0002625,CRS-00260,SEM-008
ENR-00003260,2023-01-24,active,STU-0003494,CRS-00183,SEM-004
ENR-00003261,2023-02-06,active,STU-0004379,CRS-00020,SEM-004
ENR-00003262,2022-08-16,dropped,STU-0002091,CRS-00051,SEM-002
ENR-00003263,2025-05-11,dropped,STU-0003882,CRS-00095,SEM-004
ENR-00003264,2025-12-08,completed,STU-0004049,CRS-00198,SEM-005
ENR-00003265,2024-07-24,completed,STU-0001245,CRS-00082,SEM-005
ENR-00003266,2024-12-06,dropped,STU-0003005,CRS-00159,SEM-001
ENR-00003267,2022-09-03,completed,STU-0000603,CRS-00241,SEM-007
ENR-00003268,2024-11-29,active,STU-0002866,CRS-00056,SEM-002
ENR-00003269,2022-07-01,failed,STU-0001584,CRS-00261,SEM-004
ENR-00003270,2024-06-22,active,STU-0003901,CRS-00253,SEM-005
ENR-00003271,2022-02-11,completed,STU-0003964,CRS-00142,SEM-008
ENR-00003272,2022-05-21,completed,STU-0001337,CRS-00203,SEM-006
ENR-00003273,2024-02-02,dropped,STU-0002884,CRS-00288,SEM-001
ENR-00003274,2025-07-25,completed,STU-0001392,CRS-00130,SEM-002
ENR-00003275,2024-04-21,completed,STU-0004178,CRS-00184,SEM-004
ENR-00003276,2025-07-13,completed,STU-0004679,CRS-00275,SEM-005
ENR-00003277,2023-11-01,completed,STU-0004869,CRS-00241,SEM-008
ENR-00003278,2022-06-09,active,STU-0002145,CRS-00239,SEM-002
ENR-00003279,2024-02-14,completed,STU-0002769,CRS-00041,SEM-008
ENR-00003280,2023-02-02,active,STU-0001098,CRS-00217,SEM-002
ENR-00003281,2025-02-27,failed,STU-0003893,CRS-00286,SEM-002
ENR-00003282,2025-11-08,completed,STU-0004789,CRS-00061,SEM-006
ENR-00003283,2023-07-06,completed,STU-0002180,CRS-00276,SEM-005
ENR-00003284,2022-11-05,completed,STU-0003396,CRS-00087,SEM-004
ENR-00003285,2023-06-14,completed,STU-0004066,CRS-00273,SEM-007
ENR-00003286,2023-10-16,completed,STU-0004629,CRS-00059,SEM-005
ENR-00003287,2025-07-28,completed,STU-0002925,CRS-00278,SEM-006
ENR-00003288,2022-07-29,completed,STU-0004218,CRS-00087,SEM-003
ENR-00003289,2024-10-21,completed,STU-0001386,CRS-00060,SEM-008
ENR-00003290,2025-06-14,completed,STU-0003851,CRS-00040,SEM-003
ENR-00003291,2024-08-06,dropped,STU-0004047,CRS-00201,SEM-005
ENR-00003292,2023-05-04,completed,STU-0002637,CRS-00038,SEM-004
ENR-00003293,2023-09-05,dropped,STU-0004949,CRS-00128,SEM-008
ENR-00003294,2024-12-17,active,STU-0000519,CRS-00008,SEM-005
ENR-00003295,2022-03-02,completed,STU-0000041,CRS-00037,SEM-007
ENR-00003296,2023-05-05,completed,STU-0002436,CRS-00090,SEM-002
ENR-00003297,2024-07-14,completed,STU-0002142,CRS-00159,SEM-008
ENR-00003298,2025-07-22,failed,STU-0003394,CRS-00263,SEM-002
ENR-00003299,2023-08-26,dropped,STU-0000330,CRS-00226,SEM-008
ENR-00003300,2022-12-10,failed,STU-0001379,CRS-00255,SEM-002
ENR-00003301,2024-12-24,completed,STU-0001958,CRS-00038,SEM-005
ENR-00003302,2022-12-24,completed,STU-0001289,CRS-00146,SEM-007
ENR-00003303,2025-07-23,dropped,STU-0002623,CRS-00155,SEM-003
ENR-00003304,2024-06-28,active,STU-0000330,CRS-00214,SEM-001
ENR-00003305,2024-02-06,active,STU-0000176,CRS-00125,SEM-007
ENR-00003306,2024-10-26,completed,STU-0002415,CRS-00021,SEM-006
ENR-00003307,2024-05-07,failed,STU-0001818,CRS-00108,SEM-001
ENR-00003308,2024-05-30,completed,STU-0004064,CRS-00234,SEM-005
ENR-00003309,2025-12-31,active,STU-0002843,CRS-00162,SEM-006
ENR-00003310,2025-09-29,failed,STU-0004673,CRS-00176,SEM-005
ENR-00003311,2022-07-08,completed,STU-0004557,CRS-00206,SEM-001
ENR-00003312,2022-11-20,active,STU-0000994,CRS-00099,SEM-001
ENR-00003313,2025-08-02,completed,STU-0003105,CRS-00165,SEM-001
ENR-00003314,2023-01-28,completed,STU-0003590,CRS-00144,SEM-008
ENR-00003315,2025-07-08,completed,STU-0001270,CRS-00023,SEM-007
ENR-00003316,2024-09-27,dropped,STU-0001314,CRS-00039,SEM-002
ENR-00003317,2023-01-22,completed,STU-0003071,CRS-00070,SEM-004
ENR-00003318,2023-06-10,failed,STU-0004885,CRS-00224,SEM-006
ENR-00003319,2022-03-23,completed,STU-0000838,CRS-00275,SEM-004
ENR-00003320,2025-05-27,active,STU-0002592,CRS-00195,SEM-004
ENR-00003321,2023-12-08,completed,STU-0000513,CRS-00300,SEM-008
ENR-00003322,2024-02-29,completed,STU-0004401,CRS-00001,SEM-002
ENR-00003323,2023-11-03,active,STU-0004721,CRS-00218,SEM-005
ENR-00003324,2024-11-15,active,STU-0002103,CRS-00275,SEM-002
ENR-00003325,2022-11-14,active,STU-0003986,CRS-00128,SEM-004
ENR-00003326,2025-12-04,completed,STU-0004151,CRS-00028,SEM-003
ENR-00003327,2024-04-02,completed,STU-0003604,CRS-00266,SEM-005
ENR-00003328,2025-06-06,active,STU-0002659,CRS-00031,SEM-002
ENR-00003329,2025-10-25,active,STU-0004724,CRS-00006,SEM-002
ENR-00003330,2022-06-17,completed,STU-0004834,CRS-00052,SEM-003
ENR-00003331,2023-05-09,active,STU-0001955,CRS-00262,SEM-008
ENR-00003332,2024-06-19,active,STU-0004404,CRS-00026,SEM-004
ENR-00003333,2025-09-09,dropped,STU-0002660,CRS-00040,SEM-004
ENR-00003334,2024-12-31,dropped,STU-0002113,CRS-00111,SEM-008
ENR-00003335,2022-07-29,failed,STU-0001044,CRS-00063,SEM-002
ENR-00003336,2023-05-30,completed,STU-0004680,CRS-00228,SEM-005
ENR-00003337,2023-11-19,failed,STU-0000060,CRS-00142,SEM-003
ENR-00003338,2022-07-16,completed,STU-0001944,CRS-00126,SEM-004
ENR-00003339,2025-12-13,completed,STU-0004170,CRS-00159,SEM-007
ENR-00003340,2025-07-06,completed,STU-0001447,CRS-00267,SEM-007
ENR-00003341,2024-02-07,completed,STU-0003174,CRS-00255,SEM-004
ENR-00003342,2023-12-05,completed,STU-0004382,CRS-00053,SEM-005
ENR-00003343,2024-01-02,active,STU-0003449,CRS-00116,SEM-004
ENR-00003344,2025-07-02,failed,STU-0004590,CRS-00058,SEM-005
ENR-00003345,2025-07-12,completed,STU-0002349,CRS-00238,SEM-003
ENR-00003346,2025-09-07,completed,STU-0000677,CRS-00169,SEM-008
ENR-00003347,2022-05-23,completed,STU-0004582,CRS-00175,SEM-006
ENR-00003348,2025-02-27,completed,STU-0004998,CRS-00083,SEM-002
ENR-00003349,2025-01-21,dropped,STU-0002290,CRS-00254,SEM-003
ENR-00003350,2024-10-20,completed,STU-0003599,CRS-00105,SEM-002
ENR-00003351,2025-09-01,completed,STU-0001392,CRS-00115,SEM-008
ENR-00003352,2023-07-27,dropped,STU-0002041,CRS-00252,SEM-005
ENR-00003353,2022-01-23,completed,STU-0002432,CRS-00184,SEM-002
ENR-00003354,2023-10-04,completed,STU-0004830,CRS-00019,SEM-003
ENR-00003355,2024-09-12,completed,STU-0001720,CRS-00004,SEM-001
ENR-00003356,2025-10-18,completed,STU-0004255,CRS-00252,SEM-003
ENR-00003357,2024-10-06,completed,STU-0004313,CRS-00134,SEM-004
ENR-00003358,2024-03-06,completed,STU-0004877,CRS-00162,SEM-002
ENR-00003359,2023-01-06,completed,STU-0003494,CRS-00243,SEM-008
ENR-00003360,2024-03-26,completed,STU-0003288,CRS-00246,SEM-004
ENR-00003361,2025-10-17,failed,STU-0001875,CRS-00129,SEM-004
ENR-00003362,2024-01-08,active,STU-0000671,CRS-00243,SEM-004
ENR-00003363,2023-07-27,completed,STU-0003208,CRS-00252,SEM-008
ENR-00003364,2024-08-30,completed,STU-0000819,CRS-00244,SEM-003
ENR-00003365,2022-06-16,active,STU-0004435,CRS-00216,SEM-003
ENR-00003366,2022-05-18,completed,STU-0003721,CRS-00173,SEM-008
ENR-00003367,2023-09-23,active,STU-0002360,CRS-00178,SEM-008
ENR-00003368,2023-08-18,failed,STU-0003303,CRS-00300,SEM-005
ENR-00003369,2023-07-10,failed,STU-0001473,CRS-00038,SEM-001
ENR-00003370,2023-01-31,completed,STU-0001203,CRS-00132,SEM-001
ENR-00003371,2023-06-29,completed,STU-0000119,CRS-00204,SEM-008
ENR-00003372,2024-09-24,completed,STU-0000627,CRS-00150,SEM-003
ENR-00003373,2024-07-11,completed,STU-0003367,CRS-00212,SEM-005
ENR-00003374,2024-10-12,completed,STU-0000594,CRS-00277,SEM-002
ENR-00003375,2023-05-13,completed,STU-0004745,CRS-00208,SEM-002
ENR-00003376,2024-12-28,failed,STU-0002043,CRS-00258,SEM-005
ENR-00003377,2023-09-27,completed,STU-0004026,CRS-00071,SEM-007
ENR-00003378,2022-08-28,completed,STU-0000679,CRS-00022,SEM-003
ENR-00003379,2025-11-25,completed,STU-0003446,CRS-00253,SEM-003
ENR-00003380,2024-06-11,completed,STU-0003806,CRS-00162,SEM-005
ENR-00003381,2025-03-01,completed,STU-0000473,CRS-00008,SEM-005
ENR-00003382,2024-08-17,active,STU-0003576,CRS-00039,SEM-001
ENR-00003383,2023-03-21,completed,STU-0001785,CRS-00240,SEM-006
ENR-00003384,2022-02-06,completed,STU-0001448,CRS-00181,SEM-004
ENR-00003385,2024-09-21,active,STU-0002381,CRS-00114,SEM-005
ENR-00003386,2024-02-17,completed,STU-0001448,CRS-00250,SEM-002
ENR-00003387,2024-02-14,completed,STU-0000169,CRS-00164,SEM-002
ENR-00003388,2023-10-21,failed,STU-0002125,CRS-00159,SEM-002
ENR-00003389,2022-02-14,completed,STU-0002198,CRS-00136,SEM-008
ENR-00003390,2024-03-01,completed,STU-0000038,CRS-00201,SEM-008
ENR-00003391,2025-10-20,completed,STU-0001007,CRS-00017,SEM-008
ENR-00003392,2022-10-25,completed,STU-0003204,CRS-00224,SEM-004
ENR-00003393,2023-06-07,failed,STU-0001701,CRS-00206,SEM-006
ENR-00003394,2025-10-17,completed,STU-0001843,CRS-00089,SEM-008
ENR-00003395,2024-06-25,failed,STU-0003095,CRS-00072,SEM-005
ENR-00003396,2025-04-13,completed,STU-0004856,CRS-00190,SEM-004
ENR-00003397,2025-09-15,completed,STU-0000253,CRS-00169,SEM-005
ENR-00003398,2024-06-22,active,STU-0000644,CRS-00213,SEM-003
ENR-00003399,2025-08-04,completed,STU-0002163,CRS-00027,SEM-002
ENR-00003400,2025-06-18,completed,STU-0000211,CRS-00105,SEM-003
ENR-00003401,2022-04-19,completed,STU-0000268,CRS-00156,SEM-007
ENR-00003402,2022-02-09,active,STU-0003145,CRS-00184,SEM-008
ENR-00003403,2023-06-26,completed,STU-0004216,CRS-00148,SEM-006
ENR-00003404,2022-01-19,completed,STU-0004329,CRS-00087,SEM-006
ENR-00003405,2023-03-23,completed,STU-0002575,CRS-00245,SEM-005
ENR-00003406,2022-06-26,failed,STU-0002996,CRS-00065,SEM-003
ENR-00003407,2023-12-14,completed,STU-0000266,CRS-00204,SEM-002
ENR-00003408,2025-03-22,completed,STU-0001258,CRS-00295,SEM-001
ENR-00003409,2024-07-25,completed,STU-0004631,CRS-00238,SEM-005
ENR-00003410,2025-01-08,active,STU-0001658,CRS-00173,SEM-002
ENR-00003411,2024-11-15,completed,STU-0003599,CRS-00187,SEM-007
ENR-00003412,2022-02-27,active,STU-0001951,CRS-00273,SEM-001
ENR-00003413,2024-04-02,dropped,STU-0002407,CRS-00217,SEM-002
ENR-00003414,2023-08-24,completed,STU-0002197,CRS-00206,SEM-007
ENR-00003415,2024-10-19,completed,STU-0001117,CRS-00277,SEM-001
ENR-00003416,2024-01-24,completed,STU-0001101,CRS-00021,SEM-004
ENR-00003417,2025-11-17,active,STU-0001359,CRS-00045,SEM-004
ENR-00003418,2024-10-15,failed,STU-0002519,CRS-00227,SEM-001
ENR-00003419,2022-06-26,completed,STU-0004451,CRS-00130,SEM-006
ENR-00003420,2024-04-08,dropped,STU-0000479,CRS-00142,SEM-004
ENR-00003421,2022-06-24,failed,STU-0003345,CRS-00066,SEM-001
ENR-00003422,2023-11-12,active,STU-0004495,CRS-00188,SEM-008
ENR-00003423,2022-08-17,dropped,STU-0003135,CRS-00213,SEM-001
ENR-00003424,2024-12-04,completed,STU-0004813,CRS-00270,SEM-005
ENR-00003425,2024-05-02,completed,STU-0003873,CRS-00045,SEM-006
ENR-00003426,2023-04-14,completed,STU-0002241,CRS-00210,SEM-008
ENR-00003427,2023-01-28,completed,STU-0004800,CRS-00102,SEM-005
ENR-00003428,2022-02-18,completed,STU-0003375,CRS-00081,SEM-007
ENR-00003429,2023-10-22,active,STU-0003878,CRS-00186,SEM-003
ENR-00003430,2025-01-01,completed,STU-0003606,CRS-00172,SEM-001
ENR-00003431,2025-12-20,failed,STU-0003507,CRS-00171,SEM-001
ENR-00003432,2022-08-18,completed,STU-0000903,CRS-00215,SEM-008
ENR-00003433,2022-08-26,completed,STU-0001028,CRS-00010,SEM-004
ENR-00003434,2024-03-05,completed,STU-0001129,CRS-00114,SEM-004
ENR-00003435,2023-08-18,dropped,STU-0002275,CRS-00020,SEM-004
ENR-00003436,2022-11-01,completed,STU-0002282,CRS-00094,SEM-006
ENR-00003437,2022-12-27,completed,STU-0004143,CRS-00081,SEM-008
ENR-00003438,2025-01-08,completed,STU-0003699,CRS-00233,SEM-006
ENR-00003439,2023-03-02,active,STU-0002573,CRS-00288,SEM-008
ENR-00003440,2023-12-21,completed,STU-0000530,CRS-00252,SEM-003
ENR-00003441,2022-03-19,completed,STU-0003814,CRS-00149,SEM-001
ENR-00003442,2024-03-31,completed,STU-0001371,CRS-00019,SEM-005
ENR-00003443,2024-06-21,completed,STU-0004233,CRS-00233,SEM-007
ENR-00003444,2022-05-07,completed,STU-0003700,CRS-00050,SEM-006
ENR-00003445,2024-09-24,dropped,STU-0001312,CRS-00269,SEM-001
ENR-00003446,2025-05-07,completed,STU-0004146,CRS-00174,SEM-001
ENR-00003447,2023-05-21,completed,STU-0000692,CRS-00298,SEM-008
ENR-00003448,2022-09-04,failed,STU-0003560,CRS-00010,SEM-002
ENR-00003449,2022-11-13,active,STU-0001705,CRS-00072,SEM-001
ENR-00003450,2022-08-15,completed,STU-0000886,CRS-00190,SEM-008
ENR-00003451,2025-07-20,completed,STU-0001815,CRS-00201,SEM-007
ENR-00003452,2022-09-06,failed,STU-0002674,CRS-00089,SEM-003
ENR-00003453,2024-02-16,active,STU-0004941,CRS-00059,SEM-008
ENR-00003454,2024-04-12,completed,STU-0002949,CRS-00057,SEM-006
ENR-00003455,2023-12-31,completed,STU-0004385,CRS-00105,SEM-006
ENR-00003456,2022-12-06,active,STU-0003027,CRS-00113,SEM-007
ENR-00003457,2025-06-16,completed,STU-0004713,CRS-00007,SEM-006
ENR-00003458,2025-05-24,dropped,STU-0000316,CRS-00068,SEM-007
ENR-00003459,2024-12-02,completed,STU-0003957,CRS-00070,SEM-008
ENR-00003460,2023-01-24,completed,STU-0002806,CRS-00196,SEM-002
ENR-00003461,2024-03-24,active,STU-0003314,CRS-00096,SEM-007
ENR-00003462,2022-09-08,completed,STU-0003642,CRS-00173,SEM-001
ENR-00003463,2025-10-15,completed,STU-0004562,CRS-00074,SEM-001
ENR-00003464,2022-11-29,completed,STU-0001414,CRS-00097,SEM-001
ENR-00003465,2022-11-08,dropped,STU-0004065,CRS-00068,SEM-005
ENR-00003466,2025-08-06,active,STU-0003540,CRS-00223,SEM-003
ENR-00003467,2025-04-29,dropped,STU-0001907,CRS-00157,SEM-002
ENR-00003468,2022-09-22,completed,STU-0003613,CRS-00239,SEM-005
ENR-00003469,2024-09-08,dropped,STU-0003397,CRS-00004,SEM-002
ENR-00003470,2024-09-11,completed,STU-0000998,CRS-00041,SEM-005
ENR-00003471,2024-03-10,completed,STU-0004852,CRS-00227,SEM-006
ENR-00003472,2022-07-28,completed,STU-0000664,CRS-00022,SEM-004
ENR-00003473,2022-10-06,completed,STU-0003561,CRS-00142,SEM-008
ENR-00003474,2024-04-19,completed,STU-0004982,CRS-00252,SEM-007
ENR-00003475,2024-10-22,active,STU-0002102,CRS-00050,SEM-003
ENR-00003476,2022-12-06,completed,STU-0001107,CRS-00057,SEM-001
ENR-00003477,2024-10-24,failed,STU-0001190,CRS-00265,SEM-002
ENR-00003478,2023-08-04,active,STU-0000955,CRS-00124,SEM-006
ENR-00003479,2025-12-30,active,STU-0002892,CRS-00022,SEM-003
ENR-00003480,2022-04-28,failed,STU-0004367,CRS-00078,SEM-005
ENR-00003481,2025-04-30,failed,STU-0003533,CRS-00030,SEM-008
ENR-00003482,2024-05-03,completed,STU-0003104,CRS-00276,SEM-003
ENR-00003483,2025-10-03,active,STU-0001796,CRS-00105,SEM-007
ENR-00003484,2024-10-26,active,STU-0003618,CRS-00039,SEM-003
ENR-00003485,2024-10-21,completed,STU-0000853,CRS-00209,SEM-004
ENR-00003486,2022-06-12,active,STU-0002275,CRS-00262,SEM-002
ENR-00003487,2024-11-09,dropped,STU-0004119,CRS-00226,SEM-005
ENR-00003488,2025-12-28,completed,STU-0000727,CRS-00053,SEM-002
ENR-00003489,2023-10-29,completed,STU-0004075,CRS-00039,SEM-002
ENR-00003490,2025-03-14,dropped,STU-0003082,CRS-00125,SEM-002
ENR-00003491,2022-05-07,completed,STU-0000085,CRS-00106,SEM-005
ENR-00003492,2025-05-29,completed,STU-0004826,CRS-00278,SEM-003
ENR-00003493,2025-11-11,completed,STU-0004545,CRS-00106,SEM-001
ENR-00003494,2025-06-15,active,STU-0002975,CRS-00057,SEM-001
ENR-00003495,2025-06-07,failed,STU-0000003,CRS-00048,SEM-001
ENR-00003496,2024-05-07,active,STU-0003768,CRS-00142,SEM-002
ENR-00003497,2025-08-09,completed,STU-0003657,CRS-00153,SEM-007
ENR-00003498,2022-04-05,completed,STU-0004429,CRS-00077,SEM-005
ENR-00003499,2022-05-03,active,STU-0000732,CRS-00029,SEM-006
ENR-00003500,2024-03-05,active,STU-0003465,CRS-00082,SEM-004
ENR-00003501,2023-02-05,active,STU-0004424,CRS-00106,SEM-005
ENR-00003502,2025-10-10,failed,STU-0004612,CRS-00178,SEM-006
ENR-00003503,2024-08-14,completed,STU-0004738,CRS-00218,SEM-005
ENR-00003504,2022-01-01,completed,STU-0000229,CRS-00001,SEM-005
ENR-00003505,2022-08-22,active,STU-0001655,CRS-00111,SEM-004
ENR-00003506,2025-11-01,active,STU-0003181,CRS-00038,SEM-004
ENR-00003507,2023-10-06,active,STU-0002130,CRS-00151,SEM-005
ENR-00003508,2022-01-22,completed,STU-0004846,CRS-00299,SEM-001
ENR-00003509,2025-08-12,failed,STU-0002929,CRS-00253,SEM-006
ENR-00003510,2022-09-19,completed,STU-0003436,CRS-00129,SEM-001
ENR-00003511,2022-01-21,completed,STU-0000887,CRS-00148,SEM-006
ENR-00003512,2024-08-23,completed,STU-0004797,CRS-00154,SEM-001
ENR-00003513,2022-09-06,completed,STU-0000740,CRS-00019,SEM-002
ENR-00003514,2025-02-08,completed,STU-0001956,CRS-00077,SEM-001
ENR-00003515,2023-02-02,completed,STU-0004128,CRS-00260,SEM-008
ENR-00003516,2022-06-14,active,STU-0001628,CRS-00012,SEM-006
ENR-00003517,2022-11-15,completed,STU-0002795,CRS-00014,SEM-007
ENR-00003518,2022-09-23,completed,STU-0001013,CRS-00250,SEM-004
ENR-00003519,2025-08-02,active,STU-0004274,CRS-00120,SEM-003
ENR-00003520,2023-11-15,completed,STU-0001276,CRS-00168,SEM-001
ENR-00003521,2022-09-12,completed,STU-0003258,CRS-00171,SEM-008
ENR-00003522,2022-04-10,failed,STU-0002689,CRS-00017,SEM-002
ENR-00003523,2023-11-09,active,STU-0001963,CRS-00051,SEM-002
ENR-00003524,2025-11-21,completed,STU-0001210,CRS-00071,SEM-005
ENR-00003525,2024-02-03,completed,STU-0001085,CRS-00146,SEM-008
ENR-00003526,2022-04-19,completed,STU-0001355,CRS-00203,SEM-006
ENR-00003527,2023-08-13,active,STU-0001412,CRS-00086,SEM-001
ENR-00003528,2023-09-09,completed,STU-0001418,CRS-00173,SEM-004
ENR-00003529,2022-01-26,failed,STU-0002246,CRS-00263,SEM-004
ENR-00003530,2022-05-14,active,STU-0004991,CRS-00166,SEM-003
ENR-00003531,2023-04-22,completed,STU-0000887,CRS-00297,SEM-003
ENR-00003532,2022-10-13,completed,STU-0001142,CRS-00201,SEM-003
ENR-00003533,2022-02-23,completed,STU-0003679,CRS-00038,SEM-001
ENR-00003534,2025-08-23,completed,STU-0003502,CRS-00092,SEM-007
ENR-00003535,2024-03-19,completed,STU-0001129,CRS-00029,SEM-003
ENR-00003536,2023-03-23,completed,STU-0001016,CRS-00017,SEM-001
ENR-00003537,2025-09-04,active,STU-0000022,CRS-00067,SEM-003
ENR-00003538,2025-05-14,completed,STU-0004563,CRS-00047,SEM-002
ENR-00003539,2022-02-25,completed,STU-0000936,CRS-00039,SEM-005
ENR-00003540,2022-07-06,completed,STU-0001528,CRS-00101,SEM-007
ENR-00003541,2025-02-08,completed,STU-0004886,CRS-00221,SEM-006
ENR-00003542,2025-03-17,completed,STU-0003489,CRS-00104,SEM-006
ENR-00003543,2023-06-25,active,STU-0000378,CRS-00185,SEM-002
ENR-00003544,2023-08-30,completed,STU-0003977,CRS-00054,SEM-005
ENR-00003545,2022-07-12,active,STU-0003996,CRS-00165,SEM-002
ENR-00003546,2023-05-19,dropped,STU-0001287,CRS-00203,SEM-008
ENR-00003547,2024-02-08,dropped,STU-0001770,CRS-00121,SEM-001
ENR-00003548,2023-03-08,dropped,STU-0002042,CRS-00288,SEM-003
ENR-00003549,2022-12-06,completed,STU-0002350,CRS-00243,SEM-004
ENR-00003550,2023-11-19,completed,STU-0002993,CRS-00206,SEM-005
ENR-00003551,2025-11-01,completed,STU-0003984,CRS-00164,SEM-006
ENR-00003552,2025-04-24,failed,STU-0001542,CRS-00165,SEM-001
ENR-00003553,2023-05-26,failed,STU-0000197,CRS-00102,SEM-008
ENR-00003554,2025-11-03,completed,STU-0000004,CRS-00268,SEM-007
ENR-00003555,2024-05-14,completed,STU-0003298,CRS-00133,SEM-005
ENR-00003556,2025-09-23,completed,STU-0000239,CRS-00133,SEM-002
ENR-00003557,2025-11-11,active,STU-0003942,CRS-00008,SEM-007
ENR-00003558,2023-03-28,completed,STU-0001865,CRS-00295,SEM-006
ENR-00003559,2022-04-28,active,STU-0001852,CRS-00283,SEM-002
ENR-00003560,2024-02-14,active,STU-0000449,CRS-00045,SEM-008
ENR-00003561,2025-04-07,completed,STU-0003293,CRS-00072,SEM-007
ENR-00003562,2024-09-18,dropped,STU-0004077,CRS-00072,SEM-007
ENR-00003563,2024-08-16,completed,STU-0003206,CRS-00295,SEM-005
ENR-00003564,2022-12-11,completed,STU-0004025,CRS-00200,SEM-006
ENR-00003565,2023-12-08,completed,STU-0004692,CRS-00291,SEM-008
ENR-00003566,2025-04-24,active,STU-0000436,CRS-00111,SEM-005
ENR-00003567,2025-05-23,completed,STU-0000467,CRS-00215,SEM-005
ENR-00003568,2022-05-13,completed,STU-0004814,CRS-00111,SEM-002
ENR-00003569,2023-05-08,completed,STU-0000178,CRS-00150,SEM-003
ENR-00003570,2023-09-06,completed,STU-0003402,CRS-00202,SEM-008
ENR-00003571,2025-11-27,active,STU-0004215,CRS-00091,SEM-008
ENR-00003572,2022-01-31,completed,STU-0002051,CRS-00276,SEM-004
ENR-00003573,2025-08-26,failed,STU-0000994,CRS-00116,SEM-004
ENR-00003574,2024-02-01,dropped,STU-0002213,CRS-00195,SEM-004
ENR-00003575,2023-07-01,completed,STU-0003350,CRS-00147,SEM-002
ENR-00003576,2024-04-21,dropped,STU-0002944,CRS-00145,SEM-008
ENR-00003577,2022-05-20,completed,STU-0004610,CRS-00194,SEM-008
ENR-00003578,2024-10-03,completed,STU-0002028,CRS-00215,SEM-004
ENR-00003579,2025-09-30,completed,STU-0003998,CRS-00231,SEM-004
ENR-00003580,2023-09-05,completed,STU-0004083,CRS-00235,SEM-006
ENR-00003581,2023-03-19,active,STU-0002477,CRS-00041,SEM-001
ENR-00003582,2025-05-11,completed,STU-0002535,CRS-00201,SEM-001
ENR-00003583,2022-12-31,completed,STU-0001870,CRS-00178,SEM-004
ENR-00003584,2023-07-23,dropped,STU-0001861,CRS-00143,SEM-003
ENR-00003585,2023-09-06,completed,STU-0000824,CRS-00067,SEM-007
ENR-00003586,2022-04-23,completed,STU-0003448,CRS-00294,SEM-006
ENR-00003587,2023-08-05,dropped,STU-0003950,CRS-00245,SEM-006
ENR-00003588,2023-09-05,completed,STU-0001063,CRS-00174,SEM-007
ENR-00003589,2025-04-20,completed,STU-0004784,CRS-00176,SEM-001
ENR-00003590,2023-12-21,completed,STU-0001019,CRS-00196,SEM-005
ENR-00003591,2023-01-02,active,STU-0000566,CRS-00012,SEM-005
ENR-00003592,2024-02-07,dropped,STU-0004474,CRS-00005,SEM-003
ENR-00003593,2023-02-10,completed,STU-0000310,CRS-00044,SEM-007
ENR-00003594,2023-05-19,completed,STU-0000585,CRS-00160,SEM-008
ENR-00003595,2023-02-07,active,STU-0004069,CRS-00016,SEM-002
ENR-00003596,2022-06-12,active,STU-0000982,CRS-00148,SEM-004
ENR-00003597,2024-09-07,completed,STU-0004530,CRS-00238,SEM-004
ENR-00003598,2024-07-16,active,STU-0003378,CRS-00053,SEM-005
ENR-00003599,2023-12-06,completed,STU-0004665,CRS-00072,SEM-008
ENR-00003600,2023-10-16,dropped,STU-0000146,CRS-00060,SEM-004
ENR-00003601,2022-04-26,completed,STU-0001070,CRS-00294,SEM-007
ENR-00003602,2025-07-10,completed,STU-0003941,CRS-00190,SEM-001
ENR-00003603,2024-07-08,completed,STU-0004856,CRS-00175,SEM-008
ENR-00003604,2024-01-29,completed,STU-0002923,CRS-00220,SEM-007
ENR-00003605,2023-08-23,completed,STU-0001280,CRS-00085,SEM-001
ENR-00003606,2025-05-10,completed,STU-0000732,CRS-00085,SEM-008
ENR-00003607,2022-10-11,completed,STU-0000641,CRS-00176,SEM-002
ENR-00003608,2023-07-06,active,STU-0001843,CRS-00050,SEM-001
ENR-00003609,2025-06-20,failed,STU-0004570,CRS-00228,SEM-004
ENR-00003610,2025-05-22,completed,STU-0000756,CRS-00071,SEM-008
ENR-00003611,2024-02-12,completed,STU-0002048,CRS-00122,SEM-006
ENR-00003612,2025-09-09,dropped,STU-0001932,CRS-00059,SEM-002
ENR-00003613,2025-06-28,active,STU-0004968,CRS-00193,SEM-007
ENR-00003614,2024-03-24,completed,STU-0000009,CRS-00081,SEM-005
ENR-00003615,2024-05-21,failed,STU-0003826,CRS-00152,SEM-004
ENR-00003616,2025-12-20,completed,STU-0000529,CRS-00126,SEM-008
ENR-00003617,2024-03-25,failed,STU-0003554,CRS-00190,SEM-006
ENR-00003618,2023-01-15,completed,STU-0002566,CRS-00146,SEM-003
ENR-00003619,2023-07-23,completed,STU-0000692,CRS-00055,SEM-006
ENR-00003620,2024-12-15,completed,STU-0000263,CRS-00018,SEM-002
ENR-00003621,2024-02-04,completed,STU-0002441,CRS-00245,SEM-005
ENR-00003622,2025-11-01,completed,STU-0004070,CRS-00282,SEM-006
ENR-00003623,2025-01-21,completed,STU-0000006,CRS-00069,SEM-005
ENR-00003624,2023-12-20,dropped,STU-0001362,CRS-00176,SEM-003
ENR-00003625,2025-10-31,completed,STU-0002629,CRS-00204,SEM-005
