grade_id,assessment,score,weight,graded_at,enrollment_id
GRD-00011236,homework,73.77,0.32,2025-03-22,ENR-00017639
GRD-00011237,homework,82.23,0.43,2022-12-30,ENR-00004918
GRD-00011238,midterm,79.6,0.43,2025-01-02,ENR-00022135
GRD-00011239,midterm,82.46,0.29,2023-08-15,ENR-00005004
GRD-00011240,quiz,60.46,0.21,2022-03-14,ENR-00013395
GRD-00011241,quiz,85.23,0.36,2025-08-08,ENR-00011449
GRD-00011242,homework,100.0,0.32,2022-10-18,ENR-00019442
GRD-00011243,project,54.89,0.41,2022-08-09,ENR-00000506
GRD-00011244,quiz,92.89,0.4,2025-04-01,ENR-00020655
GRD-00011245,midterm,74.01,0.28,2024-08-30,ENR-00024797
GRD-00011246,midterm,81.29,0.16,2022-05-04,ENR-00009538
GRD-00011247,project,82.64,0.24,2024-03-12,ENR-00013271
GRD-00011248,final,65.51,0.21,2024-06-01,ENR-00019268
GRD-00011249,final,55.78,0.44,2023-08-13,ENR-00019286
GRD-00011250,final,94.75,0.25,2024-05-15,ENR-00004904
GRD-00011251,final,90.33,0.21,2025-10-07,ENR-00019374
GRD-00011252,project,77.6,0.44,2025-09-20,ENR-00019223
GRD-00011253,final,58.71,0.41,2025-02-12,ENR-00002477
GRD-00011254,project,68.38,0.14,2025-04-10,ENR-00008804
GRD-00011255,final,56.64,0.36,2023-08-31,ENR-00011161
GRD-00011256,homework,78.97,0.48,2023-10-25,ENR-00006649
GRD-00011257,homework,71.95,0.35,2022-12-20,ENR-00024411
GRD-00011258,final,55.83,0.41,2025-10-29,ENR-00010246
GRD-00011259,project,85.51,0.48,2024-12-10,ENR-00023746
GRD-00011260,midterm,86.79,0.19,2025-01-31,ENR-00022043
GRD-00011261,midterm,75.09,0.11,2025-08-14,ENR-00003875
GRD-00011262,midterm,80.5,0.15,2022-06-03,ENR-00021170
GRD-00011263,homework,70.29,0.12,2023-04-04,ENR-00014148
GRD-00011264,homework,81.03,0.31,2024-03-09,ENR-00011093
GRD-00011265,final,78.86,0.13,2025-10-07,ENR-00000512
GRD-00011266,final,82.06,0.1,2022-07-17,ENR-00015742
GRD-00011267,project,83.91,0.32,2024-10-08,ENR-00016295
GRD-00011268,project,66.2,0.16,2024-06-22,ENR-00006392
GRD-00011269,project,84.05,0.31,2023-12-30,ENR-00007155
GRD-00011270,project,59.38,0.37,2023-05-18,ENR-00000582
GRD-00011271,midterm,80.88,0.3,2022-09-06,ENR-00013941
GRD-00011272,project,95.73,0.14,2023-05-11,ENR-00012046
GRD-00011273,quiz,67.43,0.33,2023-02-09,ENR-00000969
GRD-00011274,midterm,68.97,0.23,2025-12-10,ENR-00012033
GRD-00011275,midterm,64.04,0.19,2025-06-13,ENR-00016132
GRD-00011276,quiz,66.98,0.4,2024-08-18,ENR-00006095
GRD-00011277,final,71.39,0.49,2022-02-04,ENR-00007287
GRD-00011278,midterm,61.93,0.25,2023-02-19,ENR-00013499
GRD-00011279,final,92.28,0.34,2025-05-05,ENR-00003054
GRD-00011280,homework,82.87,0.45,2025-01-14,ENR-00007624
GRD-00011281,final,87.92,0.19,2022-12-27,ENR-00000457
GRD-00011282,project,70.41,0.41,2024-11-03,ENR-00020592
GRD-00011283,final,78.18,0.32,2022-06-15,ENR-00015462
GRD-00011284,homework,74.54,0.28,2024-05-11,ENR-00003664
GRD-00011285,homework,51.82,0.15,2022-11-09,ENR-00005780
GRD-00011286,homework,82.63,0.32,2024-05-03,ENR-00021795
GRD-00011287,final,70.92,0.23,2023-02-15,ENR-00007891
GRD-00011288,final,74.54,0.13,2025-02-24,ENR-00001827
GRD-00011289,final,100.0,0.38,2024-01-19,ENR-00003047
GRD-00011290,midterm,83.89,0.43,2025-10-30,ENR-00002551
GRD-00011291,final,71.81,0.35,2022-05-09,ENR-00001609
GRD-00011292,midterm,95.31,0.35,2023-01-04,ENR-00004680
GRD-00011293,midterm,89.3,0.32,2024-06-18,ENR-00022649
GRD-00011294,final,75.72,0.32,2025-03-06,ENR-00004694
GRD-00011295,quiz,100.0,0.42,2024-01-02,ENR-00007663
GRD-00011296,final,62.36,0.19,2022-05-12,ENR-00021029
GRD-00011297,quiz,64.31,0.14,2024-03-08,ENR-00010737
GRD-00011298,quiz,64.79,0.31,2022-08-29,ENR-00021533
GRD-00011299,homework,88.48,0.23,2023-01-12,ENR-00000230
GRD-00011300,project,100.0,0.14,2025-10-02,ENR-00002694
GRD-00011301,project,69.46,0.11,2023-03-28,ENR-00022847
GRD-00011302,quiz,95.71,0.42,2024-07-07,ENR-00013928
GRD-00011303,project,79.25,0.22,2023-07-15,ENR-00011633
GRD-00011304,final,67.38,0.2,2024-03-13,ENR-00000705
GRD-00011305,midterm,59.41,0.34,2022-08-25,ENR-00009314
GRD-00011306,midterm,67.21,0.17,2023-06-26,ENR-00013591
GRD-00011307,midterm,63.48,0.42,2024-06-15,ENR-00002108
GRD-00011308,midterm,79.78,0.47,2023-07-27,ENR-00019574
GRD-00011309,quiz,73.03,0.47,2024-09-28,ENR-00001165
GRD-00011310,project,77.03,0.24,2024-04-02,ENR-00016668
GRD-00011311,project,73.82,0.45,2023-05-19,ENR-00013866
GRD-00011312,midterm,81.73,0.33,2024-01-14,ENR-00019482
GRD-00011313,project,63.52,0.4,2025-05-24,ENR-00005308
GRD-00011314,project,91.96,0.5,2022-09-20,ENR-00002457
GRD-00011315,midterm,75.82,0.23,2025-04-29,ENR-00008935
GRD-00011316,project,79.39,0.31,2024-05-22,ENR-00018812
GRD-00011317,project,85.68,0.45,2022-06-19,ENR-00007040
GRD-00011318,homework,89.94,0.36,2022-06-03,ENR-00016456
GRD-00011319,homework,80.18,0.15,2022-03-25,ENR-00024467
GRD-00011320,quiz,39.41,0.37,2022-06-24,ENR-00008123
GRD-00011321,project,69.67,0.33,2025-11-22,ENR-00006275
GRD-00011322,midterm,75.66,0.13,2022-02-11,ENR-00021738
GRD-00011323,homework,64.16,0.28,2022-07-12,ENR-00024056
GRD-00011324,project,95.46,0.43,2024-06-14,ENR-00024459
GRD-00011325,midterm,85.89,0.38,2022-04-25,ENR-00014079
GRD-00011326,homework,65.94,0.21,2024-11-14,ENR-00004488
GRD-00011327,project,82.08,0.27,2025-07-15,ENR-00008686
GRD-00011328,midterm,72.75,0.3,2025-10-15,ENR-00024981
GRD-00011329,project,71.08,0.32,2025-02-26,ENR-00023650
GRD-00011330,project,76.78,0.39,2025-08-15,ENR-00019985
GRD-00011331,quiz,60.89,0.39,2024-05-06,ENR-00001573
GRD-00011332,midterm,84.73,0.43,2025-03-21,ENR-00009641
GRD-00011333,final,76.94,0.11,2023-10-09,ENR-00023534
GRD-00011334,quiz,74.48,0.19,2022-07-06,ENR-00004971
GRD-00011335,midterm,78.49,0.37,2024-03-24,ENR-00008796
GRD-00011336,homework,71.97,0.46,2023-05-19,ENR-00015500
GRD-00011337,final,84.7,0.34,2025-06-14,ENR-00002305
GRD-00011338,final,91.97,0.47,2023-02-05,ENR-00021371
GRD-00011339,homework,72.02,0.12,2023-11-15,ENR-00011628
GRD-00011340,homework,74.83,0.1,2025-09-12,ENR-00018338
GRD-00011341,midterm,76.78,0.19,2025-10-26,ENR-00019670
GRD-00011342,homework,64.03,0.37,2023-04-12,ENR-00016360
GRD-00011343,quiz,86.04,0.44,2022-03-10,ENR-00002901
GRD-00011344,final,72.04,0.27,2022-03-18,ENR-00000525
GRD-00011345,homework,72.69,0.34,2025-03-01,ENR-00021202
GRD-00011346,project,66.67,0.17,2023-08-15,ENR-00002863
GRD-00011347,homework,59.93,0.46,2024-11-27,ENR-00009862
GRD-00011348,final,75.63,0.45,2023-12-02,ENR-00021469
GRD-00011349,midterm,95.6,0.48,2024-10-10,ENR-00023972
GRD-00011350,midterm,79.37,0.46,2024-06-05,ENR-00007233
GRD-00011351,midterm,82.56,0.4,2024-07-18,ENR-00015961
GRD-00011352,final,93.76,0.12,2025-11-03,ENR-00001964
GRD-00011353,final,65.53,0.12,2025-04-09,ENR-00002320
GRD-00011354,midterm,42.58,0.23,2022-03-03,ENR-00020878
GRD-00011355,homework,95.13,0.24,2023-04-08,ENR-00021405
GRD-00011356,midterm,74.05,0.47,2024-11-22,ENR-00014141
GRD-00011357,midterm,56.44,0.13,2022-02-02,ENR-00009222
GRD-00011358,quiz,73.32,0.39,2022-06-30,ENR-00002392
GRD-00011359,homework,85.81,0.39,2025-12-05,ENR-00003254
GRD-00011360,final,60.91,0.19,2025-03-22,ENR-00023718
GRD-00011361,midterm,90.61,0.23,2023-05-25,ENR-00006807
GRD-00011362,midterm,79.08,0.35,2024-09-04,ENR-00024326
GRD-00011363,project,79.86,0.13,2022-07-31,ENR-00021967
GRD-00011364,final,69.51,0.23,2022-04-29,ENR-00013087
GRD-00011365,project,71.82,0.15,2024-01-10,ENR-00020893
GRD-00011366,midterm,96.4,0.37,2024-11-05,ENR-00000823
GRD-00011367,final,64.86,0.25,2022-09-26,ENR-00009154
GRD-00011368,midterm,72.29,0.2,2023-11-27,ENR-00019265
GRD-00011369,quiz,48.93,0.16,2022-12-14,ENR-00015378
GRD-00011370,homework,83.09,0.23,2023-10-14,ENR-00007750
GRD-00011371,homework,79.77,0.46,2025-04-30,ENR-00007132
GRD-00011372,final,95.29,0.42,2025-04-29,ENR-00006263
GRD-00011373,homework,74.21,0.34,2024-01-08,ENR-00022709
GRD-00011374,project,75.72,0.27,2022-08-18,ENR-00006470
GRD-00011375,project,62.73,0.19,2022-10-19,ENR-00000132
GRD-00011376,homework,51.57,0.16,2023-12-03,ENR-00009579
GRD-00011377,quiz,74.35,0.44,2023-07-28,ENR-00010076
GRD-00011378,quiz,71.49,0.29,2025-08-13,ENR-00004275
GRD-00011379,quiz,80.71,0.32,2025-09-03,ENR-00020644
GRD-00011380,final,70.91,0.37,2024-10-29,ENR-00000381
GRD-00011381,project,57.73,0.47,2025-06-24,ENR-00023268
GRD-00011382,homework,48.39,0.19,2023-03-26,ENR-00001750
GRD-00011383,quiz,75.17,0.18,2025-11-19,ENR-00000728
GRD-00011384,quiz,60.92,0.49,2025-04-12,ENR-00014575
GRD-00011385,quiz,56.97,0.2,2023-10-07,ENR-00006450
GRD-00011386,quiz,82.39,0.43,2022-06-15,ENR-00020626
GRD-00011387,homework,64.47,0.42,2022-05-12,ENR-00006001
GRD-00011388,midterm,87.84,0.49,2025-07-14,ENR-00017441
GRD-00011389,quiz,81.0,0.11,2023-02-21,ENR-00005034
GRD-00011390,final,69.34,0.1,2023-04-15,ENR-00018736
GRD-00011391,final,60.97,0.26,2024-03-29,ENR-00008166
GRD-00011392,quiz,51.2,0.36,2023-12-20,ENR-00018510
GRD-00011393,final,64.07,0.47,2022-03-23,ENR-00009192
GRD-00011394,homework,86.44,0.14,2025-02-08,ENR-00019791
GRD-00011395,project,55.7,0.48,2023-04-05,ENR-00011170
GRD-00011396,final,78.92,0.4,2024-11-17,ENR-00013796
GRD-00011397,quiz,89.3,0.18,2022-11-11,ENR-00012860
GRD-00011398,quiz,70.23,0.27,2022-08-12,ENR-00023728
GRD-00011399,project,69.83,0.35,2022-02-17,ENR-00014709
GRD-00011400,project,70.19,0.46,2025-02-19,ENR-00013048
GRD-00011401,project,51.83,0.45,2022-12-01,ENR-00006050
GRD-00011402,project,70.63,0.13,2023-11-30,ENR-00002993
GRD-00011403,final,74.57,0.32,2025-05-04,ENR-00012349
GRD-00011404,final,78.56,0.38,2022-04-09,ENR-00020266
GRD-00011405,project,89.59,0.19,2025-07-20,ENR-00022944
GRD-00011406,quiz,55.87,0.32,2025-05-14,ENR-00023101
GRD-00011407,project,58.2,0.41,2024-07-07,ENR-00014084
GRD-00011408,midterm,70.38,0.31,2022-06-30,ENR-00014205
GRD-00011409,quiz,76.77,0.46,2025-10-16,ENR-00019514
GRD-00011410,project,84.85,0.29,2024-06-23,ENR-00001111
GRD-00011411,quiz,87.39,0.22,2025-05-15,ENR-00000680
GRD-00011412,final,80.17,0.15,2024-11-11,ENR-00015565
GRD-00011413,project,79.62,0.22,2024-08-04,ENR-00001069
GRD-00011414,final,76.62,0.33,2022-09-27,ENR-00009345
GRD-00011415,quiz,87.07,0.12,2024-12-17,ENR-00009801
GRD-00011416,final,54.0,0.49,2023-09-05,ENR-00014940
GRD-00011417,homework,73.65,0.5,2025-11-16,ENR-00012896
GRD-00011418,quiz,68.81,0.42,2024-10-11,ENR-00009239
GRD-00011419,project,100.0,0.2,2025-11-21,ENR-00005663
GRD-00011420,midterm,82.37,0.15,2024-06-06,ENR-00021796
GRD-00011421,project,84.4,0.5,2023-06-08,ENR-00003356
GRD-00011422,midterm,59.73,0.21,2023-12-31,ENR-00015440
GRD-00011423,midterm,87.58,0.21,2024-08-30,ENR-00007162
GRD-00011424,midterm,71.2,0.25,2023-11-07,ENR-00006785
GRD-00011425,project,59.57,0.43,2022-09-25,ENR-00018768
GRD-00011426,project,100.0,0.41,2023-07-18,ENR-00007533
GRD-00011427,final,68.08,0.41,2025-11-09,ENR-00008173
GRD-00011428,midterm,80.57,0.11,2023-05-04,ENR-00004118
GRD-00011429,midterm,84.87,0.46,2022-09-14,ENR-00000248
GRD-00011430,project,74.39,0.18,2022-11-08,ENR-00023649
GRD-00011431,homework,91.6,0.19,2024-02-26,ENR-00022139
GRD-00011432,midterm,78.48,0.23,2023-04-11,ENR-00013957
GRD-00011433,project,64.0,0.29,2024-03-10,ENR-00008659
GRD-00011434,final,73.01,0.31,2025-05-12,ENR-00016036
GRD-00011435,midterm,94.37,0.26,2022-02-14,ENR-00022018
GRD-00011436,project,76.17,0.3,2024-02-29,ENR-00024446
GRD-00011437,quiz,70.19,0.32,2025-06-18,ENR-00016426
GRD-00011438,quiz,66.29,0.12,2025-03-17,ENR-00016319
GRD-00011439,homework,89.58,0.4,2024-08-20,ENR-00022157
GRD-00011440,final,65.67,0.21,2022-04-09,ENR-00012454
GRD-00011441,homework,59.58,0.45,2022-09-07,ENR-00009157
GRD-00011442,quiz,94.84,0.48,2022-07-28,ENR-00001808
GRD-00011443,project,61.36,0.44,2022-02-04,ENR-00013743
GRD-00011444,midterm,62.1,0.32,2024-03-18,ENR-00001877
GRD-00011445,final,60.25,0.28,2024-12-01,ENR-00017622
GRD-00011446,final,100.0,0.31,2022-07-10,ENR-00014103
GRD-00011447,quiz,70.34,0.43,2025-08-25,ENR-00011422
GRD-00011448,project,82.82,0.37,2025-03-04,ENR-00022270
GRD-00011449,project,63.66,0.11,2024-01-05,ENR-00023101
GRD-00011450,project,49.7,0.2,2022-05-12,ENR-00022787
GRD-00011451,project,77.17,0.48,2025-05-26,ENR-00005522
GRD-00011452,homework,68.45,0.39,2022-10-24,ENR-00002342
GRD-00011453,midterm,84.05,0.29,2025-06-28,ENR-00004954
GRD-00011454,midterm,57.88,0.36,2024-10-26,ENR-00012842
GRD-00011455,quiz,82.56,0.22,2022-04-15,ENR-00000816
GRD-00011456,midterm,73.04,0.23,2025-11-22,ENR-00012874
GRD-00011457,project,84.41,0.14,2025-06-20,ENR-00008584
GRD-00011458,homework,65.97,0.29,2022-08-05,ENR-00011154
GRD-00011459,midterm,66.8,0.2,2023-08-18,ENR-00001577
GRD-00011460,final,71.41,0.22,2025-01-04,ENR-00014560
GRD-00011461,project,72.78,0.26,2025-10-25,ENR-00009165
GRD-00011462,final,62.11,0.16,2024-05-10,ENR-00001937
GRD-00011463,quiz,84.34,0.28,2022-04-03,ENR-00010220
GRD-00011464,homework,95.67,0.25,2024-04-19,ENR-00020689
GRD-00011465,quiz,47.35,0.45,2024-11-26,ENR-00024118
GRD-00011466,final,64.26,0.24,2023-06-07,ENR-00015475
GRD-00011467,homework,63.14,0.31,2022-06-05,ENR-00008796
GRD-00011468,quiz,85.18,0.18,2024-02-10,ENR-00014815
GRD-00011469,quiz,85.77,0.35,2024-02-12,ENR-00014541
GRD-00011470,project,78.45,0.17,2023-03-30,ENR-00021734
GRD-00011471,midterm,53.57,0.3,2025-01-05,ENR-00011323
GRD-00011472,midterm,69.67,0.31,2023-12-13,ENR-00021601
GRD-00011473,project,77.92,0.3,2022-11-22,ENR-00024730
GRD-00011474,quiz,87.49,0.18,2022-03-31,ENR-00003809
GRD-00011475,final,64.52,0.45,2023-06-15,ENR-00007457
GRD-00011476,homework,63.61,0.36,2022-06-15,ENR-00003835
GRD-00011477,homework,74.92,0.35,2025-04-17,ENR-00012308
GRD-00011478,quiz,75.42,0.37,2024-05-10,ENR-00003526
GRD-00011479,homework,67.2,0.45,2023-12-27,ENR-00016828
GRD-00011480,midterm,90.79,0.5,2023-06-24,ENR-00013704
GRD-00011481,final,88.26,0.36,2023-05-17,ENR-00004497
GRD-00011482,project,77.36,0.29,2025-12-01,ENR-00024108
GRD-00011483,homework,77.84,0.5,2024-09-25,ENR-00020246
GRD-00011484,homework,89.24,0.48,2023-07-03,ENR-00022434
GRD-00011485,midterm,72.67,0.35,2024-02-18,ENR-00018593
GRD-00011486,project,84.74,0.19,2025-10-07,ENR-00002627
GRD-00011487,homework,64.35,0.33,2025-07-15,ENR-00011905
GRD-00011488,homework,75.26,0.17,2025-09-19,ENR-00024036
GRD-00011489,project,61.87,0.19,2024-10-18,ENR-00010262
GRD-00011490,project,74.63,0.13,2025-11-26,ENR-00007465
GRD-00011491,quiz,80.84,0.18,2025-09-14,ENR-00014993
GRD-00011492,quiz,88.66,0.21,2023-10-05,ENR-00008009
GRD-00011493,final,97.57,0.18,2024-05-27,ENR-00019478
GRD-00011494,final,69.54,0.47,2025-05-30,ENR-00017957
GRD-00011495,project,59.63,0.46,2023-04-09,ENR-00004188
GRD-00011496,quiz,71.36,0.28,2022-09-05,ENR-00015799
GRD-00011497,final,77.05,0.26,2025-12-31,ENR-00010295
GRD-00011498,final,72.66,0.12,2023-10-05,ENR-00006943
GRD-00011499,project,78.59,0.14,2024-05-28,ENR-00003429
GRD-00011500,project,79.46,0.39,2023-02-02,ENR-00017557
GRD-00011501,project,73.56,0.42,2022-07-21,ENR-00021922
GRD-00011502,homework,72.15,0.2,2023-07-14,ENR-00004525
GRD-00011503,final,89.29,0.38,2025-08-24,ENR-00014094
GRD-00011504,project,80.35,0.49,2023-02-21,ENR-00018576
GRD-00011505,quiz,56.93,0.22,2025-08-24,ENR-00004121
GRD-00011506,quiz,73.36,0.23,2022-02-09,ENR-00002640
GRD-00011507,midterm,84.53,0.25,2023-09-10,ENR-00001887
GRD-00011508,midterm,66.2,0.24,2025-10-19,ENR-00013170
GRD-00011509,quiz,60.3,0.18,2022-10-08,ENR-00013797
GRD-00011510,homework,93.74,0.13,2025-02-22,ENR-00024844
GRD-00011511,midterm,61.8,0.37,2022-04-05,ENR-00005728
GRD-00011512,final,92.6,0.2,2025-05-24,ENR-00000087
GRD-00011513,quiz,52.29,0.4,2023-09-03,ENR-00008312
GRD-00011514,final,63.89,0.34,2022-03-28,ENR-00003047
GRD-00011515,project,71.11,0.17,2025-07-22,ENR-00023598
GRD-00011516,final,49.95,0.25,2023-11-16,ENR-00005321
GRD-00011517,quiz,81.32,0.22,2023-06-06,ENR-00020850
GRD-00011518,quiz,85.21,0.43,2022-07-25,ENR-00018709
GRD-00011519,quiz,57.15,0.4,2025-07-05,ENR-00021919
GRD-00011520,midterm,56.13,0.46,2025-06-10,ENR-00009513
GRD-00011521,project,77.01,0.25,2023-08-26,ENR-00017880
GRD-00011522,final,90.59,0.35,2025-08-18,ENR-00004028
GRD-00011523,midterm,67.17,0.24,2022-09-02,ENR-00001953
GRD-00011524,final,91.4,0.28,2024-04-04,ENR-00002807
GRD-00011525,midterm,57.3,0.34,2025-12-31,ENR-00005205
GRD-00011526,quiz,78.55,0.47,2023-07-05,ENR-00004014
GRD-00011527,homework,84.48,0.27,2025-11-09,ENR-00006922
GRD-00011528,quiz,76.35,0.48,2024-03-15,ENR-00019314
GRD-00011529,project,84.7,0.48,2024-04-17,ENR-00010651
GRD-00011530,project,63.67,0.43,2022-11-20,ENR-00010773
GRD-00011531,midterm,83.34,0.42,2025-01-19,ENR-00014934
GRD-00011532,final,78.24,0.33,2023-09-26,ENR-00014445
GRD-00011533,quiz,80.24,0.27,2023-03-24,ENR-00010936
GRD-00011534,project,75.06,0.34,2022-08-18,ENR-00016160
GRD-00011535,quiz,76.86,0.45,2024-07-10,ENR-00007284
GRD-00011536,homework,69.47,0.46,2022-09-14,ENR-00001285
GRD-00011537,homework,98.25,0.36,2024-08-09,ENR-00020792
GRD-00011538,project,84.58,0.43,2025-11-28,ENR-00013326
GRD-00011539,homework,84.56,0.45,2022-05-31,ENR-00015783
GRD-00011540,midterm,69.53,0.17,2025-01-03,ENR-00024534
GRD-00011541,midterm,88.59,0.2,2023-06-27,ENR-00008798
GRD-00011542,project,74.55,0.31,2025-05-18,ENR-00003561
GRD-00011543,project,91.84,0.44,2022-10-17,ENR-00004745
GRD-00011544,final,93.4,0.46,2025-01-24,ENR-00018892
GRD-00011545,quiz,92.81,0.44,2023-06-23,ENR-00020571
GRD-00011546,quiz,78.97,0.13,2024-08-18,ENR-00000001
GRD-00011547,quiz,91.66,0.25,2024-03-20,ENR-00009903
GRD-00011548,quiz,65.45,0.32,2023-09-28,ENR-00001906
GRD-00011549,homework,77.61,0.19,2024-10-07,ENR-00020134
GRD-00011550,project,64.53,0.42,2022-10-22,ENR-00020278
GRD-00011551,final,98.07,0.14,2023-02-09,ENR-00012662
GRD-00011552,midterm,69.37,0.12,2024-01-27,ENR-00014676
GRD-00011553,project,66.55,0.28,2025-06-11,ENR-00006899
GRD-00011554,final,74.74,0.23,2022-08-06,ENR-00006125
GRD-00011555,quiz,86.46,0.24,2025-04-30,ENR-00001064
GRD-00011556,quiz,60.92,0.45,2022-03-17,ENR-00021142
GRD-00011557,project,82.18,0.28,2024-06-02,ENR-00003111
GRD-00011558,project,53.06,0.42,2023-07-05,ENR-00006677
GRD-00011559,project,87.73,0.33,2022-05-31,ENR-00012448
GRD-00011560,homework,86.63,0.22,2024-04-16,ENR-00001910
GRD-00011561,quiz,78.9,0.15,2022-05-08,ENR-00021466
GRD-00011562,quiz,76.81,0.38,2022-03-20,ENR-00013805
GRD-00011563,final,74.26,0.13,2025-08-25,ENR-00011783
GRD-00011564,final,87.61,0.2,2022-08-20,ENR-00023118
GRD-00011565,quiz,85.01,0.18,2024-10-24,ENR-00005423
GRD-00011566,project,85.12,0.36,2024-05-26,ENR-00013132
GRD-00011567,project,55.78,0.29,2022-04-22,ENR-00002346
GRD-00011568,quiz,91.79,0.28,2023-06-14,ENR-00013507
GRD-00011569,final,83.28,0.27,2025-12-29,ENR-00001926
GRD-00011570,quiz,56.93,0.36,2022-11-27,ENR-00023204
GRD-00011571,final,81.79,0.49,2024-01-22,ENR-00005469
GRD-00011572,midterm,64.82,0.4,2025-02-07,ENR-00013810
GRD-00011573,homework,70.99,0.12,2025-06-18,ENR-00004070
GRD-00011574,quiz,73.34,0.49,2022-09-23,ENR-00001188
GRD-00011575,project,71.37,0.39,2025-02-22,ENR-00002520
GRD-00011576,final,81.83,0.24,2023-01-17,ENR-00023658
GRD-00011577,final,78.75,0.1,2023-12-12,ENR-00005713
GRD-00011578,midterm,84.88,0.24,2024-03-30,ENR-00024877
GRD-00011579,final,76.37,0.18,2023-08-31,ENR-00004938
GRD-00011580,homework,69.93,0.26,2023-03-07,ENR-00005963
GRD-00011581,midterm,79.19,0.35,2025-12-07,ENR-00023762
GRD-00011582,homework,51.86,0.15,2022-10-26,ENR-00000835
GRD-00011583,homework,78.49,0.44,2023-02-08,ENR-00014110
GRD-00011584,quiz,72.9,0.31,2023-10-06,ENR-00005255
GRD-00011585,homework,77.23,0.11,2022-09-15,ENR-00018558
GRD-00011586,final,89.12,0.13,2024-04-01,ENR-00013534
GRD-00011587,homework,73.84,0.48,2024-07-15,ENR-00016965
GRD-00011588,midterm,43.93,0.12,2025-12-02,ENR-00015237
GRD-00011589,project,61.58,0.12,2023-05-18,ENR-00013979
GRD-00011590,homework,72.31,0.49,2025-12-09,ENR-00017214
GRD-00011591,midterm,72.6,0.44,2022-12-13,ENR-00015740
GRD-00011592,project,70.76,0.23,2024-01-12,ENR-00024365
GRD-00011593,final,70.12,0.24,2023-02-18,ENR-00000848
GRD-00011594,quiz,69.55,0.3,2022-05-23,ENR-00018291
GRD-00011595,quiz,75.54,0.48,2022-09-21,ENR-00023787
GRD-00011596,final,75.11,0.29,2023-08-07,ENR-00020610
GRD-00011597,homework,78.84,0.36,2024-09-28,ENR-00015244
GRD-00011598,final,84.15,0.2,2023-05-29,ENR-00013690
GRD-00011599,project,74.99,0.31,2024-07-24,ENR-00014010
GRD-00011600,final,93.28,0.26,2024-01-02,ENR-00018375
GRD-00011601,final,68.21,0.13,2022-10-06,ENR-00002287
GRD-00011602,quiz,81.62,0.5,2024-02-24,ENR-00001363
GRD-00011603,final,94.86,0.25,2025-08-14,ENR-00012788
GRD-00011604,project,97.81,0.47,2025-08-02,ENR-00001637
GRD-00011605,homework,70.44,0.21,2025-03-31,ENR-00012472
GRD-00011606,midterm,75.29,0.23,2024-07-24,ENR-00018703
GRD-00011607,final,39.02,0.47,2024-07-28,ENR-00022969
GRD-00011608,midterm,99.86,0.24,2024-05-06,ENR-00003314
GRD-00011609,homework,83.79,0.22,2022-08-05,ENR-00011772
GRD-00011610,midterm,63.06,0.14,2022-05-14,ENR-00003511
GRD-00011611,homework,65.53,0.3,2023-05-20,ENR-00001008
GRD-00011612,project,97.31,0.15,2022-09-15,ENR-00020758
GRD-00011613,project,100.0,0.28,2022-09-01,ENR-00007874
GRD-00011614,project,64.46,0.11,2022-03-28,ENR-00023226
GRD-00011615,midterm,63.0,0.18,2025-04-11,ENR-00019722
GRD-00011616,project,65.82,0.49,2022-09-25,ENR-00010575
GRD-00011617,quiz,59.45,0.45,2023-07-16,ENR-00010879
GRD-00011618,final,82.09,0.44,2022-12-26,ENR-00023526
GRD-00011619,homework,75.03,0.15,2025-11-19,ENR-00023537
GRD-00011620,homework,81.1,0.19,2023-05-11,ENR-00023210
GRD-00011621,homework,75.92,0.32,2023-07-18,ENR-00001378
GRD-00011622,homework,67.46,0.24,2024-06-30,ENR-00008265
GRD-00011623,project,68.69,0.34,2024-09-12,ENR-00010119
GRD-00011624,midterm,78.45,0.28,2022-04-11,ENR-00000633
GRD-00011625,final,77.87,0.26,2025-03-17,ENR-00018105
GRD-00011626,quiz,79.06,0.36,2024-09-08,ENR-00017782
GRD-00011627,final,50.38,0.49,2024-09-30,ENR-00006597
GRD-00011628,final,74.0,0.1,2024-12-03,ENR-00020607
GRD-00011629,final,89.59,0.17,2025-12-17,ENR-00015027
GRD-00011630,project,68.98,0.15,2024-09-11,ENR-00017621
GRD-00011631,final,84.66,0.38,2022-09-21,ENR-00000219
GRD-00011632,homework,76.59,0.12,2023-03-21,ENR-00006043
GRD-00011633,project,77.02,0.24,2022-03-15,ENR-00011563
GRD-00011634,project,81.85,0.17,2024-08-06,ENR-00000202
GRD-00011635,project,96.32,0.27,2022-09-22,ENR-00018566
GRD-00011636,midterm,70.62,0.45,2022-02-07,ENR-00017363
GRD-00011637,quiz,66.71,0.12,2022-04-15,ENR-00000164
GRD-00011638,project,84.23,0.39,2025-06-07,ENR-00008481
GRD-00011639,final,91.06,0.34,2025-01-29,ENR-00007104
GRD-00011640,final,76.84,0.29,2025-03-04,ENR-00023940
GRD-00011641,homework,76.56,0.15,2022-09-09,ENR-00011354
GRD-00011642,final,74.02,0.14,2024-05-14,ENR-00004870
GRD-00011643,homework,51.4,0.13,2023-01-25,ENR-00005896
GRD-00011644,quiz,84.4,0.4,2024-07-06,ENR-00000237
GRD-00011645,midterm,96.4,0.22,2023-12-20,ENR-00010564
GRD-00011646,project,76.68,0.35,2023-07-12,ENR-00014185
