invoice_id,issued_at,due_at,total,status,currency,customer_id
INV-00007744,2023-11-20,2023-11-30,18.99,paid,CLP,CUS-0003430
INV-00007745,2025-02-26,2025-04-20,42.43,paid,USD,CUS-0000434
INV-00007746,2024-04-21,2024-06-11,82.54,pending,CLP,CUS-0005081
INV-00007747,2022-03-31,2022-04-28,182.09,overdue,CLP,CUS-0006172
INV-00007748,2022-02-20,2022-03-15,109.64,paid,COP,CUS-0004549
INV-00007749,2024-08-16,2024-09-19,77.81,paid,USD,CUS-0009137
INV-00007750,2024-05-24,2024-06-25,56.44,paid,EUR,CUS-0003425
INV-00007751,2022-01-25,2022-03-12,224.44,overdue,PEN,CUS-0000081
INV-00007752,2025-07-01,2025-08-02,278.08,pending,USD,CUS-0001790
INV-00007753,2024-08-17,2024-08-27,19.04,paid,USD,CUS-0002278
INV-00007754,2023-05-01,2023-05-20,165.44,paid,MXN,CUS-0008067
INV-00007755,2024-06-06,2024-07-02,210.44,paid,USD,CUS-0005139
INV-00007756,2025-03-13,2025-04-05,53.43,paid,CLP,CUS-0002163
INV-00007757,2022-03-25,2022-05-09,241.71,pending,CLP,CUS-0004399
INV-00007758,2024-12-14,2024-12-26,230.14,pending,MXN,CUS-0004060
INV-00007759,2023-05-18,2023-07-02,26.99,paid,MXN,CUS-0001938
INV-00007760,2025-03-12,2025-03-28,65.54,paid,COP,CUS-0009110
INV-00007761,2022-09-30,2022-10-08,79.0,overdue,CLP,CUS-0001920
INV-00007762,2023-12-18,2024-01-09,25.06,paid,BRL,CUS-0005385
INV-00007763,2023-07-29,2023-08-26,363.69,paid,MXN,CUS-0009146
INV-00007764,2023-08-22,2023-09-10,44.76,paid,MXN,CUS-0002382
INV-00007765,2024-12-05,2024-12-16,196.42,paid,COP,CUS-0005267
INV-00007766,2023-07-19,2023-09-02,119.83,pending,MXN,CUS-0003024
INV-00007767,2024-12-30,2025-02-04,41.08,paid,CLP,CUS-0009821
INV-00007768,2024-09-05,2024-09-27,74.94,pending,CLP,CUS-0002190
INV-00007769,2025-02-22,2025-03-17,423.86,paid,USD,CUS-0002700
INV-00007770,2024-04-28,2024-05-16,83.68,overdue,USD,CUS-0004113
INV-00007771,2023-07-09,2023-07-26,13.76,pending,EUR,CUS-0009555
INV-00007772,2025-07-28,2025-08-31,1008.79,paid,USD,CUS-0004408
INV-00007773,2025-01-15,2025-02-24,51.08,pending,MXN,CUS-0009076
INV-00007774,2022-02-16,2022-02-26,31.37,pending,USD,CUS-0002820
INV-00007775,2025-06-27,2025-07-08,218.77,paid,USD,CUS-0006012
INV-00007776,2025-04-29,2025-06-07,49.32,paid,CLP,CUS-0004949
INV-00007777,2024-09-03,2024-10-28,67.34,pending,USD,CUS-0006372
INV-00007778,2024-05-09,2024-05-25,164.37,pending,USD,CUS-0000738
INV-00007779,2025-05-05,2025-06-08,30.56,paid,ARS,CUS-0001020
INV-00007780,2022-07-10,2022-09-03,24.18,paid,USD,CUS-0005865
INV-00007781,2025-04-01,2025-05-19,12.43,paid,USD,CUS-0004199
INV-00007782,2024-04-23,2024-05-21,19.19,pending,USD,CUS-0005540
INV-00007783,2023-10-02,2023-10-25,86.31,overdue,MXN,CUS-0003242
INV-00007784,2024-08-22,2024-09-12,361.76,paid,MXN,CUS-0005087
INV-00007785,2025-04-23,2025-05-28,307.63,paid,PEN,CUS-0005136
INV-00007786,2025-08-07,2025-09-03,46.51,paid,USD,CUS-0000040
INV-00007787,2025-02-18,2025-02-25,66.53,paid,USD,CUS-0006572
INV-00007788,2022-12-05,2022-12-30,38.62,paid,CLP,CUS-0001395
INV-00007789,2024-12-24,2025-01-08,58.68,pending,MXN,CUS-0009902
INV-00007790,2022-12-16,2023-01-16,113.29,paid,PEN,CUS-0007215
INV-00007791,2025-05-26,2025-06-14,63.59,overdue,USD,CUS-0009759
INV-00007792,2023-02-27,2023-03-28,25.97,paid,CLP,CUS-0008978
INV-00007793,2023-08-16,2023-10-06,87.0,paid,ARS,CUS-0006232
INV-00007794,2024-01-26,2024-03-15,176.5,paid,CLP,CUS-0005169
INV-00007795,2023-10-19,2023-12-07,56.36,paid,CLP,CUS-0004027
INV-00007796,2022-04-17,2022-05-21,41.34,paid,CLP,CUS-0000828
INV-00007797,2025-12-28,2026-01-22,101.81,pending,PEN,CUS-0006151
INV-00007798,2023-04-17,2023-05-26,148.34,paid,MXN,CUS-0005915
INV-00007799,2022-07-01,2022-08-09,189.21,paid,CLP,CUS-0000071
INV-00007800,2023-02-23,2023-04-04,357.35,paid,ARS,CUS-0005866
INV-00007801,2025-10-16,2025-11-01,165.55,pending,CLP,CUS-0009480
INV-00007802,2025-07-25,2025-08-05,83.53,paid,EUR,CUS-0007897
INV-00007803,2025-10-05,2025-11-28,73.77,overdue,USD,CUS-0009198
INV-00007804,2025-06-13,2025-07-27,33.07,pending,COP,CUS-0006797
INV-00007805,2025-05-18,2025-07-07,80.45,paid,CLP,CUS-0006511
INV-00007806,2022-10-09,2022-10-18,201.38,paid,CLP,CUS-0005002
INV-00007807,2023-01-13,2023-02-10,27.12,overdue,CLP,CUS-0008303
INV-00007808,2024-08-03,2024-09-20,30.72,paid,MXN,CUS-0006890
INV-00007809,2022-08-02,2022-09-21,23.29,paid,COP,CUS-0004352
INV-00007810,2023-09-20,2023-11-17,111.72,pending,CLP,CUS-0003301
INV-00007811,2023-09-20,2023-10-21,129.88,paid,EUR,CUS-0007745
INV-00007812,2022-06-10,2022-07-24,60.34,paid,USD,CUS-0002476
INV-00007813,2025-04-06,2025-04-26,26.27,paid,USD,CUS-0008969
INV-00007814,2025-06-25,2025-08-02,17.97,paid,CLP,CUS-0007962
INV-00007815,2024-01-14,2024-02-07,14.79,paid,USD,CUS-0009861
INV-00007816,2025-07-02,2025-07-26,235.05,paid,CLP,CUS-0006736
INV-00007817,2022-10-16,2022-10-23,318.15,pending,COP,CUS-0008000
INV-00007818,2023-11-20,2023-12-16,364.58,paid,USD,CUS-0003952
INV-00007819,2024-08-07,2024-09-07,19.23,paid,USD,CUS-0002842
INV-00007820,2022-06-05,2022-07-21,79.3,pending,USD,CUS-0009562
INV-00007821,2024-12-13,2025-01-10,69.3,paid,USD,CUS-0009239
INV-00007822,2023-01-30,2023-03-01,106.15,pending,EUR,CUS-0005353
INV-00007823,2025-04-22,2025-06-03,576.84,paid,CLP,CUS-0003289
INV-00007824,2025-08-27,2025-10-07,252.3,pending,MXN,CUS-0002383
INV-00007825,2022-10-11,2022-11-01,11.32,pending,CLP,CUS-0008009
INV-00007826,2025-10-26,2025-12-06,90.29,paid,USD,CUS-0001588
INV-00007827,2022-03-02,2022-04-05,261.94,pending,USD,CUS-0006499
INV-00007828,2025-08-26,2025-09-28,101.89,paid,MXN,CUS-0001988
INV-00007829,2025-05-09,2025-06-23,258.33,paid,USD,CUS-0007278
INV-00007830,2024-10-09,2024-12-06,66.16,pending,ARS,CUS-0003096
INV-00007831,2024-02-15,2024-03-10,48.32,pending,MXN,CUS-0007174
INV-00007832,2023-03-28,2023-05-15,543.88,paid,USD,CUS-0004024
INV-00007833,2023-02-22,2023-04-15,173.99,paid,USD,CUS-0009557
INV-00007834,2025-05-02,2025-05-12,116.27,paid,MXN,CUS-0009447
INV-00007835,2023-04-10,2023-05-07,69.12,pending,MXN,CUS-0005681
INV-00007836,2022-12-23,2023-01-22,51.67,paid,CLP,CUS-0007824
INV-00007837,2023-10-16,2023-11-21,451.83,paid,USD,CUS-0006102
INV-00007838,2023-03-16,2023-04-02,336.26,paid,USD,CUS-0002176
INV-00007839,2023-04-13,2023-05-21,39.02,pending,CLP,CUS-0007410
INV-00007840,2022-11-23,2022-12-15,13.27,pending,CLP,CUS-0006790
INV-00007841,2023-12-10,2023-12-20,300.89,paid,CLP,CUS-0005160
INV-00007842,2025-04-07,2025-04-18,44.04,paid,USD,CUS-0004877
INV-00007843,2023-01-22,2023-03-03,44.88,pending,BRL,CUS-0001603
INV-00007844,2023-09-02,2023-10-19,40.24,paid,USD,CUS-0000031
INV-00007845,2024-08-30,2024-10-11,68.33,paid,COP,CUS-0002069
INV-00007846,2022-05-30,2022-07-20,73.97,paid,CLP,CUS-0002535
INV-00007847,2022-05-28,2022-06-20,106.59,paid,PEN,CUS-0006489
INV-00007848,2024-04-13,2024-05-09,14.57,paid,USD,CUS-0000908
INV-00007849,2022-08-19,2022-09-21,87.83,paid,CLP,CUS-0000578
INV-00007850,2023-05-02,2023-06-12,12.62,paid,USD,CUS-0003363
INV-00007851,2022-06-17,2022-07-07,420.93,paid,COP,CUS-0002727
INV-00007852,2022-10-14,2022-10-31,43.47,paid,CLP,CUS-0008102
INV-00007853,2023-01-20,2023-03-15,57.76,pending,USD,CUS-0001917
INV-00007854,2024-09-18,2024-10-31,310.16,overdue,CLP,CUS-0000344
INV-00007855,2022-02-19,2022-03-17,91.07,pending,CLP,CUS-0007666
INV-00007856,2023-07-18,2023-08-21,64.07,paid,USD,CUS-0008247
INV-00007857,2022-04-24,2022-05-31,189.78,paid,EUR,CUS-0001740
INV-00007858,2025-08-01,2025-08-28,45.47,paid,CLP,CUS-0007935
INV-00007859,2023-11-26,2023-12-15,28.3,overdue,PEN,CUS-0000760
INV-00007860,2023-11-26,2023-12-23,38.28,paid,EUR,CUS-0007186
INV-00007861,2022-10-22,2022-11-18,63.1,paid,USD,CUS-0002852
INV-00007862,2023-06-13,2023-07-18,344.05,paid,USD,CUS-0000295
INV-00007863,2023-11-01,2023-11-22,77.53,pending,USD,CUS-0004909
INV-00007864,2022-02-01,2022-03-27,408.46,paid,CLP,CUS-0007762
INV-00007865,2024-09-13,2024-11-06,29.39,paid,BRL,CUS-0004311
INV-00007866,2024-02-27,2024-04-13,184.53,paid,BRL,CUS-0001354
INV-00007867,2022-03-14,2022-04-19,138.37,paid,PEN,CUS-0008281
INV-00007868,2022-08-26,2022-10-09,150.95,paid,USD,CUS-0003683
INV-00007869,2025-08-17,2025-09-14,70.63,paid,EUR,CUS-0008280
INV-00007870,2025-01-29,2025-03-11,92.67,paid,USD,CUS-0009147
INV-00007871,2024-10-15,2024-12-02,144.98,paid,COP,CUS-0004507
INV-00007872,2025-09-02,2025-10-31,63.77,pending,USD,CUS-0005068
INV-00007873,2022-08-27,2022-10-04,153.87,pending,CLP,CUS-0007465
INV-00007874,2023-09-16,2023-10-13,154.67,paid,CLP,CUS-0000354
INV-00007875,2024-06-04,2024-07-30,57.22,paid,USD,CUS-0001350
INV-00007876,2023-04-23,2023-04-30,193.2,paid,CLP,CUS-0001901
INV-00007877,2024-03-03,2024-04-28,257.64,paid,CLP,CUS-0006975
INV-00007878,2022-11-24,2023-01-09,539.28,paid,CLP,CUS-0009850
INV-00007879,2023-12-08,2023-12-28,36.82,pending,MXN,CUS-0000927
INV-00007880,2022-05-09,2022-06-28,15.77,pending,USD,CUS-0004570
INV-00007881,2025-12-13,2026-01-01,127.07,pending,EUR,CUS-0002384
INV-00007882,2025-10-28,2025-11-21,491.7,paid,USD,CUS-0006310
INV-00007883,2022-05-04,2022-05-31,72.97,paid,USD,CUS-0000665
INV-00007884,2024-04-27,2024-06-11,99.32,overdue,MXN,CUS-0008563
INV-00007885,2025-09-13,2025-11-06,43.47,pending,USD,CUS-0009804
INV-00007886,2024-08-04,2024-09-06,435.21,paid,USD,CUS-0007634
INV-00007887,2022-04-29,2022-05-17,6.79,paid,USD,CUS-0002205
INV-00007888,2022-12-11,2023-01-10,148.87,paid,EUR,CUS-0007413
INV-00007889,2025-08-21,2025-09-09,34.92,paid,BRL,CUS-0002605
INV-00007890,2022-09-14,2022-09-29,189.95,paid,BRL,CUS-0006515
INV-00007891,2024-11-20,2025-01-18,53.24,overdue,ARS,CUS-0003152
INV-00007892,2023-10-19,2023-11-29,117.76,paid,USD,CUS-0006970
INV-00007893,2024-02-21,2024-03-04,167.1,paid,CLP,CUS-0005708
INV-00007894,2023-08-11,2023-08-28,31.91,paid,MXN,CUS-0000432
INV-00007895,2022-12-20,2022-12-29,33.97,paid,CLP,CUS-0007055
INV-00007896,2024-03-27,2024-05-12,151.1,pending,USD,CUS-0009508
INV-00007897,2023-01-02,2023-02-04,149.3,overdue,MXN,CUS-0004388
INV-00007898,2023-04-30,2023-05-15,113.85,paid,BRL,CUS-0001676
INV-00007899,2022-03-07,2022-03-30,60.74,paid,ARS,CUS-0004594
INV-00007900,2022-04-15,2022-06-01,70.27,paid,USD,CUS-0005610
INV-00007901,2023-08-27,2023-09-06,56.6,pending,PEN,CUS-0009315
INV-00007902,2024-08-30,2024-10-13,28.8,paid,CLP,CUS-0001267
INV-00007903,2022-06-23,2022-07-16,159.58,paid,PEN,CUS-0002896
INV-00007904,2023-07-14,2023-08-17,134.08,paid,MXN,CUS-0000516
INV-00007905,2024-03-02,2024-04-05,22.05,paid,CLP,CUS-0008435
INV-00007906,2025-12-06,2026-01-16,433.67,paid,CLP,CUS-0005007
INV-00007907,2025-02-14,2025-03-03,301.37,paid,MXN,CUS-0008343
INV-00007908,2022-10-23,2022-11-13,173.52,pending,USD,CUS-0008556
INV-00007909,2025-01-12,2025-02-11,45.28,paid,USD,CUS-0007074
INV-00007910,2025-08-27,2025-09-03,15.17,paid,CLP,CUS-0008369
INV-00007911,2025-09-09,2025-10-29,41.4,pending,MXN,CUS-0004237
INV-00007912,2024-11-23,2025-01-07,47.74,paid,USD,CUS-0008117
INV-00007913,2025-08-04,2025-09-05,43.92,pending,EUR,CUS-0006356
INV-00007914,2024-02-28,2024-03-18,113.84,overdue,USD,CUS-0007134
INV-00007915,2024-01-03,2024-02-03,103.65,paid,USD,CUS-0000067
INV-00007916,2024-11-28,2024-12-23,106.49,pending,EUR,CUS-0009610
INV-00007917,2024-03-14,2024-04-19,45.99,paid,USD,CUS-0002755
INV-00007918,2024-04-22,2024-05-30,128.63,pending,USD,CUS-0002847
INV-00007919,2024-07-07,2024-07-21,249.88,overdue,CLP,CUS-0001659
INV-00007920,2025-10-30,2025-12-05,125.55,overdue,MXN,CUS-0005900
INV-00007921,2024-09-19,2024-10-16,18.7,paid,CLP,CUS-0004438
INV-00007922,2023-10-11,2023-10-31,525.78,paid,USD,CUS-0004381
INV-00007923,2023-11-20,2023-12-04,20.01,paid,CLP,CUS-0003298
INV-00007924,2025-09-18,2025-10-09,65.04,paid,COP,CUS-0002712
INV-00007925,2022-07-02,2022-08-03,79.65,paid,CLP,CUS-0003740
INV-00007926,2022-04-19,2022-05-10,143.47,overdue,USD,CUS-0000140
INV-00007927,2025-10-29,2025-11-19,48.47,paid,EUR,CUS-0003347
INV-00007928,2025-09-29,2025-11-20,633.02,paid,USD,CUS-0003735
INV-00007929,2025-08-14,2025-09-03,73.63,paid,CLP,CUS-0006222
INV-00007930,2025-03-30,2025-04-19,65.87,paid,EUR,CUS-0006048
INV-00007931,2024-05-25,2024-06-13,13.4,paid,CLP,CUS-0005701
INV-00007932,2024-09-30,2024-10-16,38.25,paid,PEN,CUS-0002849
INV-00007933,2024-01-08,2024-02-06,192.36,paid,USD,CUS-0008774
INV-00007934,2024-10-04,2024-10-23,102.86,paid,USD,CUS-0003273
INV-00007935,2025-02-21,2025-04-12,247.52,pending,USD,CUS-0004991
INV-00007936,2025-11-09,2026-01-06,141.44,paid,USD,CUS-0008123
INV-00007937,2022-03-26,2022-04-13,59.42,paid,CLP,CUS-0008091
INV-00007938,2024-06-24,2024-08-13,61.17,paid,MXN,CUS-0007682
INV-00007939,2025-08-07,2025-09-17,228.13,paid,EUR,CUS-0000358
INV-00007940,2025-01-29,2025-03-17,144.99,overdue,BRL,CUS-0008992
INV-00007941,2022-09-28,2022-11-10,59.58,paid,MXN,CUS-0008777
INV-00007942,2023-12-20,2024-01-01,125.56,paid,USD,CUS-0003411
INV-00007943,2022-04-17,2022-05-22,120.11,paid,USD,CUS-0000225
INV-00007944,2023-01-07,2023-02-25,132.97,paid,USD,CUS-0001579
INV-00007945,2024-10-12,2024-11-23,77.51,pending,CLP,CUS-0006094
INV-00007946,2025-07-01,2025-08-26,35.15,pending,ARS,CUS-0002904
INV-00007947,2024-11-10,2024-12-24,170.31,paid,USD,CUS-0005281
INV-00007948,2025-12-30,2026-01-16,184.55,pending,MXN,CUS-0009170
INV-00007949,2025-01-07,2025-01-31,57.85,paid,COP,CUS-0005192
INV-00007950,2022-12-23,2023-01-29,21.57,paid,ARS,CUS-0006550
INV-00007951,2023-09-24,2023-10-27,69.66,paid,EUR,CUS-0000799
INV-00007952,2023-05-13,2023-06-07,244.99,overdue,PEN,CUS-0003730
INV-00007953,2023-03-14,2023-04-21,15.0,paid,COP,CUS-0001625
INV-00007954,2024-09-14,2024-10-26,458.29,paid,CLP,CUS-0002715
INV-00007955,2023-07-21,2023-09-10,24.78,paid,USD,CUS-0007622
INV-00007956,2023-12-29,2024-01-21,38.7,paid,CLP,CUS-0005684
INV-00007957,2025-03-14,2025-04-08,139.27,paid,MXN,CUS-0003742
INV-00007958,2024-01-14,2024-03-01,61.51,paid,BRL,CUS-0002820
INV-00007959,2025-09-20,2025-10-16,57.93,paid,USD,CUS-0007512
INV-00007960,2023-12-10,2024-01-24,61.53,paid,USD,CUS-0001753
INV-00007961,2025-08-01,2025-09-25,1878.93,paid,USD,CUS-0005560
INV-00007962,2022-12-23,2023-02-14,327.51,paid,EUR,CUS-0006677
INV-00007963,2025-12-12,2026-01-12,81.23,paid,CLP,CUS-0003873
INV-00007964,2024-10-24,2024-11-23,613.72,paid,USD,CUS-0000266
INV-00007965,2024-02-12,2024-03-29,73.42,paid,CLP,CUS-0005987
INV-00007966,2022-04-07,2022-05-20,47.49,pending,USD,CUS-0008291
INV-00007967,2022-09-08,2022-10-17,233.4,paid,USD,CUS-0000232
INV-00007968,2022-05-15,2022-06-19,295.98,paid,USD,CUS-0006135
INV-00007969,2025-03-12,2025-04-24,45.79,paid,CLP,CUS-0009695
INV-00007970,2025-02-20,2025-02-27,52.41,paid,CLP,CUS-0003535
INV-00007971,2024-01-03,2024-01-28,55.64,overdue,CLP,CUS-0000199
INV-00007972,2023-06-27,2023-08-01,172.09,pending,MXN,CUS-0004302
INV-00007973,2022-01-14,2022-03-07,27.54,paid,CLP,CUS-0002241
INV-00007974,2023-10-14,2023-10-23,85.23,paid,USD,CUS-0006694
INV-00007975,2022-12-19,2023-01-15,385.06,overdue,USD,CUS-0007015
INV-00007976,2025-08-13,2025-09-08,100.47,pending,CLP,CUS-0000170
INV-00007977,2025-02-18,2025-03-06,343.08,pending,MXN,CUS-0004408
INV-00007978,2023-06-27,2023-08-06,34.06,pending,CLP,CUS-0000721
INV-00007979,2025-07-22,2025-08-08,20.66,paid,USD,CUS-0001459
INV-00007980,2025-06-18,2025-08-08,23.24,paid,MXN,CUS-0000677
INV-00007981,2023-08-12,2023-10-09,60.17,paid,CLP,CUS-0009356
INV-00007982,2025-04-11,2025-05-20,23.95,paid,USD,CUS-0004505
INV-00007983,2025-12-06,2026-01-29,31.33,paid,USD,CUS-0000856
INV-00007984,2025-08-05,2025-09-10,196.98,paid,ARS,CUS-0001310
INV-00007985,2022-05-09,2022-06-27,39.15,pending,CLP,CUS-0002125
INV-00007986,2023-10-16,2023-11-07,82.27,paid,USD,CUS-0001105
INV-00007987,2024-01-21,2024-03-03,80.01,paid,EUR,CUS-0004253
INV-00007988,2022-09-04,2022-10-30,90.23,paid,USD,CUS-0005144
INV-00007989,2025-03-11,2025-03-29,133.57,paid,EUR,CUS-0008563
INV-00007990,2023-05-06,2023-06-29,51.18,paid,CLP,CUS-0006208
INV-00007991,2022-03-25,2022-04-04,162.61,paid,USD,CUS-0005986
INV-00007992,2023-10-03,2023-10-23,176.36,paid,CLP,CUS-0007032
INV-00007993,2022-01-11,2022-02-20,223.11,pending,COP,CUS-0005193
INV-00007994,2024-05-11,2024-06-01,86.01,paid,CLP,CUS-0004481
INV-00007995,2023-09-28,2023-10-12,28.5,pending,USD,CUS-0002999
INV-00007996,2022-10-29,2022-12-16,60.89,paid,USD,CUS-0005056
INV-00007997,2025-09-10,2025-10-04,236.73,paid,USD,CUS-0001825
INV-00007998,2023-05-24,2023-07-13,50.45,pending,ARS,CUS-0009271
INV-00007999,2022-11-29,2022-12-20,68.26,paid,USD,CUS-0004376
INV-00008000,2023-05-23,2023-07-03,78.17,paid,USD,CUS-0001083
INV-00008001,2023-05-23,2023-05-31,83.35,overdue,EUR,CUS-0000139
INV-00008002,2022-11-04,2022-11-14,42.93,pending,CLP,CUS-0005898
INV-00008003,2025-09-19,2025-11-09,49.37,pending,MXN,CUS-0009729
INV-00008004,2022-06-18,2022-07-20,178.53,pending,CLP,CUS-0005884
INV-00008005,2025-05-31,2025-06-09,918.24,overdue,USD,CUS-0007515
INV-00008006,2022-11-28,2023-01-09,17.0,pending,ARS,CUS-0002113
INV-00008007,2023-12-21,2024-02-16,243.69,paid,CLP,CUS-0003568
INV-00008008,2024-12-08,2025-01-20,338.29,pending,EUR,CUS-0003757
INV-00008009,2023-08-27,2023-10-15,154.9,pending,USD,CUS-0006520
INV-00008010,2024-02-05,2024-03-25,179.73,paid,USD,CUS-0004778
INV-00008011,2025-06-30,2025-07-21,10.26,paid,USD,CUS-0000324
INV-00008012,2022-12-21,2023-02-11,12.77,paid,EUR,CUS-0007178
INV-00008013,2023-07-24,2023-08-14,460.45,paid,CLP,CUS-0007372
INV-00008014,2022-08-01,2022-08-30,155.11,paid,EUR,CUS-0003075
INV-00008015,2025-02-27,2025-03-29,69.02,paid,CLP,CUS-0000405
INV-00008016,2023-12-04,2024-02-01,70.18,paid,MXN,CUS-0000451
INV-00008017,2022-08-30,2022-09-28,85.26,paid,USD,CUS-0003315
INV-00008018,2025-08-14,2025-09-16,89.86,paid,CLP,CUS-0005074
INV-00008019,2022-02-17,2022-03-29,315.03,paid,CLP,CUS-0008811
INV-00008020,2023-09-20,2023-10-07,142.48,paid,USD,CUS-0000819
INV-00008021,2025-07-21,2025-09-18,60.02,paid,COP,CUS-0003639
INV-00008022,2024-12-14,2025-01-05,32.34,paid,BRL,CUS-0003088
INV-00008023,2024-08-25,2024-09-16,125.89,pending,MXN,CUS-0009968
INV-00008024,2025-12-12,2026-02-01,359.24,paid,CLP,CUS-0009908
INV-00008025,2022-06-14,2022-08-06,187.69,paid,EUR,CUS-0004944
INV-00008026,2022-10-04,2022-11-06,76.56,paid,USD,CUS-0007572
INV-00008027,2025-10-18,2025-11-07,46.11,paid,USD,CUS-0003852
INV-00008028,2022-11-16,2022-12-13,227.44,paid,USD,CUS-0006676
INV-00008029,2024-07-14,2024-08-21,270.34,paid,USD,CUS-0002278
INV-00008030,2025-11-17,2026-01-08,129.88,paid,USD,CUS-0005172
INV-00008031,2024-12-15,2025-02-12,69.92,overdue,PEN,CUS-0006532
INV-00008032,2022-07-18,2022-09-11,66.84,pending,ARS,CUS-0005671
INV-00008033,2022-02-05,2022-02-24,58.55,paid,ARS,CUS-0000927
INV-00008034,2022-10-27,2022-11-11,542.78,paid,BRL,CUS-0008198
INV-00008035,2023-06-23,2023-07-21,111.79,paid,USD,CUS-0009160
INV-00008036,2024-11-03,2024-12-20,43.9,paid,USD,CUS-0001714
INV-00008037,2025-05-02,2025-05-26,551.96,paid,COP,CUS-0005257
INV-00008038,2024-11-20,2024-12-25,179.74,paid,USD,CUS-0002320
INV-00008039,2025-07-26,2025-09-21,96.92,pending,CLP,CUS-0001981
INV-00008040,2022-12-17,2023-01-18,124.46,paid,USD,CUS-0008080
INV-00008041,2022-05-08,2022-06-08,51.15,paid,CLP,CUS-0003224
INV-00008042,2024-04-11,2024-05-25,113.82,paid,USD,CUS-0006669
INV-00008043,2022-07-10,2022-08-31,21.49,paid,COP,CUS-0001474
INV-00008044,2023-01-07,2023-01-28,170.21,paid,USD,CUS-0000159
INV-00008045,2023-05-23,2023-07-05,171.53,pending,PEN,CUS-0006695
INV-00008046,2024-09-15,2024-10-30,150.26,pending,CLP,CUS-0004978
INV-00008047,2025-09-08,2025-11-02,45.07,paid,USD,CUS-0000648
INV-00008048,2022-04-08,2022-05-31,27.76,paid,PEN,CUS-0001869
INV-00008049,2024-06-04,2024-06-23,94.61,paid,PEN,CUS-0004214
INV-00008050,2023-04-25,2023-06-22,198.08,overdue,CLP,CUS-0009145
INV-00008051,2025-09-18,2025-09-30,57.74,paid,USD,CUS-0005920
INV-00008052,2024-11-03,2024-11-21,56.23,overdue,CLP,CUS-0000383
INV-00008053,2022-07-06,2022-07-15,16.26,paid,CLP,CUS-0009008
INV-00008054,2022-09-12,2022-09-22,185.33,paid,CLP,CUS-0005453
INV-00008055,2022-09-01,2022-09-27,19.3,paid,USD,CUS-0004836
INV-00008056,2025-03-15,2025-04-10,300.03,paid,CLP,CUS-0005604
INV-00008057,2022-01-17,2022-02-22,46.16,paid,ARS,CUS-0004100
INV-00008058,2025-04-09,2025-05-25,35.5,paid,CLP,CUS-0005818
INV-00008059,2023-04-15,2023-05-27,123.47,paid,COP,CUS-0001322
INV-00008060,2023-08-31,2023-10-19,43.35,paid,ARS,CUS-0000207
INV-00008061,2024-04-11,2024-05-25,113.92,paid,EUR,CUS-0002977
INV-00008062,2025-03-30,2025-04-26,42.08,paid,EUR,CUS-0004864
INV-00008063,2022-11-14,2023-01-11,94.65,pending,EUR,CUS-0000604
INV-00008064,2022-04-04,2022-04-17,337.32,paid,EUR,CUS-0000149
INV-00008065,2022-08-12,2022-09-24,176.64,overdue,CLP,CUS-0000070
INV-00008066,2025-06-22,2025-08-16,244.28,paid,USD,CUS-0002406
INV-00008067,2025-07-18,2025-07-27,91.69,paid,CLP,CUS-0001432
INV-00008068,2024-08-04,2024-09-19,165.25,pending,USD,CUS-0006946
INV-00008069,2023-06-27,2023-08-20,249.64,paid,CLP,CUS-0006821
INV-00008070,2023-08-01,2023-09-05,547.26,paid,CLP,CUS-0004229
INV-00008071,2022-06-01,2022-07-14,188.29,paid,ARS,CUS-0008563
INV-00008072,2023-12-21,2024-02-14,105.84,pending,PEN,CUS-0004037
INV-00008073,2024-03-11,2024-04-20,126.54,pending,ARS,CUS-0004324
INV-00008074,2025-10-18,2025-11-02,38.94,pending,BRL,CUS-0001877
INV-00008075,2023-04-19,2023-06-11,68.2,paid,CLP,CUS-0000394
INV-00008076,2024-05-19,2024-06-04,54.27,paid,EUR,CUS-0000722
INV-00008077,2023-08-14,2023-10-05,260.21,paid,PEN,CUS-0008680
INV-00008078,2025-08-15,2025-10-01,91.35,paid,MXN,CUS-0004136
INV-00008079,2025-09-21,2025-10-28,205.78,paid,PEN,CUS-0002815
INV-00008080,2023-02-05,2023-03-01,67.53,paid,ARS,CUS-0000973
INV-00008081,2022-11-15,2022-12-02,355.49,paid,PEN,CUS-0008545
INV-00008082,2025-10-15,2025-12-13,26.71,paid,CLP,CUS-0009507
INV-00008083,2025-04-07,2025-05-31,281.31,paid,ARS,CUS-0001920
INV-00008084,2025-01-13,2025-02-15,70.26,paid,CLP,CUS-0008558
INV-00008085,2022-11-21,2022-11-29,126.78,paid,MXN,CUS-0002589
INV-00008086,2023-10-29,2023-12-23,312.93,paid,USD,CUS-0009180
INV-00008087,2024-07-09,2024-08-10,148.93,overdue,EUR,CUS-0005767
INV-00008088,2025-12-18,2026-01-05,293.79,pending,CLP,CUS-0008305
INV-00008089,2022-01-19,2022-02-12,131.6,paid,ARS,CUS-0007081
INV-00008090,2023-05-08,2023-06-27,73.47,paid,USD,CUS-0003383
INV-00008091,2025-04-04,2025-05-25,56.5,pending,EUR,CUS-0009917
INV-00008092,2024-03-20,2024-04-28,139.19,paid,CLP,CUS-0005501
INV-00008093,2023-08-18,2023-08-26,100.52,paid,MXN,CUS-0007228
INV-00008094,2024-10-05,2024-10-26,42.69,paid,USD,CUS-0002176
