payment_id,amount,paid_at,method,invoice_id
PAY-00013361,36.02,2023-07-08,paypal,INV-00005646
PAY-00013362,141.36,2023-06-22,card,INV-00031447
PAY-00013363,31.4,2022-01-30,bank_transfer,INV-00002791
PAY-00013364,65.24,2025-07-21,card,INV-00023184
PAY-00013365,128.48,2024-01-11,card,INV-00049915
PAY-00013366,98.9,2023-10-19,card,INV-00016817
PAY-00013367,43.19,2023-04-15,card,INV-00010012
PAY-00013368,90.99,2023-01-05,bank_transfer,INV-00003079
PAY-00013369,92.8,2024-11-05,cash,INV-00031227
PAY-00013370,58.36,2023-06-11,paypal,INV-00044065
PAY-00013371,345.57,2022-05-23,card,INV-00030795
PAY-00013372,94.88,2024-06-04,bank_transfer,INV-00004728
PAY-00013373,160.44,2022-02-18,card,INV-00022700
PAY-00013374,24.84,2023-07-15,card,INV-00045669
PAY-00013375,126.82,2025-10-15,card,INV-00039400
PAY-00013376,675.66,2022-08-04,card,INV-00003510
PAY-00013377,303.44,2022-10-16,bank_transfer,INV-00022579
PAY-00013378,25.86,2023-09-05,card,INV-00030782
PAY-00013379,72.16,2025-01-15,card,INV-00001690
PAY-00013380,100.69,2025-08-10,bank_transfer,INV-00027128
PAY-00013381,10.89,2024-06-08,paypal,INV-00002575
PAY-00013382,17.41,2025-11-24,card,INV-00043272
PAY-00013383,131.88,2025-02-23,bank_transfer,INV-00002335
PAY-00013384,450.74,2023-02-16,card,INV-00003358
PAY-00013385,54.54,2023-10-23,bank_transfer,INV-00022272
PAY-00013386,230.97,2022-11-11,bank_transfer,INV-00007355
PAY-00013387,50.95,2024-04-12,paypal,INV-00001409
PAY-00013388,160.41,2022-11-19,bank_transfer,INV-00039920
PAY-00013389,111.28,2022-06-26,card,INV-00000694
PAY-00013390,40.52,2025-12-31,card,INV-00016969
PAY-00013391,48.75,2024-12-02,bank_transfer,INV-00017926
PAY-00013392,128.45,2024-03-20,cash,INV-00013794
PAY-00013393,40.48,2022-01-15,card,INV-00037105
PAY-00013394,19.83,2022-08-05,card,INV-00026176
PAY-00013395,28.97,2022-05-04,bank_transfer,INV-00034228
PAY-00013396,12.24,2024-03-22,card,INV-00037095
PAY-00013397,63.2,2023-08-15,bank_transfer,INV-00012348
PAY-00013398,5.3,2022-05-29,paypal,INV-00022892
PAY-00013399,7.59,2023-07-23,card,INV-00026444
PAY-00013400,11.29,2023-03-13,card,INV-00020777
PAY-00013401,79.9,2023-10-19,card,INV-00028489
PAY-00013402,186.65,2025-06-26,card,INV-00027048
PAY-00013403,81.0,2025-02-25,card,INV-00002329
PAY-00013404,184.2,2023-04-10,cash,INV-00029119
PAY-00013405,34.69,2022-05-13,bank_transfer,INV-00009131
PAY-00013406,15.3,2022-12-02,paypal,INV-00000921
PAY-00013407,39.73,2022-03-11,paypal,INV-00036022
PAY-00013408,25.89,2025-04-28,cash,INV-00023584
PAY-00013409,126.89,2025-12-20,card,INV-00002670
PAY-00013410,34.67,2022-10-05,card,INV-00043884
PAY-00013411,160.41,2024-04-27,card,INV-00014200
PAY-00013412,12.58,2024-02-23,card,INV-00049870
PAY-00013413,14.13,2025-05-29,card,INV-00005867
PAY-00013414,24.82,2022-05-07,bank_transfer,INV-00004419
PAY-00013415,77.63,2025-02-23,card,INV-00028042
PAY-00013416,3.31,2023-01-11,paypal,INV-00021737
PAY-00013417,3.31,2025-05-07,card,INV-00046015
PAY-00013418,60.28,2024-09-19,bank_transfer,INV-00029006
PAY-00013419,240.04,2024-08-01,card,INV-00016867
PAY-00013420,40.52,2022-08-02,bank_transfer,INV-00003508
PAY-00013421,71.22,2023-07-22,card,INV-00044955
PAY-00013422,83.46,2024-07-26,bank_transfer,INV-00015448
PAY-00013423,14.53,2024-10-27,card,INV-00032393
PAY-00013424,110.1,2025-01-16,card,INV-00004009
PAY-00013425,18.38,2025-12-02,card,INV-00003745
PAY-00013426,51.91,2022-09-09,card,INV-00037603
PAY-00013427,47.18,2022-11-17,card,INV-00008704
PAY-00013428,51.83,2024-05-11,bank_transfer,INV-00017251
PAY-00013429,19.46,2025-10-02,card,INV-00026705
PAY-00013430,150.16,2022-05-14,card,INV-00044831
PAY-00013431,116.89,2023-12-08,card,INV-00034737
PAY-00013432,39.41,2025-09-29,card,INV-00006306
PAY-00013433,39.14,2025-05-20,bank_transfer,INV-00013528
PAY-00013434,163.83,2022-04-20,card,INV-00038461
PAY-00013435,250.17,2024-08-07,card,INV-00027749
PAY-00013436,54.85,2025-04-14,card,INV-00015977
PAY-00013437,206.55,2025-06-15,bank_transfer,INV-00001682
PAY-00013438,20.14,2023-08-20,card,INV-00033920
PAY-00013439,32.02,2024-08-12,card,INV-00032667
PAY-00013440,56.45,2023-07-13,paypal,INV-00023304
PAY-00013441,34.06,2023-12-09,bank_transfer,INV-00013735
PAY-00013442,39.02,2025-07-13,paypal,INV-00020215
PAY-00013443,57.11,2025-08-21,card,INV-00045251
PAY-00013444,51.82,2025-01-07,bank_transfer,INV-00036784
PAY-00013445,100.1,2023-04-05,card,INV-00027223
PAY-00013446,84.24,2024-10-04,card,INV-00006964
PAY-00013447,77.58,2025-04-01,card,INV-00011508
PAY-00013448,44.19,2024-05-03,bank_transfer,INV-00020283
PAY-00013449,25.0,2025-09-11,card,INV-00007423
PAY-00013450,94.38,2022-04-21,card,INV-00029892
PAY-00013451,12.31,2022-04-17,bank_transfer,INV-00032884
PAY-00013452,95.47,2023-05-05,card,INV-00042816
PAY-00013453,27.06,2023-05-07,card,INV-00013990
PAY-00013454,20.14,2023-06-24,card,INV-00008111
PAY-00013455,19.23,2023-07-19,card,INV-00019082
PAY-00013456,40.44,2023-01-03,card,INV-00009059
PAY-00013457,52.54,2024-10-17,card,INV-00040602
PAY-00013458,22.54,2022-08-13,card,INV-00042621
PAY-00013459,13.34,2022-06-30,card,INV-00003019
PAY-00013460,19.52,2025-04-28,paypal,INV-00024751
PAY-00013461,4.89,2023-10-26,card,INV-00025221
PAY-00013462,40.64,2024-11-22,card,INV-00025106
PAY-00013463,11.32,2024-06-27,card,INV-00006920
PAY-00013464,9.7,2025-05-31,bank_transfer,INV-00037863
PAY-00013465,127.87,2022-07-30,paypal,INV-00033905
PAY-00013466,13.83,2025-04-08,bank_transfer,INV-00024183
PAY-00013467,24.02,2022-12-10,card,INV-00044836
PAY-00013468,65.98,2025-09-04,card,INV-00048717
PAY-00013469,15.45,2025-10-29,card,INV-00044841
PAY-00013470,23.42,2024-11-12,paypal,INV-00033907
PAY-00013471,24.72,2022-07-09,card,INV-00029778
PAY-00013472,30.58,2023-12-17,paypal,INV-00021699
PAY-00013473,15.54,2025-05-04,bank_transfer,INV-00020415
PAY-00013474,203.81,2024-05-01,paypal,INV-00037551
PAY-00013475,363.35,2024-11-08,bank_transfer,INV-00025724
PAY-00013476,39.3,2022-06-01,card,INV-00023833
PAY-00013477,38.03,2024-10-16,bank_transfer,INV-00040922
PAY-00013478,23.04,2023-01-01,bank_transfer,INV-00038218
PAY-00013479,68.76,2025-11-03,card,INV-00033965
PAY-00013480,94.03,2023-09-06,cash,INV-00048321
PAY-00013481,676.48,2022-06-07,cash,INV-00034817
PAY-00013482,22.56,2024-05-18,card,INV-00011572
PAY-00013483,215.21,2023-11-03,card,INV-00013181
PAY-00013484,38.5,2024-11-27,card,INV-00020781
PAY-00013485,10.31,2025-11-24,card,INV-00031665
PAY-00013486,19.45,2025-08-18,card,INV-00019723
PAY-00013487,16.15,2023-03-09,card,INV-00031793
PAY-00013488,350.32,2024-02-16,card,INV-00017388
PAY-00013489,67.82,2023-11-13,bank_transfer,INV-00028135
PAY-00013490,116.52,2022-04-18,bank_transfer,INV-00044953
PAY-00013491,64.83,2023-09-14,card,INV-00042049
PAY-00013492,136.12,2024-10-16,card,INV-00019024
PAY-00013493,27.58,2024-09-09,card,INV-00002116
PAY-00013494,64.45,2022-01-29,card,INV-00015759
PAY-00013495,58.41,2025-05-04,card,INV-00043365
PAY-00013496,15.61,2024-08-26,card,INV-00012400
PAY-00013497,52.55,2025-07-23,bank_transfer,INV-00009851
PAY-00013498,44.27,2025-08-31,card,INV-00025238
PAY-00013499,20.53,2023-09-04,paypal,INV-00022257
PAY-00013500,8.15,2024-01-25,card,INV-00006507
PAY-00013501,23.83,2023-06-30,paypal,INV-00036305
PAY-00013502,44.38,2024-10-16,bank_transfer,INV-00025767
PAY-00013503,106.87,2025-01-13,card,INV-00041372
PAY-00013504,74.66,2024-12-22,bank_transfer,INV-00013881
PAY-00013505,30.02,2022-09-07,card,INV-00020484
PAY-00013506,142.2,2025-10-12,card,INV-00037258
PAY-00013507,14.23,2024-11-09,card,INV-00048416
PAY-00013508,67.89,2023-01-26,cash,INV-00004700
PAY-00013509,26.8,2024-03-29,card,INV-00049406
PAY-00013510,90.68,2025-09-21,card,INV-00015991
PAY-00013511,80.71,2023-09-13,card,INV-00028436
PAY-00013512,222.03,2023-06-14,card,INV-00039205
PAY-00013513,49.8,2025-03-29,card,INV-00003581
PAY-00013514,91.43,2024-08-13,bank_transfer,INV-00020925
PAY-00013515,56.54,2024-12-14,bank_transfer,INV-00023808
PAY-00013516,2.83,2025-10-13,card,INV-00002133
PAY-00013517,45.05,2024-02-08,bank_transfer,INV-00019207
PAY-00013518,41.16,2025-05-27,card,INV-00039474
PAY-00013519,13.25,2024-11-23,bank_transfer,INV-00015692
PAY-00013520,3.95,2022-10-12,paypal,INV-00024201
PAY-00013521,24.33,2024-03-28,bank_transfer,INV-00033187
PAY-00013522,154.76,2023-09-29,card,INV-00034940
PAY-00013523,9.22,2022-02-10,card,INV-00016311
PAY-00013524,73.17,2025-04-17,card,INV-00005111
PAY-00013525,38.27,2022-01-22,bank_transfer,INV-00001615
PAY-00013526,371.06,2024-11-29,card,INV-00035716
PAY-00013527,99.79,2022-04-25,card,INV-00045241
PAY-00013528,88.21,2024-05-26,card,INV-00047472
PAY-00013529,122.69,2024-09-25,card,INV-00010624
PAY-00013530,7.0,2025-08-14,bank_transfer,INV-00038164
PAY-00013531,14.34,2022-07-27,card,INV-00033073
PAY-00013532,17.52,2023-02-23,card,INV-00042424
PAY-00013533,44.32,2022-04-01,bank_transfer,INV-00017028
PAY-00013534,86.85,2025-02-11,card,INV-00019311
PAY-00013535,51.74,2022-10-13,card,INV-00013493
PAY-00013536,33.98,2023-12-30,bank_transfer,INV-00048009
PAY-00013537,114.23,2022-09-12,paypal,INV-00009031
PAY-00013538,40.34,2025-01-03,card,INV-00035673
PAY-00013539,45.84,2025-06-20,card,INV-00028458
PAY-00013540,181.89,2022-03-23,bank_transfer,INV-00027753
PAY-00013541,63.55,2022-03-10,card,INV-00019700
PAY-00013542,14.79,2024-04-08,card,INV-00013184
PAY-00013543,35.99,2025-03-10,paypal,INV-00033323
PAY-00013544,107.37,2024-09-04,bank_transfer,INV-00015786
PAY-00013545,63.05,2025-10-30,paypal,INV-00034446
PAY-00013546,120.71,2022-09-06,card,INV-00020343
PAY-00013547,14.99,2023-10-30,card,INV-00030148
PAY-00013548,40.04,2025-08-09,card,INV-00005679
PAY-00013549,82.8,2025-05-27,card,INV-00008833
PAY-00013550,42.77,2023-01-10,bank_transfer,INV-00011296
PAY-00013551,83.28,2023-08-02,bank_transfer,INV-00008888
PAY-00013552,88.9,2022-11-15,card,INV-00012377
PAY-00013553,148.53,2023-10-26,paypal,INV-00040051
PAY-00013554,132.74,2022-04-05,card,INV-00043946
PAY-00013555,37.48,2025-08-20,card,INV-00030954
PAY-00013556,107.5,2022-05-13,bank_transfer,INV-00042586
PAY-00013557,47.78,2023-06-30,card,INV-00039403
PAY-00013558,104.99,2022-05-14,card,INV-00026044
PAY-00013559,30.77,2025-01-26,bank_transfer,INV-00014369
PAY-00013560,57.84,2024-08-06,card,INV-00013575
PAY-00013561,67.35,2022-06-15,card,INV-00039473
PAY-00013562,57.09,2023-09-10,card,INV-00038310
PAY-00013563,51.85,2023-06-08,cash,INV-00037267
PAY-00013564,56.48,2025-07-13,cash,INV-00041368
PAY-00013565,26.86,2024-02-24,card,INV-00041179
PAY-00013566,24.62,2024-10-29,bank_transfer,INV-00002969
PAY-00013567,5.5,2023-12-25,card,INV-00016237
PAY-00013568,50.66,2023-05-21,paypal,INV-00038590
PAY-00013569,77.34,2022-04-16,card,INV-00002322
PAY-00013570,63.74,2023-08-11,card,INV-00008774
PAY-00013571,36.21,2023-09-22,bank_transfer,INV-00037714
PAY-00013572,42.77,2023-12-28,paypal,INV-00041868
PAY-00013573,77.64,2025-04-19,paypal,INV-00009546
PAY-00013574,40.14,2022-07-26,cash,INV-00049414
PAY-00013575,60.68,2024-07-13,card,INV-00016059
PAY-00013576,11.47,2023-03-22,bank_transfer,INV-00021691
PAY-00013577,50.65,2025-05-12,paypal,INV-00025644
PAY-00013578,50.51,2023-12-02,bank_transfer,INV-00010234
PAY-00013579,58.19,2022-02-03,cash,INV-00015982
PAY-00013580,22.26,2023-12-07,card,INV-00046117
PAY-00013581,140.18,2024-12-10,card,INV-00005595
PAY-00013582,125.49,2022-04-13,card,INV-00015836
PAY-00013583,119.25,2025-09-23,card,INV-00018517
PAY-00013584,107.25,2025-03-25,card,INV-00006185
PAY-00013585,11.15,2024-02-11,bank_transfer,INV-00031518
PAY-00013586,17.83,2024-05-29,paypal,INV-00033898
PAY-00013587,61.49,2022-07-06,bank_transfer,INV-00019674
PAY-00013588,232.0,2024-05-21,paypal,INV-00008499
PAY-00013589,101.8,2025-10-07,paypal,INV-00048640
PAY-00013590,124.52,2024-09-08,card,INV-00043069
PAY-00013591,30.77,2024-06-03,card,INV-00025682
PAY-00013592,19.89,2025-05-15,paypal,INV-00020362
PAY-00013593,14.34,2023-01-01,paypal,INV-00010795
PAY-00013594,42.93,2024-03-17,card,INV-00041704
PAY-00013595,18.62,2023-08-23,card,INV-00003413
PAY-00013596,52.04,2023-12-13,card,INV-00019300
PAY-00013597,47.43,2025-10-05,card,INV-00006968
PAY-00013598,43.13,2022-01-29,bank_transfer,INV-00044356
PAY-00013599,194.28,2025-11-14,bank_transfer,INV-00042258
PAY-00013600,104.51,2025-09-06,bank_transfer,INV-00001958
PAY-00013601,38.17,2025-10-12,bank_transfer,INV-00026291
PAY-00013602,16.27,2025-01-11,card,INV-00046214
PAY-00013603,59.11,2022-03-31,bank_transfer,INV-00008793
PAY-00013604,104.14,2023-12-05,bank_transfer,INV-00004292
PAY-00013605,64.35,2022-10-09,card,INV-00045130
PAY-00013606,11.49,2024-08-28,paypal,INV-00021289
PAY-00013607,160.48,2023-11-20,card,INV-00022122
PAY-00013608,10.64,2024-08-28,card,INV-00012458
PAY-00013609,19.77,2023-04-07,card,INV-00045971
PAY-00013610,133.81,2025-08-26,card,INV-00001924
PAY-00013611,63.89,2022-11-17,paypal,INV-00037295
PAY-00013612,47.18,2025-11-16,card,INV-00031182
PAY-00013613,26.44,2025-04-04,card,INV-00018050
PAY-00013614,40.36,2025-08-26,bank_transfer,INV-00012990
PAY-00013615,35.63,2022-09-03,paypal,INV-00018341
PAY-00013616,16.39,2024-06-30,card,INV-00018827
PAY-00013617,36.0,2025-10-15,bank_transfer,INV-00028913
PAY-00013618,40.72,2022-10-31,card,INV-00027547
PAY-00013619,86.76,2025-03-11,bank_transfer,INV-00013608
PAY-00013620,55.31,2024-11-26,bank_transfer,INV-00047139
PAY-00013621,26.83,2022-03-03,card,INV-00049489
PAY-00013622,84.66,2022-12-21,bank_transfer,INV-00006868
PAY-00013623,222.39,2023-03-13,bank_transfer,INV-00028635
PAY-00013624,47.6,2024-06-13,card,INV-00013051
PAY-00013625,9.63,2025-02-15,card,INV-00031551
PAY-00013626,162.94,2025-09-17,bank_transfer,INV-00027108
PAY-00013627,106.43,2023-08-18,bank_transfer,INV-00033364
PAY-00013628,82.03,2022-06-29,card,INV-00011257
PAY-00013629,25.53,2022-10-01,card,INV-00030970
PAY-00013630,10.7,2022-01-22,card,INV-00024136
PAY-00013631,19.8,2022-08-28,card,INV-00012515
PAY-00013632,57.49,2025-01-18,bank_transfer,INV-00042402
PAY-00013633,137.89,2025-04-26,card,INV-00009848
PAY-00013634,66.46,2024-11-24,card,INV-00044685
PAY-00013635,7.77,2023-05-26,card,INV-00033604
PAY-00013636,50.35,2025-11-18,paypal,INV-00043724
PAY-00013637,25.0,2025-06-03,card,INV-00014813
PAY-00013638,12.81,2026-01-03,card,INV-00011195
PAY-00013639,13.42,2024-03-05,bank_transfer,INV-00042686
PAY-00013640,20.77,2023-02-24,card,INV-00036024
PAY-00013641,19.41,2023-02-17,bank_transfer,INV-00030608
PAY-00013642,32.99,2024-11-16,bank_transfer,INV-00035891
PAY-00013643,145.37,2025-07-19,card,INV-00009725
PAY-00013644,27.27,2023-09-19,card,INV-00045362
PAY-00013645,339.6,2023-09-29,paypal,INV-00045190
PAY-00013646,43.72,2023-12-01,card,INV-00024596
PAY-00013647,61.76,2022-10-06,card,INV-00028013
PAY-00013648,77.14,2023-02-15,card,INV-00028076
PAY-00013649,56.85,2022-01-30,card,INV-00023517
PAY-00013650,41.07,2023-08-23,paypal,INV-00037903
PAY-00013651,47.81,2025-01-31,card,INV-00029302
PAY-00013652,53.06,2022-12-05,card,INV-00034752
PAY-00013653,19.42,2024-10-21,bank_transfer,INV-00017439
PAY-00013654,24.97,2022-09-03,card,INV-00029613
PAY-00013655,39.92,2025-09-11,card,INV-00008047
PAY-00013656,45.33,2024-10-03,bank_transfer,INV-00037323
PAY-00013657,14.33,2024-10-03,cash,INV-00004678
PAY-00013658,93.7,2026-01-16,card,INV-00012555
PAY-00013659,15.86,2022-02-01,card,INV-00028918
PAY-00013660,22.13,2023-06-19,card,INV-00013964
PAY-00013661,67.18,2022-10-18,card,INV-00029334
PAY-00013662,11.42,2022-04-26,card,INV-00035651
PAY-00013663,102.05,2024-02-06,card,INV-00037725
PAY-00013664,79.83,2024-08-27,bank_transfer,INV-00000459
PAY-00013665,106.23,2024-08-25,card,INV-00003935
PAY-00013666,25.83,2023-01-24,card,INV-00032655
PAY-00013667,37.11,2025-06-06,bank_transfer,INV-00043861
PAY-00013668,142.73,2025-07-13,bank_transfer,INV-00001902
PAY-00013669,64.37,2022-11-25,bank_transfer,INV-00031036
PAY-00013670,12.58,2025-02-03,card,INV-00028309
PAY-00013671,242.98,2025-01-21,bank_transfer,INV-00023368
PAY-00013672,56.22,2025-03-21,card,INV-00048561
PAY-00013673,84.47,2024-06-19,paypal,INV-00014786
PAY-00013674,38.34,2023-10-27,bank_transfer,INV-00046539
PAY-00013675,25.31,2023-01-28,bank_transfer,INV-00029174
PAY-00013676,208.31,2024-11-18,bank_transfer,INV-00003204
PAY-00013677,57.78,2024-12-24,card,INV-00008501
PAY-00013678,67.99,2022-07-12,card,INV-00018910
PAY-00013679,80.25,2024-03-04,card,INV-00045748
PAY-00013680,40.43,2024-11-03,cash,INV-00039338
PAY-00013681,33.6,2023-11-03,cash,INV-00026843
PAY-00013682,159.59,2022-09-29,card,INV-00028576
PAY-00013683,24.27,2023-04-10,bank_transfer,INV-00029561
PAY-00013684,64.13,2022-03-20,paypal,INV-00042329
PAY-00013685,28.9,2023-06-27,bank_transfer,INV-00029176
PAY-00013686,68.88,2024-11-26,card,INV-00045555
PAY-00013687,28.62,2025-10-18,card,INV-00003962
PAY-00013688,6.64,2025-10-15,bank_transfer,INV-00020508
PAY-00013689,92.41,2023-03-04,card,INV-00024579
PAY-00013690,46.77,2022-01-29,card,INV-00001392
PAY-00013691,22.36,2022-02-08,paypal,INV-00027355
PAY-00013692,39.14,2022-09-24,bank_transfer,INV-00034024
PAY-00013693,34.6,2023-11-05,card,INV-00016592
PAY-00013694,5.45,2023-01-11,card,INV-00001803
PAY-00013695,18.82,2024-08-08,card,INV-00026895
PAY-00013696,68.58,2023-08-30,bank_transfer,INV-00031502
PAY-00013697,75.48,2024-12-12,card,INV-00031247
PAY-00013698,23.02,2024-05-17,card,INV-00006601
PAY-00013699,90.34,2023-03-20,cash,INV-00042414
PAY-00013700,71.6,2023-08-23,card,INV-00025997
PAY-00013701,48.47,2025-10-27,card,INV-00023962
PAY-00013702,112.16,2024-11-08,card,INV-00042783
PAY-00013703,55.42,2024-08-25,card,INV-00020866
PAY-00013704,81.49,2024-08-30,card,INV-00043246
PAY-00013705,29.93,2022-03-24,card,INV-00031413
PAY-00013706,157.19,2024-12-09,card,INV-00028302
PAY-00013707,31.47,2024-07-09,paypal,INV-00019339
PAY-00013708,171.73,2023-07-19,card,INV-00037205
PAY-00013709,8.39,2024-07-09,bank_transfer,INV-00047413
PAY-00013710,9.1,2025-02-26,bank_transfer,INV-00033511
PAY-00013711,24.6,2022-09-03,card,INV-00032190
PAY-00013712,11.59,2022-05-03,card,INV-00043054
PAY-00013713,144.73,2023-12-11,card,INV-00018713
PAY-00013714,6.31,2026-01-29,paypal,INV-00019900
PAY-00013715,8.17,2023-05-12,paypal,INV-00000093
PAY-00013716,68.53,2022-12-24,card,INV-00028427
PAY-00013717,75.63,2022-07-24,bank_transfer,INV-00035409
PAY-00013718,157.87,2023-09-04,bank_transfer,INV-00026253
PAY-00013719,229.51,2023-10-20,bank_transfer,INV-00004243
PAY-00013720,280.47,2022-05-09,paypal,INV-00029516
PAY-00013721,68.93,2022-09-05,card,INV-00023114
PAY-00013722,3987.09,2024-03-17,card,INV-00036543
PAY-00013723,63.44,2023-02-18,card,INV-00035286
PAY-00013724,30.84,2022-08-27,card,INV-00030855
PAY-00013725,21.64,2022-09-12,card,INV-00006759
PAY-00013726,21.03,2023-02-20,card,INV-00000192
PAY-00013727,50.12,2022-10-06,card,INV-00001097
PAY-00013728,71.13,2025-09-07,card,INV-00008794
PAY-00013729,23.11,2022-10-14,card,INV-00011526
PAY-00013730,50.23,2023-07-31,cash,INV-00028157
PAY-00013731,42.59,2024-12-04,card,INV-00001676
PAY-00013732,173.25,2025-11-02,cash,INV-00020422
PAY-00013733,232.82,2024-07-25,bank_transfer,INV-00038557
PAY-00013734,20.91,2022-04-28,card,INV-00012063
PAY-00013735,170.52,2023-09-17,card,INV-00031533
PAY-00013736,107.87,2024-11-07,paypal,INV-00022367
PAY-00013737,121.82,2022-12-11,card,INV-00008085
PAY-00013738,80.57,2022-12-10,cash,INV-00044519
PAY-00013739,82.88,2025-02-17,paypal,INV-00012079
PAY-00013740,50.47,2024-10-20,card,INV-00022671
PAY-00013741,45.36,2022-06-19,bank_transfer,INV-00015064
PAY-00013742,247.86,2024-12-28,bank_transfer,INV-00047841
PAY-00013743,41.09,2024-05-29,bank_transfer,INV-00006866
PAY-00013744,55.4,2022-05-18,card,INV-00039901
PAY-00013745,37.21,2024-11-27,card,INV-00005745
PAY-00013746,19.46,2024-07-16,bank_transfer,INV-00036067
PAY-00013747,67.44,2025-03-11,bank_transfer,INV-00028946
PAY-00013748,28.56,2022-03-23,paypal,INV-00012395
PAY-00013749,18.36,2023-02-11,card,INV-00003909
PAY-00013750,16.21,2024-06-13,bank_transfer,INV-00034872
PAY-00013751,32.89,2023-10-14,card,INV-00049391
PAY-00013752,110.21,2023-11-05,card,INV-00039582
PAY-00013753,9.75,2024-06-28,bank_transfer,INV-00031059
PAY-00013754,93.0,2024-10-31,bank_transfer,INV-00021880
PAY-00013755,64.55,2022-10-21,card,INV-00025347
PAY-00013756,115.42,2023-07-19,card,INV-00034030
PAY-00013757,54.47,2022-03-20,paypal,INV-00023591
PAY-00013758,96.52,2022-06-15,bank_transfer,INV-00005005
PAY-00013759,364.63,2024-11-26,card,INV-00035716
PAY-00013760,16.87,2022-04-28,bank_transfer,INV-00009136
PAY-00013761,74.6,2024-01-25,bank_transfer,INV-00026420
PAY-00013762,87.99,2024-10-06,card,INV-00009152
PAY-00013763,97.43,2024-04-18,card,INV-00001490
PAY-00013764,6.58,2024-02-07,card,INV-00006462
PAY-00013765,76.77,2024-03-12,card,INV-00005462
PAY-00013766,60.19,2022-04-18,card,INV-00001835
PAY-00013767,84.56,2025-11-26,bank_transfer,INV-00035461
PAY-00013768,55.22,2022-07-19,bank_transfer,INV-00001938
PAY-00013769,22.83,2024-03-06,card,INV-00023819
PAY-00013770,180.52,2025-08-22,bank_transfer,INV-00011106
PAY-00013771,8.75,2023-06-18,bank_transfer,INV-00032047
PAY-00013772,19.68,2024-08-22,card,INV-00004390
PAY-00013773,24.39,2023-08-23,card,INV-00003258
PAY-00013774,45.2,2024-01-02,card,INV-00020753
PAY-00013775,63.12,2025-06-19,card,INV-00016532
PAY-00013776,66.95,2022-08-08,bank_transfer,INV-00047533
PAY-00013777,24.63,2025-10-01,paypal,INV-00044367
PAY-00013778,30.01,2024-07-15,bank_transfer,INV-00017194
PAY-00013779,8.17,2024-08-29,bank_transfer,INV-00020022
PAY-00013780,5.73,2023-06-20,bank_transfer,INV-00012671
PAY-00013781,161.32,2022-03-15,bank_transfer,INV-00005846
PAY-00013782,12.9,2023-03-19,cash,INV-00033378
PAY-00013783,30.07,2024-05-08,bank_transfer,INV-00035166
PAY-00013784,14.73,2025-02-02,bank_transfer,INV-00046217
PAY-00013785,21.46,2022-03-09,bank_transfer,INV-00048216
PAY-00013786,47.18,2024-06-06,card,INV-00033331
PAY-00013787,5.76,2025-03-28,bank_transfer,INV-00042510
PAY-00013788,11.47,2025-09-04,bank_transfer,INV-00035622
PAY-00013789,158.44,2025-05-13,bank_transfer,INV-00029257
PAY-00013790,80.2,2024-01-11,card,INV-00006160
PAY-00013791,66.39,2022-12-08,card,INV-00046847
PAY-00013792,212.71,2025-08-08,card,INV-00038529
PAY-00013793,11.56,2022-12-04,bank_transfer,INV-00041318
PAY-00013794,61.7,2024-05-17,card,INV-00045120
PAY-00013795,40.66,2024-11-20,card,INV-00020676
PAY-00013796,79.32,2023-09-23,cash,INV-00043992
PAY-00013797,22.66,2025-05-02,bank_transfer,INV-00022615
PAY-00013798,24.72,2022-09-07,card,INV-00037701
PAY-00013799,11.26,2024-05-07,card,INV-00043158
PAY-00013800,68.4,2022-06-09,bank_transfer,INV-00036226
PAY-00013801,24.54,2025-05-22,card,INV-00022987
PAY-00013802,163.96,2025-09-15,bank_transfer,INV-00013977
PAY-00013803,37.23,2025-11-14,paypal,INV-00015534
PAY-00013804,60.92,2024-12-23,bank_transfer,INV-00032909
PAY-00013805,25.82,2023-07-24,card,INV-00040322
PAY-00013806,8.06,2024-02-09,card,INV-00046133
PAY-00013807,128.77,2024-06-28,card,INV-00030394
PAY-00013808,48.11,2023-12-12,paypal,INV-00048009
PAY-00013809,20.17,2022-06-23,bank_transfer,INV-00017464
PAY-00013810,22.01,2023-12-07,card,INV-00019121
PAY-00013811,17.42,2023-07-16,bank_transfer,INV-00042321
PAY-00013812,59.32,2025-12-11,bank_transfer,INV-00008307
PAY-00013813,134.56,2023-07-12,card,INV-00001840
PAY-00013814,41.92,2022-09-26,cash,INV-00048739
PAY-00013815,148.53,2024-03-19,bank_transfer,INV-00006708
PAY-00013816,15.65,2022-08-26,card,INV-00049925
PAY-00013817,56.43,2022-12-01,card,INV-00005633
PAY-00013818,18.68,2024-12-06,bank_transfer,INV-00006316
PAY-00013819,17.63,2025-12-03,cash,INV-00028573
PAY-00013820,25.91,2024-07-17,bank_transfer,INV-00039515
PAY-00013821,12.51,2025-01-07,card,INV-00019303
PAY-00013822,128.99,2022-03-24,bank_transfer,INV-00045195
PAY-00013823,41.83,2022-03-07,card,INV-00045493
PAY-00013824,27.44,2023-04-05,card,INV-00000393
PAY-00013825,10.61,2025-09-26,bank_transfer,INV-00011191
PAY-00013826,23.22,2022-10-20,bank_transfer,INV-00005636
PAY-00013827,20.23,2024-09-20,bank_transfer,INV-00040781
PAY-00013828,11.9,2025-03-14,card,INV-00021322
PAY-00013829,136.02,2023-07-05,card,INV-00046558
PAY-00013830,19.71,2023-08-29,card,INV-00038575
