subscription_id,status,start_date,end_date,customer_id,product_id
SUB-0002344,active,2022-12-03,2027-10-02,CUS-0007342,PRD-00136
SUB-0002345,active,2021-10-07,2024-08-29,CUS-0004167,PRD-00133
SUB-0002346,active,2021-12-21,2027-02-27,CUS-0009734,PRD-00036
SUB-0002347,cancelled,2020-07-18,2027-11-17,CUS-0007905,PRD-00183
SUB-0002348,active,2022-07-04,2025-02-18,CUS-0009349,PRD-00066
SUB-0002349,active,2025-02-07,2027-04-25,CUS-0009935,PRD-00099
SUB-0002350,active,2022-11-18,2027-09-06,CUS-0002287,PRD-00014
SUB-0002351,active,2021-08-30,2027-09-10,CUS-0005674,PRD-00035
SUB-0002352,active,2021-09-23,2027-05-10,CUS-0007365,PRD-00144
SUB-0002353,active,2025-01-27,2025-05-16,CUS-0002457,PRD-00144
SUB-0002354,active,2024-05-06,2027-07-11,CUS-0004180,PRD-00141
SUB-0002355,active,2024-03-03,2024-04-29,CUS-0005881,PRD-00009
SUB-0002356,active,2025-05-12,2025-11-29,CUS-0002762,PRD-00075
SUB-0002357,active,2022-02-14,2024-12-06,CUS-0005573,PRD-00150
SUB-0002358,active,2023-03-04,2026-11-19,CUS-0009774,PRD-00056
SUB-0002359,active,2023-10-23,2027-01-06,CUS-0007015,PRD-00096
SUB-0002360,active,2022-11-16,2025-10-21,CUS-0008751,PRD-00119
SUB-0002361,active,2023-05-29,2027-01-15,CUS-0006501,PRD-00053
SUB-0002362,cancelled,2021-05-09,2027-08-23,CUS-0009254,PRD-00166
SUB-0002363,paused,2021-01-14,2025-08-02,CUS-0000608,PRD-00118
SUB-0002364,active,2023-05-16,2026-05-07,CUS-0002813,PRD-00043
SUB-0002365,active,2022-02-16,2025-03-12,CUS-0008844,PRD-00170
SUB-0002366,active,2023-12-16,2027-12-16,CUS-0009936,PRD-00176
SUB-0002367,active,2021-01-24,2027-02-21,CUS-0004932,PRD-00192
SUB-0002368,active,2020-03-08,2024-10-08,CUS-0003814,PRD-00079
SUB-0002369,active,2021-07-25,2026-11-15,CUS-0007130,PRD-00045
SUB-0002370,paused,2024-09-20,2026-12-25,CUS-0002421,PRD-00120
SUB-0002371,active,2022-05-18,2024-02-02,CUS-0001114,PRD-00067
SUB-0002372,active,2023-08-31,2024-11-05,CUS-0004058,PRD-00005
SUB-0002373,active,2024-10-23,2025-06-08,CUS-0009928,PRD-00037
SUB-0002374,active,2025-05-16,2027-01-30,CUS-0001005,PRD-00119
SUB-0002375,cancelled,2023-09-04,2024-01-23,CUS-0008082,PRD-00091
SUB-0002376,active,2024-09-29,2026-01-24,CUS-0005187,PRD-00039
SUB-0002377,active,2023-01-07,2027-12-01,CUS-0008262,PRD-00170
SUB-0002378,cancelled,2025-04-09,2026-10-28,CUS-0003221,PRD-00125
SUB-0002379,active,2025-03-19,2026-11-05,CUS-0003425,PRD-00093
SUB-0002380,active,2020-08-17,2026-03-11,CUS-0000957,PRD-00170
SUB-0002381,active,2020-01-17,2027-04-17,CUS-0006345,PRD-00081
SUB-0002382,active,2022-06-15,2027-09-18,CUS-0003010,PRD-00039
SUB-0002383,active,2023-05-13,2026-03-02,CUS-0001058,PRD-00102
SUB-0002384,active,2021-04-08,2026-05-11,CUS-0009380,PRD-00059
SUB-0002385,active,2022-09-27,2027-10-11,CUS-0008043,PRD-00192
SUB-0002386,active,2020-02-10,2025-11-19,CUS-0002745,PRD-00120
SUB-0002387,cancelled,2020-09-18,2027-07-16,CUS-0001937,PRD-00016
SUB-0002388,active,2020-08-05,2025-08-19,CUS-0008710,PRD-00111
SUB-0002389,active,2022-04-19,2025-08-24,CUS-0004968,PRD-00121
SUB-0002390,cancelled,2021-03-07,2026-12-20,CUS-0002219,PRD-00149
SUB-0002391,cancelled,2023-11-12,2024-01-30,CUS-0000821,PRD-00025
SUB-0002392,active,2024-12-04,2024-10-22,CUS-0002867,PRD-00195
SUB-0002393,active,2025-01-26,2025-12-14,CUS-0002662,PRD-00072
SUB-0002394,active,2021-02-07,2027-05-02,CUS-0007128,PRD-00094
SUB-0002395,cancelled,2024-02-24,2024-08-20,CUS-0002635,PRD-00076
SUB-0002396,active,2024-06-21,2024-10-07,CUS-0006451,PRD-00050
SUB-0002397,active,2021-09-01,2024-09-25,CUS-0002393,PRD-00174
SUB-0002398,active,2023-10-10,2026-04-30,CUS-0000007,PRD-00116
SUB-0002399,active,2024-01-12,2026-08-09,CUS-0000694,PRD-00112
SUB-0002400,active,2020-03-27,2026-11-19,CUS-0003258,PRD-00178
SUB-0002401,active,2024-11-27,2026-02-13,CUS-0008808,PRD-00070
SUB-0002402,paused,2021-10-07,2025-08-20,CUS-0007193,PRD-00088
SUB-0002403,active,2025-01-09,2027-05-31,CUS-0008978,PRD-00026
SUB-0002404,active,2020-01-12,2025-01-29,CUS-0000187,PRD-00049
SUB-0002405,active,2022-04-16,2024-07-13,CUS-0009696,PRD-00161
SUB-0002406,active,2021-07-03,2025-02-11,CUS-0005651,PRD-00022
SUB-0002407,paused,2024-07-15,2026-07-12,CUS-0009631,PRD-00076
SUB-0002408,cancelled,2022-09-29,2027-07-31,CUS-0000890,PRD-00023
SUB-0002409,active,2020-09-30,2024-08-03,CUS-0001703,PRD-00145
SUB-0002410,active,2020-05-15,2027-10-15,CUS-0006834,PRD-00116
SUB-0002411,active,2022-06-22,2026-01-29,CUS-0007233,PRD-00106
SUB-0002412,active,2023-05-22,2025-08-09,CUS-0008538,PRD-00200
SUB-0002413,active,2025-06-21,2026-01-05,CUS-0002525,PRD-00043
SUB-0002414,active,2023-01-16,2025-02-01,CUS-0000100,PRD-00089
SUB-0002415,active,2024-09-15,2027-03-02,CUS-0006120,PRD-00113
SUB-0002416,active,2020-04-06,2027-07-01,CUS-0008838,PRD-00171
SUB-0002417,active,2024-09-07,2024-08-21,CUS-0003702,PRD-00095
SUB-0002418,active,2020-07-25,2026-06-22,CUS-0005741,PRD-00158
SUB-0002419,active,2023-08-07,2024-02-07,CUS-0008370,PRD-00200
SUB-0002420,active,2021-07-16,2026-11-26,CUS-0004966,PRD-00046
SUB-0002421,active,2022-05-02,2024-07-12,CUS-0006680,PRD-00012
SUB-0002422,active,2023-09-03,2026-07-12,CUS-0009798,PRD-00120
SUB-0002423,active,2020-12-27,2024-05-16,CUS-0000955,PRD-00002
SUB-0002424,active,2023-03-17,2026-11-03,CUS-0007873,PRD-00126
SUB-0002425,active,2020-07-01,2026-03-13,CUS-0003380,PRD-00053
SUB-0002426,paused,2023-05-11,2027-02-23,CUS-0003841,PRD-00104
SUB-0002427,cancelled,2025-02-02,2024-02-05,CUS-0004653,PRD-00164
SUB-0002428,active,2024-10-13,2026-09-28,CUS-0000881,PRD-00173
SUB-0002429,active,2022-07-20,2025-06-06,CUS-0009265,PRD-00176
SUB-0002430,active,2020-11-13,2026-06-30,CUS-0008790,PRD-00095
SUB-0002431,active,2023-11-28,2024-03-17,CUS-0001606,PRD-00046
SUB-0002432,active,2024-05-20,2026-12-19,CUS-0003285,PRD-00060
SUB-0002433,active,2025-05-16,2026-08-05,CUS-0009760,PRD-00128
SUB-0002434,active,2021-07-20,2025-12-06,CUS-0003631,PRD-00031
SUB-0002435,active,2022-08-28,2027-01-17,CUS-0001618,PRD-00087
SUB-0002436,paused,2022-02-11,2025-10-28,CUS-0007165,PRD-00110
SUB-0002437,active,2021-11-14,2025-06-16,CUS-0003219,PRD-00076
SUB-0002438,cancelled,2022-04-03,2026-05-30,CUS-0003027,PRD-00028
SUB-0002439,cancelled,2020-11-20,2027-10-31,CUS-0001899,PRD-00148
SUB-0002440,paused,2023-11-27,2025-03-10,CUS-0004372,PRD-00098
SUB-0002441,cancelled,2021-05-22,2025-04-23,CUS-0007916,PRD-00176
SUB-0002442,paused,2023-07-10,2027-06-16,CUS-0000718,PRD-00142
SUB-0002443,active,2020-04-10,2026-01-11,CUS-0002121,PRD-00060
SUB-0002444,active,2020-02-03,2027-04-27,CUS-0002160,PRD-00067
SUB-0002445,active,2024-10-27,2025-10-30,CUS-0005028,PRD-00134
SUB-0002446,paused,2021-12-16,2025-01-06,CUS-0008556,PRD-00138
SUB-0002447,active,2024-04-12,2025-01-28,CUS-0007157,PRD-00163
SUB-0002448,active,2022-03-14,2025-08-07,CUS-0003217,PRD-00120
SUB-0002449,active,2024-06-22,2027-02-03,CUS-0003817,PRD-00057
SUB-0002450,paused,2020-12-25,2026-06-28,CUS-0003205,PRD-00020
SUB-0002451,cancelled,2020-06-05,2027-02-15,CUS-0007376,PRD-00129
SUB-0002452,active,2024-01-06,2027-11-01,CUS-0001331,PRD-00059
SUB-0002453,active,2020-04-08,2024-02-29,CUS-0000390,PRD-00054
SUB-0002454,cancelled,2025-04-10,2027-07-04,CUS-0001441,PRD-00198
SUB-0002455,active,2024-06-18,2026-01-14,CUS-0007294,PRD-00074
SUB-0002456,cancelled,2023-12-13,2026-02-18,CUS-0008720,PRD-00181
SUB-0002457,active,2020-04-07,2025-03-08,CUS-0002400,PRD-00015
SUB-0002458,paused,2020-04-27,2026-02-24,CUS-0004824,PRD-00121
SUB-0002459,active,2023-02-18,2025-01-13,CUS-0006818,PRD-00018
SUB-0002460,cancelled,2024-05-10,2025-08-30,CUS-0000559,PRD-00067
SUB-0002461,paused,2023-04-05,2026-08-14,CUS-0007674,PRD-00182
SUB-0002462,cancelled,2022-02-01,2026-09-28,CUS-0000242,PRD-00069
SUB-0002463,paused,2022-09-15,2027-02-17,CUS-0001506,PRD-00041
SUB-0002464,active,2021-05-30,2027-11-22,CUS-0006999,PRD-00099
SUB-0002465,active,2024-01-28,2026-03-23,CUS-0006922,PRD-00163
SUB-0002466,active,2021-07-14,2025-08-11,CUS-0004859,PRD-00028
SUB-0002467,active,2022-10-11,2024-07-20,CUS-0004609,PRD-00150
SUB-0002468,active,2023-02-08,2027-06-28,CUS-0006108,PRD-00079
SUB-0002469,paused,2024-11-25,2026-10-22,CUS-0004560,PRD-00194
SUB-0002470,active,2021-01-03,2027-07-15,CUS-0000918,PRD-00126
SUB-0002471,active,2023-03-28,2026-09-07,CUS-0002966,PRD-00156
SUB-0002472,active,2020-07-06,2024-01-05,CUS-0004517,PRD-00073
SUB-0002473,cancelled,2021-09-27,2027-09-30,CUS-0000428,PRD-00040
SUB-0002474,active,2020-07-27,2027-07-17,CUS-0003239,PRD-00149
SUB-0002475,active,2022-05-17,2024-06-18,CUS-0008978,PRD-00029
SUB-0002476,cancelled,2020-12-30,2024-07-25,CUS-0009410,PRD-00048
SUB-0002477,active,2021-08-18,2024-12-30,CUS-0009689,PRD-00183
SUB-0002478,active,2025-02-19,2027-12-26,CUS-0004437,PRD-00116
SUB-0002479,active,2024-03-04,2027-10-18,CUS-0004776,PRD-00133
SUB-0002480,active,2023-08-05,2025-01-18,CUS-0003867,PRD-00177
SUB-0002481,active,2025-04-01,2027-05-25,CUS-0003294,PRD-00101
SUB-0002482,active,2022-05-21,2027-11-29,CUS-0000967,PRD-00118
SUB-0002483,active,2023-07-31,2024-11-30,CUS-0003313,PRD-00141
SUB-0002484,active,2020-09-14,2025-06-07,CUS-0004822,PRD-00056
SUB-0002485,active,2020-03-28,2024-12-13,CUS-0003420,PRD-00089
SUB-0002486,active,2024-04-11,2027-11-15,CUS-0002526,PRD-00029
SUB-0002487,active,2021-05-03,2027-07-19,CUS-0008664,PRD-00121
SUB-0002488,active,2020-08-04,2024-11-17,CUS-0005105,PRD-00003
SUB-0002489,cancelled,2020-01-22,2027-10-27,CUS-0008811,PRD-00158
SUB-0002490,active,2024-11-28,2027-07-31,CUS-0008132,PRD-00107
SUB-0002491,paused,2021-05-09,2025-03-09,CUS-0003549,PRD-00182
SUB-0002492,active,2024-09-25,2025-05-19,CUS-0006602,PRD-00095
SUB-0002493,paused,2021-10-17,2024-03-30,CUS-0003394,PRD-00078
SUB-0002494,paused,2021-04-12,2026-03-03,CUS-0007782,PRD-00180
SUB-0002495,active,2020-05-28,2026-05-05,CUS-0005073,PRD-00196
SUB-0002496,active,2020-04-05,2025-11-03,CUS-0003926,PRD-00096
SUB-0002497,active,2021-09-20,2024-03-21,CUS-0004943,PRD-00052
SUB-0002498,cancelled,2024-08-26,2027-04-29,CUS-0006452,PRD-00013
SUB-0002499,active,2023-02-17,2024-11-10,CUS-0007201,PRD-00108
SUB-0002500,paused,2021-09-28,2027-07-09,CUS-0004065,PRD-00062
SUB-0002501,active,2025-02-20,2027-12-05,CUS-0003969,PRD-00101
SUB-0002502,active,2022-08-23,2024-10-26,CUS-0002290,PRD-00165
SUB-0002503,cancelled,2020-02-28,2027-04-15,CUS-0003067,PRD-00016
SUB-0002504,active,2020-08-24,2025-10-11,CUS-0003357,PRD-00049
SUB-0002505,cancelled,2021-07-14,2025-02-20,CUS-0009879,PRD-00079
SUB-0002506,active,2025-04-27,2025-02-25,CUS-0007071,PRD-00092
SUB-0002507,active,2021-04-28,2027-12-10,CUS-0004413,PRD-00196
SUB-0002508,active,2024-10-06,2026-07-25,CUS-0003821,PRD-00034
SUB-0002509,active,2024-03-26,2025-04-21,CUS-0009417,PRD-00150
SUB-0002510,active,2024-11-30,2025-10-23,CUS-0002000,PRD-00109
SUB-0002511,active,2021-04-18,2024-01-06,CUS-0007233,PRD-00039
SUB-0002512,active,2020-05-15,2027-03-03,CUS-0003128,PRD-00005
SUB-0002513,active,2024-09-22,2025-09-06,CUS-0009375,PRD-00181
SUB-0002514,active,2024-06-29,2025-02-26,CUS-0004549,PRD-00138
SUB-0002515,active,2024-06-15,2026-09-08,CUS-0004017,PRD-00025
SUB-0002516,paused,2023-04-22,2027-10-05,CUS-0002893,PRD-00173
SUB-0002517,active,2021-10-29,2026-06-01,CUS-0002500,PRD-00103
SUB-0002518,active,2023-02-07,2025-09-11,CUS-0005289,PRD-00118
SUB-0002519,active,2024-03-24,2024-07-17,CUS-0003546,PRD-00131
SUB-0002520,active,2023-05-28,2024-04-19,CUS-0001543,PRD-00130
SUB-0002521,active,2021-08-07,2024-06-27,CUS-0006439,PRD-00115
SUB-0002522,cancelled,2021-11-11,2027-04-08,CUS-0002992,PRD-00106
SUB-0002523,active,2021-02-21,2024-08-25,CUS-0001584,PRD-00069
SUB-0002524,active,2025-01-05,2027-02-17,CUS-0005601,PRD-00152
SUB-0002525,cancelled,2025-01-07,2027-07-02,CUS-0000983,PRD-00184
SUB-0002526,cancelled,2024-09-05,2026-09-27,CUS-0006892,PRD-00192
SUB-0002527,active,2024-03-15,2027-09-30,CUS-0004872,PRD-00110
SUB-0002528,paused,2022-11-03,2027-04-30,CUS-0000877,PRD-00195
SUB-0002529,active,2024-09-03,2024-02-03,CUS-0001134,PRD-00116
SUB-0002530,active,2021-11-17,2024-11-04,CUS-0005668,PRD-00162
SUB-0002531,paused,2021-12-21,2024-12-29,CUS-0007894,PRD-00075
SUB-0002532,active,2022-10-20,2027-03-28,CUS-0000871,PRD-00122
SUB-0002533,active,2020-04-04,2024-08-25,CUS-0001407,PRD-00125
SUB-0002534,active,2022-04-24,2027-03-28,CUS-0003938,PRD-00137
SUB-0002535,paused,2022-11-25,2026-08-17,CUS-0002076,PRD-00138
SUB-0002536,active,2024-02-28,2025-12-13,CUS-0009722,PRD-00179
SUB-0002537,active,2024-12-21,2025-03-26,CUS-0003102,PRD-00087
SUB-0002538,active,2024-05-18,2027-01-15,CUS-0009153,PRD-00087
SUB-0002539,active,2023-02-15,2025-08-21,CUS-0002499,PRD-00083
SUB-0002540,active,2021-02-19,2024-01-10,CUS-0009221,PRD-00190
SUB-0002541,active,2024-04-14,2025-10-07,CUS-0000870,PRD-00164
SUB-0002542,active,2023-02-10,2025-02-02,CUS-0001842,PRD-00031
SUB-0002543,active,2021-08-10,2024-03-17,CUS-0006194,PRD-00108
SUB-0002544,active,2022-05-03,2026-11-30,CUS-0009038,PRD-00186
SUB-0002545,cancelled,2023-03-10,2025-12-24,CUS-0000937,PRD-00058
SUB-0002546,paused,2025-05-22,2025-10-23,CUS-0008975,PRD-00112
SUB-0002547,active,2021-06-03,2026-07-05,CUS-0007969,PRD-00196
SUB-0002548,active,2021-04-29,2027-03-03,CUS-0007561,PRD-00063
SUB-0002549,active,2023-04-08,2024-05-07,CUS-0003746,PRD-00086
SUB-0002550,active,2022-07-16,2025-08-19,CUS-0001982,PRD-00028
SUB-0002551,active,2023-05-13,2027-10-09,CUS-0003529,PRD-00030
SUB-0002552,active,2025-04-03,2026-03-06,CUS-0002222,PRD-00142
SUB-0002553,active,2024-06-12,2024-07-11,CUS-0003379,PRD-00181
SUB-0002554,cancelled,2020-10-22,2024-04-28,CUS-0008835,PRD-00046
SUB-0002555,active,2021-12-21,2027-10-18,CUS-0008036,PRD-00175
SUB-0002556,active,2024-07-15,2024-12-22,CUS-0004946,PRD-00126
SUB-0002557,paused,2020-02-17,2025-05-20,CUS-0007217,PRD-00009
SUB-0002558,active,2022-07-11,2027-02-05,CUS-0000005,PRD-00024
SUB-0002559,cancelled,2021-11-23,2025-07-29,CUS-0008440,PRD-00186
SUB-0002560,cancelled,2023-12-15,2025-04-19,CUS-0002703,PRD-00103
SUB-0002561,active,2021-11-18,2025-12-20,CUS-0007892,PRD-00188
SUB-0002562,paused,2025-03-09,2024-09-25,CUS-0007327,PRD-00026
SUB-0002563,cancelled,2021-06-25,2024-01-25,CUS-0006749,PRD-00062
SUB-0002564,active,2024-06-25,2024-02-08,CUS-0007432,PRD-00197
SUB-0002565,active,2020-01-09,2027-04-16,CUS-0009521,PRD-00193
SUB-0002566,active,2024-04-27,2025-06-17,CUS-0008479,PRD-00006
SUB-0002567,active,2020-12-14,2026-05-07,CUS-0004178,PRD-00023
SUB-0002568,active,2022-08-14,2025-04-18,CUS-0006145,PRD-00193
SUB-0002569,paused,2021-10-03,2027-12-31,CUS-0009775,PRD-00017
SUB-0002570,active,2021-03-17,2027-07-03,CUS-0003691,PRD-00086
SUB-0002571,active,2023-02-02,2027-08-05,CUS-0005730,PRD-00140
SUB-0002572,active,2020-07-08,2027-03-04,CUS-0007494,PRD-00080
SUB-0002573,active,2020-09-11,2025-06-11,CUS-0006916,PRD-00007
SUB-0002574,active,2024-04-17,2026-12-24,CUS-0000719,PRD-00157
SUB-0002575,active,2023-04-14,2026-02-28,CUS-0008659,PRD-00199
SUB-0002576,paused,2020-01-09,2027-08-14,CUS-0007762,PRD-00008
SUB-0002577,active,2022-09-23,2024-03-04,CUS-0009285,PRD-00057
SUB-0002578,active,2023-08-31,2027-08-27,CUS-0006094,PRD-00155
SUB-0002579,cancelled,2024-06-15,2026-05-20,CUS-0006026,PRD-00080
SUB-0002580,paused,2023-06-04,2025-11-13,CUS-0005447,PRD-00079
SUB-0002581,active,2024-11-15,2024-10-28,CUS-0009202,PRD-00063
SUB-0002582,active,2022-09-15,2024-01-26,CUS-0003347,PRD-00152
SUB-0002583,active,2023-11-18,2025-02-01,CUS-0009452,PRD-00101
SUB-0002584,paused,2022-03-17,2027-10-20,CUS-0001003,PRD-00111
SUB-0002585,active,2021-07-15,2026-03-21,CUS-0000993,PRD-00021
SUB-0002586,active,2022-06-09,2024-06-27,CUS-0004636,PRD-00115
SUB-0002587,active,2022-12-26,2025-01-18,CUS-0002178,PRD-00120
SUB-0002588,cancelled,2021-11-29,2027-04-11,CUS-0003969,PRD-00163
SUB-0002589,active,2022-10-26,2026-05-13,CUS-0008695,PRD-00071
SUB-0002590,active,2024-11-17,2025-01-29,CUS-0000726,PRD-00019
SUB-0002591,active,2021-09-01,2026-08-23,CUS-0003839,PRD-00031
SUB-0002592,active,2024-09-15,2024-02-22,CUS-0007474,PRD-00013
SUB-0002593,active,2022-08-04,2024-09-09,CUS-0004395,PRD-00132
SUB-0002594,active,2023-11-22,2026-01-04,CUS-0008652,PRD-00152
SUB-0002595,active,2021-02-08,2026-11-29,CUS-0006234,PRD-00073
SUB-0002596,active,2022-10-26,2026-01-08,CUS-0002316,PRD-00065
SUB-0002597,paused,2025-01-02,2025-01-08,CUS-0004516,PRD-00105
SUB-0002598,cancelled,2024-05-26,2025-05-19,CUS-0003684,PRD-00140
SUB-0002599,active,2023-07-19,2024-10-16,CUS-0004198,PRD-00148
SUB-0002600,active,2023-04-11,2026-12-13,CUS-0004729,PRD-00128
SUB-0002601,active,2024-09-17,2026-04-20,CUS-0000401,PRD-00194
SUB-0002602,active,2024-06-01,2025-05-31,CUS-0000392,PRD-00158
SUB-0002603,active,2022-11-15,2026-09-25,CUS-0004977,PRD-00055
SUB-0002604,active,2020-12-22,2026-11-22,CUS-0009493,PRD-00060
SUB-0002605,active,2021-04-22,2026-03-16,CUS-0001019,PRD-00116
SUB-0002606,active,2021-08-08,2025-10-29,CUS-0004604,PRD-00180
SUB-0002607,active,2021-03-24,2027-04-14,CUS-0005781,PRD-00053
SUB-0002608,active,2021-06-19,2026-02-13,CUS-0007510,PRD-00012
SUB-0002609,active,2024-01-26,2024-11-08,CUS-0004976,PRD-00153
SUB-0002610,cancelled,2023-05-14,2024-04-12,CUS-0004317,PRD-00189
SUB-0002611,active,2023-06-20,2024-02-11,CUS-0000236,PRD-00133
SUB-0002612,cancelled,2024-01-09,2026-01-08,CUS-0000951,PRD-00041
SUB-0002613,active,2020-10-09,2027-04-24,CUS-0000486,PRD-00034
SUB-0002614,active,2020-03-11,2024-10-23,CUS-0003613,PRD-00070
SUB-0002615,active,2020-12-03,2027-05-03,CUS-0002545,PRD-00156
SUB-0002616,active,2023-11-19,2025-01-24,CUS-0002201,PRD-00149
SUB-0002617,active,2024-03-05,2025-01-24,CUS-0007567,PRD-00049
SUB-0002618,cancelled,2023-02-06,2025-04-23,CUS-0001506,PRD-00021
SUB-0002619,active,2024-09-26,2026-08-11,CUS-0002944,PRD-00036
SUB-0002620,paused,2023-12-21,2027-05-29,CUS-0005490,PRD-00163
SUB-0002621,paused,2020-04-02,2024-02-21,CUS-0002858,PRD-00086
SUB-0002622,paused,2025-06-13,2026-11-06,CUS-0004026,PRD-00069
SUB-0002623,cancelled,2020-07-02,2027-10-27,CUS-0004410,PRD-00163
SUB-0002624,active,2020-11-02,2024-08-21,CUS-0006952,PRD-00037
SUB-0002625,active,2022-11-10,2025-12-08,CUS-0001318,PRD-00178
SUB-0002626,active,2024-04-14,2027-08-20,CUS-0002730,PRD-00048
SUB-0002627,active,2025-04-15,2025-05-08,CUS-0003607,PRD-00062
SUB-0002628,active,2024-08-03,2026-05-20,CUS-0005488,PRD-00062
SUB-0002629,active,2021-05-25,2027-11-06,CUS-0003033,PRD-00175
SUB-0002630,active,2024-01-14,2027-02-12,CUS-0002362,PRD-00124
SUB-0002631,paused,2022-06-09,2026-11-01,CUS-0002588,PRD-00134
SUB-0002632,paused,2025-01-18,2024-07-14,CUS-0006480,PRD-00055
SUB-0002633,active,2022-10-15,2025-01-18,CUS-0002466,PRD-00029
SUB-0002634,active,2022-01-12,2027-06-13,CUS-0008341,PRD-00064
SUB-0002635,active,2022-05-25,2024-02-13,CUS-0002115,PRD-00152
SUB-0002636,active,2024-11-07,2027-10-18,CUS-0001360,PRD-00186
SUB-0002637,active,2020-01-25,2025-12-11,CUS-0008160,PRD-00045
SUB-0002638,active,2022-06-26,2027-05-13,CUS-0009203,PRD-00118
SUB-0002639,active,2021-07-25,2024-02-12,CUS-0009260,PRD-00056
SUB-0002640,active,2023-03-05,2024-11-30,CUS-0004925,PRD-00156
SUB-0002641,active,2025-02-10,2025-10-15,CUS-0008385,PRD-00146
SUB-0002642,active,2024-07-15,2027-01-23,CUS-0009634,PRD-00103
SUB-0002643,cancelled,2023-07-04,2027-04-18,CUS-0003705,PRD-00072
SUB-0002644,active,2022-02-28,2025-04-02,CUS-0004999,PRD-00020
SUB-0002645,active,2023-09-23,2025-01-18,CUS-0006533,PRD-00032
SUB-0002646,active,2022-11-27,2027-09-19,CUS-0008228,PRD-00047
SUB-0002647,active,2024-02-10,2027-04-27,CUS-0007728,PRD-00120
SUB-0002648,active,2024-03-27,2027-04-04,CUS-0007267,PRD-00021
SUB-0002649,cancelled,2025-02-16,2025-03-03,CUS-0009584,PRD-00008
SUB-0002650,active,2020-01-16,2026-08-27,CUS-0007826,PRD-00077
SUB-0002651,active,2023-12-18,2026-04-03,CUS-0004892,PRD-00189
SUB-0002652,active,2022-01-31,2027-10-29,CUS-0003145,PRD-00120
SUB-0002653,active,2024-10-02,2027-07-04,CUS-0008533,PRD-00029
SUB-0002654,active,2021-06-18,2024-04-21,CUS-0008118,PRD-00033
SUB-0002655,cancelled,2023-04-04,2027-03-02,CUS-0004293,PRD-00034
SUB-0002656,active,2023-02-16,2026-05-29,CUS-0009004,PRD-00164
SUB-0002657,cancelled,2021-12-09,2027-12-22,CUS-0009831,PRD-00109
SUB-0002658,active,2022-04-16,2026-11-28,CUS-0009131,PRD-00169
SUB-0002659,active,2021-09-12,2024-09-03,CUS-0005455,PRD-00190
SUB-0002660,active,2021-12-22,2024-12-13,CUS-0001324,PRD-00159
SUB-0002661,active,2022-05-11,2024-02-21,CUS-0004134,PRD-00070
SUB-0002662,active,2024-02-25,2026-07-16,CUS-0006940,PRD-00159
SUB-0002663,active,2021-12-10,2027-01-07,CUS-0000386,PRD-00191
SUB-0002664,active,2025-01-13,2025-01-13,CUS-0009790,PRD-00027
SUB-0002665,active,2020-04-07,2025-09-03,CUS-0001662,PRD-00104
SUB-0002666,active,2022-04-19,2025-12-15,CUS-0001938,PRD-00126
SUB-0002667,paused,2023-06-25,2027-02-14,CUS-0006789,PRD-00074
SUB-0002668,active,2025-05-13,2024-03-28,CUS-0005325,PRD-00128
SUB-0002669,active,2021-11-30,2024-07-22,CUS-0006866,PRD-00064
SUB-0002670,active,2020-10-03,2027-11-07,CUS-0000706,PRD-00101
SUB-0002671,active,2021-10-14,2025-09-24,CUS-0003319,PRD-00042
SUB-0002672,active,2020-12-23,2025-03-02,CUS-0008202,PRD-00070
SUB-0002673,cancelled,2023-01-23,2024-07-08,CUS-0003085,PRD-00097
SUB-0002674,active,2021-04-01,2027-10-01,CUS-0003318,PRD-00176
SUB-0002675,paused,2021-07-15,2026-04-21,CUS-0006673,PRD-00081
SUB-0002676,paused,2022-06-30,2025-05-10,CUS-0000142,PRD-00014
SUB-0002677,active,2023-08-28,2027-04-27,CUS-0002868,PRD-00130
SUB-0002678,active,2020-07-22,2024-05-06,CUS-0002377,PRD-00009
SUB-0002679,active,2025-01-13,2024-09-10,CUS-0008045,PRD-00092
SUB-0002680,active,2020-12-20,2024-09-02,CUS-0000101,PRD-00176
SUB-0002681,active,2020-08-28,2024-03-10,CUS-0003344,PRD-00168
SUB-0002682,cancelled,2021-02-07,2024-03-21,CUS-0004076,PRD-00085
SUB-0002683,active,2022-05-21,2025-05-03,CUS-0008835,PRD-00017
SUB-0002684,active,2020-08-23,2026-12-08,CUS-0002911,PRD-00150
SUB-0002685,active,2025-05-25,2026-08-05,CUS-0003026,PRD-00120
SUB-0002686,cancelled,2021-04-18,2025-12-27,CUS-0003833,PRD-00028
SUB-0002687,active,2023-01-04,2027-05-24,CUS-0004989,PRD-00041
SUB-0002688,active,2023-04-03,2026-06-11,CUS-0005234,PRD-00159
SUB-0002689,paused,2025-03-13,2024-05-18,CUS-0009692,PRD-00135
SUB-0002690,active,2025-04-20,2025-10-19,CUS-0009514,PRD-00016
SUB-0002691,cancelled,2020-02-12,2027-02-24,CUS-0008120,PRD-00051
SUB-0002692,active,2023-02-11,2026-05-22,CUS-0000480,PRD-00116
SUB-0002693,active,2024-03-27,2024-04-23,CUS-0001458,PRD-00111
SUB-0002694,active,2024-12-11,2024-12-03,CUS-0006553,PRD-00158
SUB-0002695,active,2020-12-12,2025-11-10,CUS-0003001,PRD-00101
SUB-0002696,cancelled,2021-05-22,2027-05-23,CUS-0004370,PRD-00125
