invoice_item_id,quantity,unit_price,line_total,invoice_id,product_id
INI-000015463,3,38.73,116.19,INV-00038307,PRD-00089
INI-000015464,9,28.82,259.38,INV-00034614,PRD-00055
INI-000015465,3,9.58,28.740000000000002,INV-00030111,PRD-00128
INI-000015466,7,20.64,144.48000000000002,INV-00006971,PRD-00153
INI-000015467,4,46.55,186.2,INV-00022701,PRD-00160
INI-000015468,8,39.47,315.76,INV-00014447,PRD-00014
INI-000015469,6,28.59,171.54,INV-00018379,PRD-00146
INI-000015470,4,21.9,87.6,INV-00010786,PRD-00152
INI-000015471,2,64.52,129.04,INV-00013427,PRD-00098
INI-000015472,7,35.57,248.99,INV-00036437,PRD-00091
INI-000015473,5,22.49,112.44999999999999,INV-00045910,PRD-00130
INI-000015474,3,56.56,169.68,INV-00041133,PRD-00159
INI-000015475,7,49.08,343.56,INV-00028107,PRD-00152
INI-000015476,9,83.63,752.67,INV-00005636,PRD-00192
INI-000015477,8,23.16,185.28,INV-00035766,PRD-00187
INI-000015478,8,48.64,389.12,INV-00037579,PRD-00114
INI-000015479,1,15.05,15.05,INV-00004334,PRD-00063
INI-000015480,1,80.15,80.15,INV-00039325,PRD-00130
INI-000015481,1,37.34,37.34,INV-00036841,PRD-00164
INI-000015482,8,28.55,228.4,INV-00006940,PRD-00053
INI-000015483,1,19.35,19.35,INV-00022885,PRD-00163
INI-000015484,6,25.9,155.39999999999998,INV-00021993,PRD-00176
INI-000015485,6,19.09,114.53999999999999,INV-00002115,PRD-00179
INI-000015486,5,8.94,44.699999999999996,INV-00030585,PRD-00149
INI-000015487,4,43.75,175.0,INV-00025552,PRD-00051
INI-000015488,7,80.09,560.63,INV-00005814,PRD-00178
INI-000015489,9,20.56,185.04,INV-00021746,PRD-00021
INI-000015490,4,27.37,109.48,INV-00018869,PRD-00159
INI-000015491,10,45.9,459.0,INV-00027060,PRD-00077
INI-000015492,2,22.71,45.42,INV-00049030,PRD-00189
INI-000015493,2,21.4,42.8,INV-00016922,PRD-00009
INI-000015494,4,89.42,357.68,INV-00047946,PRD-00085
INI-000015495,7,14.66,102.62,INV-00048578,PRD-00106
INI-000015496,10,57.96,579.6,INV-00007961,PRD-00167
INI-000015497,3,10.44,31.32,INV-00026056,PRD-00096
INI-000015498,7,33.42,233.94,INV-00020239,PRD-00080
INI-000015499,1,87.87,87.87,INV-00007058,PRD-00197
INI-000015500,10,9.44,94.39999999999999,INV-00006362,PRD-00193
INI-000015501,6,51.42,308.52,INV-00038142,PRD-00063
INI-000015502,4,23.19,92.76,INV-00014994,PRD-00142
INI-000015503,7,237.85,1664.95,INV-00042972,PRD-00079
INI-000015504,5,64.28,321.4,INV-00031302,PRD-00149
INI-000015505,10,23.92,239.20000000000002,INV-00002166,PRD-00144
INI-000015506,3,30.97,92.91,INV-00009538,PRD-00121
INI-000015507,1,17.23,17.23,INV-00001772,PRD-00143
INI-000015508,3,33.49,100.47,INV-00006063,PRD-00134
INI-000015509,5,48.41,242.04999999999998,INV-00000458,PRD-00053
INI-000015510,2,175.19,350.38,INV-00002053,PRD-00040
INI-000015511,4,68.07,272.28,INV-00028970,PRD-00082
INI-000015512,4,37.94,151.76,INV-00013201,PRD-00167
INI-000015513,5,16.8,84.0,INV-00047575,PRD-00008
INI-000015514,3,35.24,105.72,INV-00024639,PRD-00109
INI-000015515,7,58.35,408.45,INV-00026204,PRD-00102
INI-000015516,10,50.9,509.0,INV-00037219,PRD-00180
INI-000015517,2,12.03,24.06,INV-00035108,PRD-00150
INI-000015518,7,37.4,261.8,INV-00034246,PRD-00190
INI-000015519,10,49.34,493.40000000000003,INV-00015124,PRD-00178
INI-000015520,1,31.59,31.59,INV-00009184,PRD-00005
INI-000015521,2,42.34,84.68,INV-00048578,PRD-00108
INI-000015522,9,50.06,450.54,INV-00049142,PRD-00177
INI-000015523,8,111.68,893.44,INV-00047120,PRD-00055
INI-000015524,9,16.0,144.0,INV-00035525,PRD-00027
INI-000015525,5,43.85,219.25,INV-00000148,PRD-00158
INI-000015526,5,34.64,173.2,INV-00006747,PRD-00090
INI-000015527,1,10.71,10.71,INV-00017858,PRD-00155
INI-000015528,7,14.37,100.58999999999999,INV-00019307,PRD-00143
INI-000015529,7,22.96,160.72,INV-00036125,PRD-00195
INI-000015530,10,15.9,159.0,INV-00003352,PRD-00074
INI-000015531,10,34.06,340.6,INV-00004748,PRD-00153
INI-000015532,4,13.07,52.28,INV-00041164,PRD-00159
INI-000015533,8,21.03,168.24,INV-00030351,PRD-00162
INI-000015534,3,16.26,48.78,INV-00025643,PRD-00164
INI-000015535,7,13.33,93.31,INV-00024163,PRD-00072
INI-000015536,3,15.74,47.22,INV-00014593,PRD-00033
INI-000015537,1,31.62,31.62,INV-00037650,PRD-00093
INI-000015538,8,32.64,261.12,INV-00038662,PRD-00194
INI-000015539,1,24.29,24.29,INV-00009648,PRD-00175
INI-000015540,10,30.75,307.5,INV-00013885,PRD-00076
INI-000015541,8,10.23,81.84,INV-00028203,PRD-00137
INI-000015542,4,49.51,198.04,INV-00014601,PRD-00040
INI-000015543,7,89.74,628.18,INV-00043677,PRD-00163
INI-000015544,3,9.36,28.08,INV-00012659,PRD-00076
INI-000015545,5,86.1,430.5,INV-00045653,PRD-00159
INI-000015546,7,44.98,314.85999999999996,INV-00031140,PRD-00013
INI-000015547,10,21.18,211.8,INV-00048490,PRD-00103
INI-000015548,2,39.61,79.22,INV-00041072,PRD-00094
INI-000015549,6,31.9,191.39999999999998,INV-00014650,PRD-00033
INI-000015550,3,15.11,45.33,INV-00018478,PRD-00077
INI-000015551,9,34.35,309.15000000000003,INV-00040075,PRD-00033
INI-000015552,8,84.81,678.48,INV-00032681,PRD-00187
INI-000015553,7,73.39,513.73,INV-00011191,PRD-00001
INI-000015554,3,14.91,44.730000000000004,INV-00046328,PRD-00101
INI-000015555,5,68.91,344.54999999999995,INV-00031252,PRD-00109
INI-000015556,9,77.26,695.34,INV-00024210,PRD-00091
INI-000015557,10,31.46,314.6,INV-00023793,PRD-00108
INI-000015558,6,20.55,123.30000000000001,INV-00046926,PRD-00128
INI-000015559,3,18.26,54.78,INV-00010264,PRD-00123
INI-000015560,1,34.17,34.17,INV-00008223,PRD-00197
INI-000015561,8,18.05,144.4,INV-00010123,PRD-00086
INI-000015562,7,71.59,501.13,INV-00023808,PRD-00090
INI-000015563,3,30.85,92.55000000000001,INV-00005718,PRD-00118
INI-000015564,2,82.06,164.12,INV-00034019,PRD-00136
INI-000015565,4,29.82,119.28,INV-00009820,PRD-00110
INI-000015566,6,44.72,268.32,INV-00023870,PRD-00194
INI-000015567,7,22.06,154.42,INV-00033700,PRD-00046
INI-000015568,6,34.47,206.82,INV-00027194,PRD-00174
INI-000015569,7,32.98,230.85999999999999,INV-00002429,PRD-00045
INI-000015570,1,20.97,20.97,INV-00030418,PRD-00086
INI-000015571,7,46.57,325.99,INV-00016655,PRD-00066
INI-000015572,9,53.87,484.83,INV-00018271,PRD-00162
INI-000015573,7,118.88,832.16,INV-00027637,PRD-00063
INI-000015574,7,38.26,267.82,INV-00038988,PRD-00014
INI-000015575,5,3.83,19.15,INV-00048710,PRD-00075
INI-000015576,3,15.65,46.95,INV-00000305,PRD-00059
INI-000015577,1,35.93,35.93,INV-00004453,PRD-00094
INI-000015578,5,102.11,510.55,INV-00001371,PRD-00108
INI-000015579,4,35.4,141.6,INV-00010268,PRD-00143
INI-000015580,8,26.61,212.88,INV-00027297,PRD-00148
INI-000015581,10,8.12,81.19999999999999,INV-00038112,PRD-00093
INI-000015582,1,7.35,7.35,INV-00008645,PRD-00019
INI-000015583,4,74.02,296.08,INV-00045896,PRD-00032
INI-000015584,7,19.29,135.03,INV-00019943,PRD-00136
INI-000015585,8,21.76,174.08,INV-00000255,PRD-00200
INI-000015586,10,28.24,282.4,INV-00036927,PRD-00043
INI-000015587,10,73.95,739.5,INV-00024786,PRD-00044
INI-000015588,10,18.59,185.9,INV-00029070,PRD-00143
INI-000015589,9,35.54,319.86,INV-00034144,PRD-00189
INI-000015590,8,76.63,613.04,INV-00009648,PRD-00134
INI-000015591,6,18.19,109.14000000000001,INV-00011040,PRD-00005
INI-000015592,2,20.88,41.76,INV-00030268,PRD-00044
INI-000015593,3,9.76,29.28,INV-00033021,PRD-00159
INI-000015594,1,17.77,17.77,INV-00039517,PRD-00047
INI-000015595,10,91.66,916.5999999999999,INV-00033337,PRD-00087
INI-000015596,9,40.62,365.58,INV-00049080,PRD-00092
INI-000015597,4,44.86,179.44,INV-00026665,PRD-00167
INI-000015598,10,43.04,430.4,INV-00025247,PRD-00143
INI-000015599,2,35.04,70.08,INV-00006484,PRD-00065
INI-000015600,10,67.12,671.2,INV-00043341,PRD-00084
INI-000015601,7,32.64,228.48000000000002,INV-00042296,PRD-00028
INI-000015602,6,20.07,120.42,INV-00036586,PRD-00181
INI-000015603,1,11.95,11.95,INV-00039930,PRD-00098
INI-000015604,6,38.6,231.60000000000002,INV-00019860,PRD-00177
INI-000015605,1,29.55,29.55,INV-00024356,PRD-00193
INI-000015606,3,9.24,27.72,INV-00004710,PRD-00113
INI-000015607,9,8.64,77.76,INV-00015486,PRD-00108
INI-000015608,3,19.52,58.56,INV-00008440,PRD-00127
INI-000015609,3,44.93,134.79,INV-00026462,PRD-00152
INI-000015610,4,75.57,302.28,INV-00031480,PRD-00047
INI-000015611,3,47.61,142.82999999999998,INV-00042048,PRD-00015
INI-000015612,1,8.55,8.55,INV-00021384,PRD-00063
INI-000015613,10,13.9,139.0,INV-00045274,PRD-00051
INI-000015614,1,43.1,43.1,INV-00034381,PRD-00142
INI-000015615,7,26.24,183.67999999999998,INV-00022046,PRD-00192
INI-000015616,6,33.88,203.28000000000003,INV-00006222,PRD-00161
INI-000015617,4,26.13,104.52,INV-00004981,PRD-00132
INI-000015618,7,6.12,42.84,INV-00034390,PRD-00200
INI-000015619,6,13.77,82.62,INV-00012760,PRD-00134
INI-000015620,4,17.2,68.8,INV-00025272,PRD-00185
INI-000015621,1,57.35,57.35,INV-00021533,PRD-00057
INI-000015622,1,60.13,60.13,INV-00012425,PRD-00066
INI-000015623,8,55.42,443.36,INV-00030649,PRD-00127
INI-000015624,3,49.12,147.35999999999999,INV-00041519,PRD-00159
INI-000015625,2,24.44,48.88,INV-00048619,PRD-00018
INI-000015626,7,101.84,712.88,INV-00027104,PRD-00197
INI-000015627,6,22.2,133.2,INV-00007585,PRD-00044
INI-000015628,5,57.78,288.9,INV-00025039,PRD-00179
INI-000015629,1,73.19,73.19,INV-00045328,PRD-00098
INI-000015630,1,12.57,12.57,INV-00038045,PRD-00026
INI-000015631,9,34.56,311.04,INV-00029572,PRD-00062
INI-000015632,7,3.39,23.73,INV-00045320,PRD-00185
INI-000015633,5,37.48,187.39999999999998,INV-00047260,PRD-00006
INI-000015634,3,14.51,43.53,INV-00040055,PRD-00002
INI-000015635,1,59.25,59.25,INV-00002607,PRD-00160
INI-000015636,8,58.22,465.76,INV-00041071,PRD-00025
INI-000015637,8,23.9,191.2,INV-00008338,PRD-00075
INI-000015638,7,14.81,103.67,INV-00006868,PRD-00083
INI-000015639,5,17.51,87.55000000000001,INV-00044419,PRD-00096
INI-000015640,10,11.29,112.89999999999999,INV-00036667,PRD-00104
INI-000015641,9,17.35,156.15,INV-00004195,PRD-00155
INI-000015642,8,125.2,1001.6,INV-00008452,PRD-00126
INI-000015643,8,27.94,223.52,INV-00009087,PRD-00086
INI-000015644,2,55.73,111.46,INV-00018510,PRD-00170
INI-000015645,7,45.03,315.21000000000004,INV-00010344,PRD-00181
INI-000015646,10,37.62,376.2,INV-00047800,PRD-00143
INI-000015647,8,49.14,393.12,INV-00021690,PRD-00101
INI-000015648,5,9.25,46.25,INV-00009109,PRD-00127
INI-000015649,2,40.76,81.52,INV-00010236,PRD-00131
INI-000015650,2,96.85,193.7,INV-00016600,PRD-00148
INI-000015651,1,18.0,18.0,INV-00041684,PRD-00145
INI-000015652,2,19.58,39.16,INV-00047136,PRD-00192
INI-000015653,3,57.69,173.07,INV-00000048,PRD-00110
INI-000015654,5,36.81,184.05,INV-00047439,PRD-00193
INI-000015655,2,51.97,103.94,INV-00043616,PRD-00087
INI-000015656,4,20.73,82.92,INV-00045482,PRD-00007
INI-000015657,9,28.65,257.84999999999997,INV-00012232,PRD-00141
INI-000015658,4,116.04,464.16,INV-00046418,PRD-00114
INI-000015659,9,26.79,241.10999999999999,INV-00003934,PRD-00164
INI-000015660,1,20.43,20.43,INV-00037279,PRD-00031
INI-000015661,3,16.69,50.07000000000001,INV-00012631,PRD-00154
INI-000015662,6,14.79,88.74,INV-00007040,PRD-00180
INI-000015663,3,25.17,75.51,INV-00043289,PRD-00032
INI-000015664,4,45.1,180.4,INV-00030227,PRD-00082
INI-000015665,7,29.24,204.67999999999998,INV-00003787,PRD-00113
INI-000015666,1,26.11,26.11,INV-00001065,PRD-00158
INI-000015667,4,43.21,172.84,INV-00009030,PRD-00010
INI-000015668,9,27.23,245.07,INV-00009154,PRD-00094
INI-000015669,10,44.61,446.1,INV-00037338,PRD-00120
INI-000015670,5,25.06,125.3,INV-00029383,PRD-00144
INI-000015671,1,16.68,16.68,INV-00036620,PRD-00135
INI-000015672,5,150.11,750.5500000000001,INV-00013325,PRD-00193
INI-000015673,10,65.6,656.0,INV-00043019,PRD-00127
INI-000015674,10,56.03,560.3,INV-00027582,PRD-00002
INI-000015675,9,60.74,546.66,INV-00032985,PRD-00127
INI-000015676,2,22.7,45.4,INV-00017318,PRD-00006
INI-000015677,7,63.13,441.91,INV-00043900,PRD-00031
INI-000015678,9,22.59,203.31,INV-00007479,PRD-00137
INI-000015679,10,53.09,530.9000000000001,INV-00006614,PRD-00083
INI-000015680,6,246.29,1477.74,INV-00039728,PRD-00092
INI-000015681,3,354.24,1062.72,INV-00037432,PRD-00052
INI-000015682,9,10.92,98.28,INV-00002830,PRD-00130
INI-000015683,9,27.78,250.02,INV-00045047,PRD-00026
INI-000015684,1,25.51,25.51,INV-00042972,PRD-00001
INI-000015685,10,37.94,379.4,INV-00024159,PRD-00024
INI-000015686,7,17.72,124.03999999999999,INV-00009751,PRD-00135
INI-000015687,8,29.66,237.28,INV-00019633,PRD-00113
INI-000015688,9,17.45,157.04999999999998,INV-00029606,PRD-00194
INI-000015689,4,42.33,169.32,INV-00023634,PRD-00066
INI-000015690,9,15.26,137.34,INV-00024458,PRD-00043
INI-000015691,3,26.06,78.17999999999999,INV-00019872,PRD-00052
INI-000015692,7,27.15,190.04999999999998,INV-00031874,PRD-00068
INI-000015693,2,51.72,103.44,INV-00024608,PRD-00076
INI-000015694,3,27.47,82.41,INV-00003268,PRD-00056
INI-000015695,1,17.69,17.69,INV-00022053,PRD-00038
INI-000015696,8,40.55,324.4,INV-00014583,PRD-00150
INI-000015697,6,40.92,245.52,INV-00025652,PRD-00037
INI-000015698,4,36.48,145.92,INV-00009129,PRD-00040
INI-000015699,6,35.22,211.32,INV-00006487,PRD-00136
INI-000015700,10,70.0,700.0,INV-00014001,PRD-00019
INI-000015701,10,31.79,317.9,INV-00031533,PRD-00068
INI-000015702,8,102.34,818.72,INV-00042490,PRD-00157
INI-000015703,9,66.8,601.1999999999999,INV-00010426,PRD-00004
INI-000015704,3,67.23,201.69,INV-00040431,PRD-00104
INI-000015705,3,16.18,48.54,INV-00011263,PRD-00157
INI-000015706,5,123.49,617.4499999999999,INV-00012437,PRD-00200
INI-000015707,5,22.34,111.7,INV-00026420,PRD-00001
INI-000015708,2,52.64,105.28,INV-00048480,PRD-00072
INI-000015709,5,66.19,330.95,INV-00000326,PRD-00149
INI-000015710,6,30.7,184.2,INV-00032048,PRD-00048
INI-000015711,9,16.72,150.48,INV-00029088,PRD-00075
INI-000015712,3,12.76,38.28,INV-00045733,PRD-00147
INI-000015713,7,481.46,3370.22,INV-00042121,PRD-00053
INI-000015714,6,65.14,390.84000000000003,INV-00006050,PRD-00188
INI-000015715,10,21.24,212.39999999999998,INV-00022608,PRD-00119
INI-000015716,2,77.76,155.52,INV-00023603,PRD-00164
INI-000015717,10,18.14,181.4,INV-00023578,PRD-00149
INI-000015718,5,49.61,248.05,INV-00041272,PRD-00091
INI-000015719,6,19.03,114.18,INV-00007662,PRD-00126
INI-000015720,8,43.92,351.36,INV-00032943,PRD-00152
INI-000015721,1,48.31,48.31,INV-00042886,PRD-00105
INI-000015722,4,56.84,227.36,INV-00015752,PRD-00014
INI-000015723,3,9.03,27.089999999999996,INV-00014952,PRD-00031
INI-000015724,2,58.24,116.48,INV-00011303,PRD-00009
INI-000015725,6,47.76,286.56,INV-00002243,PRD-00182
INI-000015726,6,70.53,423.18,INV-00042155,PRD-00069
INI-000015727,3,61.57,184.71,INV-00011026,PRD-00122
INI-000015728,6,22.92,137.52,INV-00039960,PRD-00134
INI-000015729,5,87.32,436.59999999999997,INV-00049304,PRD-00128
INI-000015730,5,27.25,136.25,INV-00028294,PRD-00108
INI-000015731,6,21.48,128.88,INV-00005964,PRD-00196
INI-000015732,9,18.12,163.08,INV-00014780,PRD-00009
INI-000015733,4,35.7,142.8,INV-00025899,PRD-00131
INI-000015734,3,32.99,98.97,INV-00001411,PRD-00079
INI-000015735,2,17.97,35.94,INV-00048035,PRD-00066
INI-000015736,4,11.2,44.8,INV-00008868,PRD-00094
INI-000015737,6,15.31,91.86,INV-00017424,PRD-00157
INI-000015738,8,17.38,139.04,INV-00029465,PRD-00162
INI-000015739,10,79.59,795.9000000000001,INV-00000211,PRD-00127
INI-000015740,7,32.82,229.74,INV-00040070,PRD-00087
INI-000015741,2,33.33,66.66,INV-00026039,PRD-00150
INI-000015742,5,95.8,479.0,INV-00043413,PRD-00163
INI-000015743,8,15.29,122.32,INV-00002141,PRD-00171
INI-000015744,1,40.19,40.19,INV-00012317,PRD-00115
INI-000015745,1,15.68,15.68,INV-00005028,PRD-00100
INI-000015746,10,21.94,219.4,INV-00032091,PRD-00040
INI-000015747,9,16.09,144.81,INV-00027634,PRD-00174
INI-000015748,10,32.02,320.20000000000005,INV-00039154,PRD-00034
INI-000015749,6,21.79,130.74,INV-00048447,PRD-00174
INI-000015750,2,12.77,25.54,INV-00002718,PRD-00119
INI-000015751,10,198.51,1985.1,INV-00024379,PRD-00061
INI-000015752,9,99.91,899.1899999999999,INV-00009327,PRD-00186
INI-000015753,4,38.38,153.52,INV-00006074,PRD-00008
INI-000015754,3,91.36,274.08,INV-00035184,PRD-00178
INI-000015755,10,19.33,193.29999999999998,INV-00039835,PRD-00089
INI-000015756,2,31.11,62.22,INV-00026461,PRD-00083
INI-000015757,2,16.67,33.34,INV-00019819,PRD-00091
INI-000015758,6,37.85,227.10000000000002,INV-00018067,PRD-00136
INI-000015759,9,10.18,91.62,INV-00037284,PRD-00113
INI-000015760,3,17.7,53.099999999999994,INV-00002830,PRD-00058
INI-000015761,5,59.9,299.5,INV-00018066,PRD-00162
INI-000015762,2,39.43,78.86,INV-00037173,PRD-00168
INI-000015763,8,16.96,135.68,INV-00035601,PRD-00010
INI-000015764,6,27.42,164.52,INV-00045971,PRD-00004
INI-000015765,7,16.06,112.41999999999999,INV-00043040,PRD-00146
INI-000015766,4,43.78,175.12,INV-00036386,PRD-00113
INI-000015767,7,29.01,203.07000000000002,INV-00014593,PRD-00132
INI-000015768,7,60.77,425.39000000000004,INV-00005186,PRD-00152
INI-000015769,9,28.77,258.93,INV-00026586,PRD-00136
INI-000015770,10,36.22,362.2,INV-00021218,PRD-00095
INI-000015771,2,30.69,61.38,INV-00003534,PRD-00156
INI-000015772,6,15.67,94.02,INV-00047324,PRD-00054
INI-000015773,8,19.13,153.04,INV-00007830,PRD-00120
INI-000015774,10,34.87,348.7,INV-00028788,PRD-00037
INI-000015775,2,61.15,122.3,INV-00014694,PRD-00129
INI-000015776,6,28.66,171.96,INV-00007300,PRD-00187
INI-000015777,9,27.12,244.08,INV-00039787,PRD-00121
INI-000015778,5,21.1,105.5,INV-00007969,PRD-00170
INI-000015779,6,35.27,211.62,INV-00012493,PRD-00093
INI-000015780,10,33.78,337.8,INV-00022447,PRD-00026
INI-000015781,5,106.05,530.25,INV-00040345,PRD-00061
INI-000015782,6,51.28,307.68,INV-00002881,PRD-00024
INI-000015783,5,6.52,32.599999999999994,INV-00013387,PRD-00037
INI-000015784,1,20.54,20.54,INV-00047114,PRD-00049
INI-000015785,6,22.64,135.84,INV-00025219,PRD-00008
INI-000015786,9,49.35,444.15000000000003,INV-00049089,PRD-00052
INI-000015787,2,29.99,59.98,INV-00007431,PRD-00016
INI-000015788,10,52.22,522.2,INV-00015795,PRD-00188
INI-000015789,7,42.37,296.59,INV-00002276,PRD-00019
INI-000015790,1,58.55,58.55,INV-00017713,PRD-00041
INI-000015791,4,22.31,89.24,INV-00047042,PRD-00048
INI-000015792,9,53.57,482.13,INV-00032439,PRD-00063
INI-000015793,4,61.84,247.36,INV-00009134,PRD-00117
INI-000015794,1,54.48,54.48,INV-00006702,PRD-00171
INI-000015795,4,70.63,282.52,INV-00003385,PRD-00183
INI-000015796,8,13.03,104.24,INV-00001231,PRD-00033
INI-000015797,7,109.41,765.87,INV-00035993,PRD-00029
INI-000015798,4,26.57,106.28,INV-00038240,PRD-00084
INI-000015799,3,51.51,154.53,INV-00039957,PRD-00135
INI-000015800,6,112.96,677.76,INV-00046537,PRD-00040
INI-000015801,6,33.56,201.36,INV-00014777,PRD-00164
INI-000015802,10,39.49,394.90000000000003,INV-00039654,PRD-00028
INI-000015803,9,24.68,222.12,INV-00028568,PRD-00096
INI-000015804,3,27.19,81.57000000000001,INV-00046676,PRD-00122
INI-000015805,4,11.52,46.08,INV-00028208,PRD-00032
INI-000015806,4,52.83,211.32,INV-00045443,PRD-00051
INI-000015807,2,60.78,121.56,INV-00034811,PRD-00145
INI-000015808,5,84.68,423.40000000000003,INV-00014914,PRD-00147
INI-000015809,9,22.13,199.17,INV-00042337,PRD-00107
INI-000015810,5,75.9,379.5,INV-00046370,PRD-00012
INI-000015811,4,14.75,59.0,INV-00036154,PRD-00044
INI-000015812,8,200.74,1605.92,INV-00009074,PRD-00123
INI-000015813,4,8.48,33.92,INV-00008477,PRD-00079
INI-000015814,1,192.7,192.7,INV-00026587,PRD-00048
INI-000015815,10,18.43,184.3,INV-00032141,PRD-00183
INI-000015816,1,39.61,39.61,INV-00034044,PRD-00122
INI-000015817,10,134.34,1343.4,INV-00024584,PRD-00190
INI-000015818,7,25.89,181.23000000000002,INV-00025588,PRD-00025
INI-000015819,3,59.96,179.88,INV-00010671,PRD-00136
INI-000015820,1,32.38,32.38,INV-00006312,PRD-00163
INI-000015821,2,20.49,40.98,INV-00018070,PRD-00026
INI-000015822,7,24.11,168.76999999999998,INV-00043778,PRD-00121
INI-000015823,4,28.81,115.24,INV-00005400,PRD-00111
INI-000015824,6,21.89,131.34,INV-00034416,PRD-00185
INI-000015825,7,33.86,237.01999999999998,INV-00025086,PRD-00102
INI-000015826,9,26.79,241.10999999999999,INV-00007824,PRD-00087
INI-000015827,5,58.29,291.45,INV-00043236,PRD-00156
INI-000015828,1,20.14,20.14,INV-00006478,PRD-00117
INI-000015829,6,26.51,159.06,INV-00017783,PRD-00184
INI-000015830,4,31.39,125.56,INV-00040155,PRD-00113
INI-000015831,8,125.54,1004.32,INV-00036521,PRD-00017
INI-000015832,8,5.78,46.24,INV-00017587,PRD-00131
INI-000015833,2,28.31,56.62,INV-00013195,PRD-00082
INI-000015834,2,28.96,57.92,INV-00018403,PRD-00197
INI-000015835,10,11.79,117.89999999999999,INV-00014844,PRD-00182
INI-000015836,1,60.51,60.51,INV-00018524,PRD-00088
INI-000015837,3,24.23,72.69,INV-00001894,PRD-00059
INI-000015838,10,34.66,346.59999999999997,INV-00017517,PRD-00005
INI-000015839,5,13.84,69.2,INV-00044568,PRD-00118
INI-000015840,7,20.56,143.92,INV-00048053,PRD-00007
INI-000015841,6,23.61,141.66,INV-00001925,PRD-00144
INI-000015842,2,78.35,156.7,INV-00012378,PRD-00153
INI-000015843,2,33.73,67.46,INV-00048038,PRD-00052
INI-000015844,1,22.65,22.65,INV-00022590,PRD-00191
INI-000015845,1,16.19,16.19,INV-00011933,PRD-00021
INI-000015846,6,53.14,318.84000000000003,INV-00031521,PRD-00179
INI-000015847,7,30.43,213.01,INV-00046074,PRD-00088
INI-000015848,2,111.85,223.7,INV-00000946,PRD-00036
INI-000015849,6,113.57,681.42,INV-00019823,PRD-00155
INI-000015850,5,26.3,131.5,INV-00038735,PRD-00040
INI-000015851,4,50.28,201.12,INV-00038180,PRD-00146
INI-000015852,10,15.55,155.5,INV-00036510,PRD-00069
INI-000015853,6,28.38,170.28,INV-00016960,PRD-00061
INI-000015854,10,54.51,545.1,INV-00047231,PRD-00071
INI-000015855,7,11.81,82.67,INV-00043322,PRD-00193
INI-000015856,5,43.26,216.29999999999998,INV-00043665,PRD-00194
INI-000015857,4,34.84,139.36,INV-00001517,PRD-00051
INI-000015858,7,57.99,405.93,INV-00017947,PRD-00157
INI-000015859,1,66.01,66.01,INV-00023352,PRD-00146
INI-000015860,8,15.18,121.44,INV-00021667,PRD-00166
INI-000015861,2,55.53,111.06,INV-00029658,PRD-00041
INI-000015862,3,71.95,215.85000000000002,INV-00006454,PRD-00167
INI-000015863,10,19.02,190.2,INV-00038611,PRD-00141
INI-000015864,2,80.4,160.8,INV-00019238,PRD-00155
INI-000015865,4,37.88,151.52,INV-00041327,PRD-00099
INI-000015866,7,19.42,135.94,INV-00043631,PRD-00089
INI-000015867,9,78.16,703.4399999999999,INV-00003257,PRD-00025
INI-000015868,8,81.06,648.48,INV-00022367,PRD-00191
INI-000015869,3,13.8,41.400000000000006,INV-00036521,PRD-00163
INI-000015870,10,15.05,150.5,INV-00002352,PRD-00060
INI-000015871,9,35.49,319.41,INV-00024046,PRD-00084
INI-000015872,7,9.53,66.71,INV-00031352,PRD-00138
INI-000015873,5,39.91,199.54999999999998,INV-00029848,PRD-00111
INI-000015874,3,57.29,171.87,INV-00019732,PRD-00184
INI-000015875,10,51.73,517.3,INV-00019471,PRD-00029
INI-000015876,10,81.29,812.9000000000001,INV-00025353,PRD-00177
INI-000015877,6,22.95,137.7,INV-00016464,PRD-00164
INI-000015878,9,199.11,1791.9900000000002,INV-00035531,PRD-00159
INI-000015879,6,33.1,198.60000000000002,INV-00031107,PRD-00094
INI-000015880,8,29.27,234.16,INV-00002629,PRD-00180
INI-000015881,9,18.32,164.88,INV-00009916,PRD-00178
INI-000015882,2,19.8,39.6,INV-00008454,PRD-00199
INI-000015883,7,25.51,178.57000000000002,INV-00013365,PRD-00158
INI-000015884,8,43.65,349.2,INV-00008409,PRD-00143
INI-000015885,10,12.11,121.1,INV-00028363,PRD-00017
INI-000015886,6,18.69,112.14000000000001,INV-00010045,PRD-00131
INI-000015887,4,19.79,79.16,INV-00043328,PRD-00016
INI-000015888,3,72.82,218.45999999999998,INV-00030204,PRD-00058
INI-000015889,5,23.1,115.5,INV-00029467,PRD-00181
INI-000015890,7,123.57,864.99,INV-00040611,PRD-00046
INI-000015891,6,35.67,214.02,INV-00035079,PRD-00110
INI-000015892,3,53.36,160.07999999999998,INV-00004875,PRD-00045
INI-000015893,4,24.51,98.04,INV-00000649,PRD-00112
INI-000015894,6,31.96,191.76,INV-00001710,PRD-00117
INI-000015895,8,16.57,132.56,INV-00038076,PRD-00156
INI-000015896,1,23.66,23.66,INV-00014986,PRD-00051
INI-000015897,8,19.49,155.92,INV-00019920,PRD-00156
INI-000015898,1,64.9,64.9,INV-00035362,PRD-00171
INI-000015899,10,75.93,759.3000000000001,INV-00033938,PRD-00045
INI-000015900,3,36.97,110.91,INV-00006348,PRD-00012
INI-000015901,9,112.42,1011.78,INV-00010053,PRD-00018
