account_id,name,industry,country,annual_revenue,employees,created_at
ACC-0000809,Pacific Capital,health,CL,270773.43,183,2018-02-13 21:20:03
ACC-0000810,Cordillera Solutions,energy,CL,858322.15,52,2021-01-15 00:00:34
ACC-0000811,Norte Mining,manufacturing,ES,58209.17,58,2024-08-25 20:41:32
ACC-0000812,Vertex Labs,services,ES,403572.75,88,2021-05-04 05:29:49
ACC-0000813,Maipo Energy,retail,CL,1629983.94,120,2024-04-06 18:03:35
ACC-0000814,Pacific Logistics,finance,CL,942119.3,14,2025-06-19 05:17:15
ACC-0000815,Cordillera SpA,manufacturing,CL,870594.97,5,2021-02-24 15:32:27
ACC-0000816,Patagonia Data,retail,MX,900500.97,20,2023-03-29 13:03:45
ACC-0000817,Aurora Retail,health,ES,585811.81,56,2023-10-27 20:08:26
ACC-0000818,Andes Networks,manufacturing,US,16799.96,10,2018-05-08 18:01:21
ACC-0000819,Cobre Tech,health,US,3298013.85,88,2020-10-21 04:54:40
ACC-0000820,Hierro Tech,services,CL,320384.08,159,2023-11-26 01:43:39
ACC-0000821,Maya S.A.,tech,BR,79039.06,31,2022-12-14 01:10:17
ACC-0000822,Atacama Energy,education,PE,394494.19,11,2024-10-07 21:09:17
ACC-0000823,Tropic Tech,health,BR,705646.97,24,2019-11-26 06:58:43
ACC-0000824,Norte Capital,tech,US,874261.75,30,2021-08-15 03:08:51
ACC-0000825,Cordillera Labs,health,MX,1868572.83,96,2024-11-19 19:52:32
ACC-0000826,Cobre Group,energy,MX,3769353.65,61,2025-06-24 11:20:19
ACC-0000827,Nova Foods,health,BR,1170575.08,82,2018-02-27 00:21:18
ACC-0000828,Bio Cloud,retail,CO,677409.72,24,2025-12-09 21:37:21
ACC-0000829,Litio Mining,finance,MX,100878.92,81,2018-04-30 12:06:02
ACC-0000830,Cobalto Retail,finance,US,636207.05,7,2024-06-30 06:29:08
ACC-0000831,Cobre Mining,finance,ES,202135.88,619,2018-05-29 02:06:47
ACC-0000832,Plata Industries,finance,BR,195070.99,65,2021-04-21 12:39:09
ACC-0000833,Global Foods,energy,CO,48244.9,117,2022-10-04 14:31:54
ACC-0000834,Aurora Networks,finance,MX,380640.59,196,2018-11-29 12:59:47
ACC-0000835,Vino Data,tech,PE,627949.72,98,2025-05-02 15:23:59
ACC-0000836,Prima Partners,health,CO,336030.38,37,2022-01-09 17:04:34
ACC-0000837,Rio Tech,education,CL,154336.63,121,2023-04-30 14:38:20
ACC-0000838,Vertex SpA,manufacturing,AR,340732.78,32,2024-12-27 20:31:28
ACC-0000839,Tropic Group,manufacturing,CL,267456.35,79,2018-04-17 15:59:09
ACC-0000840,Patagonia SpA,manufacturing,US,475847.02,98,2025-08-22 05:13:17
ACC-0000841,Nova Cloud,education,AR,250788.28,42,2021-03-04 18:31:45
ACC-0000842,Andes SpA,tech,US,330272.5,28,2023-09-12 00:57:27
ACC-0000843,Hierro Energy,finance,BR,15265.3,14,2021-09-25 12:25:35
ACC-0000844,Salmon Holdings,retail,BR,677772.13,500,2020-10-06 02:28:46
ACC-0000845,Pacific Solutions,retail,CO,351030.48,87,2024-06-11 13:43:06
ACC-0000846,Rio Mining,finance,AR,213552.18,30,2025-05-05 00:44:10
ACC-0000847,Vertex Labs,education,CL,2539142.81,214,2025-08-01 06:52:54
ACC-0000848,Sur Data,services,MX,864789.27,25,2019-06-17 00:38:47
ACC-0000849,Andes Solutions,education,BR,274079.98,99,2023-05-17 08:23:35
ACC-0000850,Solar Logistics,health,MX,2943735.4,193,2023-11-02 18:26:36
ACC-0000851,Patagonia Data,retail,CL,100523.29,3,2020-09-15 15:25:12
ACC-0000852,Lumen Data,education,BR,1183869.93,605,2020-03-16 09:58:50
ACC-0000853,Rio Foods,tech,BR,650745.38,81,2025-11-07 10:47:44
ACC-0000854,Vertex Foods,finance,AR,1008134.69,24,2024-06-02 03:28:39
ACC-0000855,Patagonia Partners,finance,MX,678507.46,230,2019-08-30 14:59:54
ACC-0000856,Salmon Mining,tech,ES,51998.16,64,2018-11-07 17:38:32
ACC-0000857,Trigo Labs,energy,BR,750547.97,201,2023-09-22 21:23:20
ACC-0000858,Litio Tech,health,CO,1034312.31,9,2025-01-24 18:29:18
ACC-0000859,Aurora Pharma,health,CO,516504.05,43,2021-08-11 07:59:36
ACC-0000860,Atacama Mining,tech,CL,2564984.09,351,2018-08-05 14:17:40
ACC-0000861,Azteca Networks,services,CO,4543503.25,62,2024-02-12 09:15:34
ACC-0000862,Norte Mining,health,CL,284094.1,35,2022-11-29 04:56:54
ACC-0000863,Hierro Holdings,retail,ES,1252341.48,50,2022-10-18 11:45:25
ACC-0000864,Vertex Energy,retail,ES,309248.14,41,2019-06-24 13:11:47
ACC-0000865,Prima Cloud,retail,PE,409847.91,100,2019-05-23 16:53:27
ACC-0000866,Hierro S.A.,manufacturing,CL,1291142.48,130,2020-01-14 23:54:26
ACC-0000867,Plata SpA,tech,US,269371.72,92,2025-03-31 21:19:54
ACC-0000868,Sur Bank,services,CO,1903272.86,66,2019-11-27 08:58:03
ACC-0000869,Aurora Labs,manufacturing,PE,1642289.77,285,2021-09-20 02:27:31
ACC-0000870,Global Logistics,energy,BR,3354074.48,12,2022-09-04 22:06:51
ACC-0000871,Trigo Pharma,services,CL,3119696.2,82,2023-04-20 04:27:39
ACC-0000872,Lumen SpA,energy,CL,282744.54,52,2023-02-05 02:21:40
ACC-0000873,Maya Capital,education,ES,1653041.2,17,2024-03-24 08:41:49
ACC-0000874,Aurora Industries,services,PE,398998.8,87,2019-09-09 08:50:58
ACC-0000875,Vertex S.A.,services,CL,1296745.73,47,2019-07-16 03:31:00
ACC-0000876,Tropic Bank,services,CL,3277494.11,44,2024-10-18 01:56:14
ACC-0000877,Rio Group,manufacturing,PE,1376584.82,25,2023-08-29 09:30:56
ACC-0000878,Maya Partners,services,AR,2099870.49,78,2021-05-15 02:45:31
ACC-0000879,Nova Energy,manufacturing,ES,850433.86,7,2020-07-02 19:16:50
ACC-0000880,Cobalto Logistics,health,CL,329499.26,383,2023-05-23 23:25:11
ACC-0000881,Pacific Logistics,tech,CL,3358944.3,70,2022-10-19 20:54:50
ACC-0000882,Bio Cloud,finance,CL,1627380.32,97,2020-06-11 03:28:59
ACC-0000883,Selva Data,education,CL,141542.89,55,2020-03-24 17:58:43
ACC-0000884,Global Energy,retail,PE,62871.7,15,2019-05-19 22:03:36
ACC-0000885,Vertex Solutions,energy,AR,1419193.51,120,2025-06-08 04:26:14
ACC-0000886,Tropic Energy,manufacturing,AR,546989.8,21,2020-10-04 19:58:23
ACC-0000887,Bio Group,health,ES,445519.05,109,2025-07-05 03:33:11
ACC-0000888,Solar Tech,tech,CO,171270.5,9,2019-02-02 07:34:15
ACC-0000889,Cobalto Holdings,tech,ES,395373.28,42,2024-03-03 06:58:42
ACC-0000890,Solar Foods,manufacturing,US,390271.77,5,2023-11-06 01:06:12
ACC-0000891,Norte Energy,finance,CL,115819.05,9,2022-03-07 23:50:49
ACC-0000892,Selva Bank,retail,CL,346043.53,226,2018-04-27 14:51:24
ACC-0000893,Salmon Holdings,energy,MX,218506.86,44,2024-03-04 04:55:53
ACC-0000894,Pacific Bank,finance,PE,153238.87,9,2018-03-04 01:51:57
ACC-0000895,Cordillera Foods,energy,CL,54316.35,99,2022-01-04 02:53:06
ACC-0000896,Vertex Industries,tech,AR,257064.98,17,2021-05-28 09:17:25
ACC-0000897,Bio Solutions,tech,CL,157306.96,267,2022-07-25 23:14:51
ACC-0000898,Hierro Tech,services,CL,187618.64,118,2019-09-10 23:12:28
ACC-0000899,Cobre Retail,services,MX,246069.13,775,2021-10-26 08:45:57
ACC-0000900,Aurora Partners,manufacturing,PE,313124.28,14,2018-08-19 23:57:28
ACC-0000901,Bio Pharma,manufacturing,CL,251422.14,78,2025-04-19 08:40:00
ACC-0000902,Vino Labs,services,US,494189.56,18,2020-05-30 14:03:04
ACC-0000903,Inca Bank,tech,CL,1527177.04,32,2022-09-11 14:44:09
ACC-0000904,Litio SpA,manufacturing,PE,341769.04,249,2025-08-15 23:26:42
ACC-0000905,Salmon Retail,retail,CO,219636.81,15,2018-01-17 16:15:12
ACC-0000906,Lumen Industries,finance,AR,4493982.38,75,2020-11-25 15:53:18
ACC-0000907,Prima Holdings,finance,MX,35684.33,26,2023-04-24 05:40:28
ACC-0000908,Pacific Data,finance,CL,532971.27,36,2023-08-10 08:55:00
ACC-0000909,Norte Tech,retail,CO,182740.59,152,2018-08-17 02:44:32
ACC-0000910,Bio Industries,services,CL,1652791.94,156,2019-07-03 05:48:16
ACC-0000911,Sur Tech,manufacturing,US,336186.28,231,2021-06-25 10:09:56
ACC-0000912,Plata Energy,retail,PE,67631.77,171,2024-09-07 09:00:19
ACC-0000913,Vertex Partners,finance,MX,176825.45,6,2019-08-11 18:22:48
ACC-0000914,Sur Bank,education,CO,725719.2,22,2022-06-30 14:44:46
ACC-0000915,Pacific Tech,energy,CL,176569.51,239,2022-08-18 21:25:53
ACC-0000916,Maya S.A.,manufacturing,BR,573677.15,96,2018-03-18 06:15:57
ACC-0000917,Patagonia Logistics,tech,AR,660405.6,62,2025-08-20 18:15:26
ACC-0000918,Prima Energy,tech,CO,34290.64,10,2023-10-09 12:08:30
ACC-0000919,Plata Data,manufacturing,US,2428182.72,10,2022-05-16 11:01:28
ACC-0000920,Hierro Tech,retail,CO,1544100.26,134,2019-10-11 07:41:02
ACC-0000921,Plata Group,retail,CO,191660.2,22,2019-05-24 15:01:10
ACC-0000922,Vertex Mining,retail,AR,217321.23,37,2024-02-04 13:04:43
ACC-0000923,Patagonia Holdings,education,BR,1245667.79,218,2018-09-16 20:55:57
ACC-0000924,Trigo Bank,manufacturing,CL,91685.3,16,2025-07-31 07:06:35
ACC-0000925,Lumen Energy,finance,CL,261671.79,32,2019-12-12 20:52:16
ACC-0000926,Prima Energy,retail,PE,1308908.25,47,2022-03-19 01:39:32
ACC-0000927,Aurora Solutions,finance,US,3147668.62,258,2025-08-22 12:38:05
ACC-0000928,Inca Cloud,health,US,280358.16,277,2019-09-26 15:37:51
ACC-0000929,Lumen Industries,retail,CL,28934595.4,12,2019-11-01 00:25:09
ACC-0000930,Cobalto Networks,health,BR,141896.92,132,2022-01-31 12:25:56
ACC-0000931,Maipo Energy,tech,CL,121870.49,10,2018-01-03 14:10:27
ACC-0000932,Maya Pharma,health,BR,693434.82,26,2022-03-21 21:13:47
ACC-0000933,Cordillera SpA,manufacturing,CL,151758.43,29,2024-05-16 20:01:58
ACC-0000934,Plata SpA,education,ES,99528.27,44,2021-02-17 16:43:02
ACC-0000935,Atacama Capital,tech,CL,210192.18,16,2019-07-15 16:27:43
ACC-0000936,Prima Capital,finance,MX,824911.43,28,2025-03-24 02:15:15
ACC-0000937,Sur Foods,manufacturing,CL,218452.7,45,2023-11-01 07:07:26
ACC-0000938,Global Group,finance,CO,38032.72,18,2024-05-23 07:10:38
ACC-0000939,Prima Tech,energy,CL,503699.69,153,2020-03-04 16:06:44
ACC-0000940,Maya Energy,finance,AR,198192.82,110,2020-04-20 14:54:33
ACC-0000941,Pacific Partners,services,ES,461949.59,70,2020-10-26 23:01:49
ACC-0000942,Trigo Group,services,PE,1526004.99,43,2023-01-10 13:34:58
ACC-0000943,Patagonia Energy,tech,ES,407414.52,57,2018-02-26 13:34:19
ACC-0000944,Trigo Bank,education,MX,683678.66,22,2022-07-02 12:22:24
ACC-0000945,Sur Logistics,tech,PE,857008.61,37,2019-11-07 12:10:01
ACC-0000946,Bio Pharma,retail,CL,270209.39,23,2021-11-07 23:29:31
ACC-0000947,Tropic Mining,tech,BR,501585.93,109,2022-03-12 05:41:00
ACC-0000948,Azteca Partners,finance,CO,81565.39,26,2020-01-22 20:08:29
ACC-0000949,Azteca Logistics,energy,AR,4434713.73,67,2022-08-10 02:11:57
ACC-0000950,Maya Pharma,services,CL,145499.43,215,2022-01-04 08:44:39
ACC-0000951,Vino Cloud,finance,CL,274814.15,60,2025-03-28 18:31:36
ACC-0000952,Cordillera Networks,tech,BR,2705231.75,120,2021-10-03 18:58:49
ACC-0000953,Litio Capital,education,CL,481628.64,144,2018-09-27 07:48:50
ACC-0000954,Atacama Energy,retail,CL,29380.83,105,2025-06-04 20:48:03
ACC-0000955,Lumen Group,retail,BR,933194.3,80,2024-01-19 22:29:09
ACC-0000956,Patagonia Bank,tech,CL,1178140.5,24,2023-12-31 08:27:14
ACC-0000957,Sur Cloud,tech,CL,1025095.55,3,2023-07-30 02:38:57
ACC-0000958,Litio Retail,finance,CL,1568403.3,22,2021-04-03 17:34:59
ACC-0000959,Andes Partners,manufacturing,CL,1324339.52,314,2018-04-12 04:57:48
ACC-0000960,Norte Tech,tech,CL,1574136.09,214,2019-04-03 23:52:10
ACC-0000961,Aurora Cloud,energy,ES,1284186.97,43,2019-08-07 15:40:40
ACC-0000962,Patagonia Pharma,retail,ES,219323.67,124,2021-06-06 12:32:50
ACC-0000963,Maipo Mining,health,PE,353988.42,99,2020-06-12 13:50:26
ACC-0000964,Pacific SpA,education,CL,498074.99,264,2018-11-03 02:20:25
ACC-0000965,Trigo Energy,manufacturing,PE,283058.51,1737,2023-07-02 11:37:43
ACC-0000966,Solar Holdings,retail,MX,73743.97,19,2023-08-20 16:55:29
ACC-0000967,Global Partners,health,BR,217113.22,65,2023-02-20 15:53:28
ACC-0000968,Salmon Labs,energy,MX,2530312.09,73,2021-08-24 01:58:01
ACC-0000969,Cobre Data,finance,MX,154199.51,19,2024-03-15 02:19:52
ACC-0000970,Hierro Bank,tech,MX,107217.32,172,2023-05-26 17:49:28
ACC-0000971,Trigo Tech,tech,AR,769797.09,34,2025-03-23 13:41:42
ACC-0000972,Hierro Industries,services,CL,599971.41,57,2024-09-11 11:28:33
ACC-0000973,Salmon Labs,services,CO,561852.26,790,2022-07-21 07:26:11
ACC-0000974,Maya Energy,manufacturing,MX,1517485.26,43,2021-03-15 12:39:23
ACC-0000975,Sur Mining,tech,CL,85265.14,196,2025-02-20 11:28:50
ACC-0000976,Cordillera Foods,finance,CL,85897.5,85,2023-11-01 18:32:41
ACC-0000977,Cobre Logistics,health,ES,51626.01,7,2018-02-25 08:08:37
ACC-0000978,Vino Solutions,health,AR,453123.88,8,2022-02-21 16:24:09
ACC-0000979,Atacama SpA,manufacturing,AR,768588.19,10,2024-04-05 22:01:52
ACC-0000980,Litio SpA,energy,US,573730.37,188,2020-04-21 13:31:55
ACC-0000981,Inca Bank,manufacturing,AR,16277.03,126,2022-10-27 08:56:30
ACC-0000982,Vertex Cloud,retail,CL,2072107.29,134,2023-01-02 23:06:45
ACC-0000983,Tropic Bank,tech,ES,2246674.25,170,2020-10-23 21:54:31
ACC-0000984,Rio Bank,finance,CL,1760236.05,23,2019-02-16 09:06:54
ACC-0000985,Lumen Solutions,tech,US,227653.2,37,2024-07-20 16:21:45
ACC-0000986,Inca Foods,manufacturing,CO,462247.66,110,2021-07-31 10:29:05
ACC-0000987,Patagonia Mining,manufacturing,MX,154681.1,149,2020-10-09 05:12:47
ACC-0000988,Cobre Labs,energy,AR,82872.5,29,2025-05-12 12:08:02
ACC-0000989,Global Tech,retail,ES,119564.24,71,2020-10-13 17:39:00
ACC-0000990,Litio Cloud,finance,US,598627.72,24,2018-03-01 22:21:40
ACC-0000991,Prima Retail,retail,CL,395289.18,13,2018-03-16 06:02:47
ACC-0000992,Global Logistics,education,BR,287852.89,19,2019-01-20 04:05:50
ACC-0000993,Patagonia SpA,services,CO,718505.8,69,2020-01-29 12:02:16
ACC-0000994,Selva Cloud,services,PE,276024.36,73,2021-02-03 21:22:58
ACC-0000995,Inca Holdings,services,CL,131900.55,25,2021-06-02 16:06:52
ACC-0000996,Sur Tech,finance,CL,175052.16,4,2019-01-21 14:08:39
ACC-0000997,Hierro Networks,manufacturing,CO,2466441.07,52,2022-10-26 04:41:40
ACC-0000998,Solar Data,health,ES,270989.96,773,2018-12-09 14:35:46
ACC-0000999,Hierro Capital,retail,MX,6854403.05,50,2021-04-07 13:31:15
ACC-0001000,Tropic Pharma,retail,MX,1719026.08,148,2021-12-07 00:51:45
ACC-0001001,Litio Capital,energy,BR,72624.23,135,2020-01-01 00:16:37
ACC-0001002,Global Group,finance,CL,50602.43,269,2025-02-14 14:43:34
ACC-0001003,Tropic Bank,finance,US,24237.32,14,2024-03-14 13:53:06
ACC-0001004,Norte Retail,manufacturing,CL,1124811.46,144,2025-05-13 08:16:44
ACC-0001005,Sur Logistics,finance,CL,353819.09,279,2022-05-15 15:25:24
ACC-0001006,Cordillera Retail,energy,US,237087.81,21,2023-10-07 23:00:30
ACC-0001007,Cordillera Bank,finance,PE,157420.1,48,2022-01-31 23:22:11
ACC-0001008,Pacific Labs,tech,CL,138959.82,640,2019-09-13 03:45:05
ACC-0001009,Sur Industries,manufacturing,ES,196940.51,184,2025-11-10 09:01:44
ACC-0001010,Patagonia Logistics,energy,CL,87555.56,75,2024-09-25 11:48:17
ACC-0001011,Nova Partners,health,CL,54294.34,100,2024-02-12 01:29:03
ACC-0001012,Plata Tech,finance,MX,290616.34,526,2019-10-13 17:04:30
ACC-0001013,Norte Capital,services,CO,377006.11,58,2023-02-21 14:34:48
ACC-0001014,Prima Industries,education,CL,2613139.32,17,2024-12-24 01:21:27
ACC-0001015,Vertex Data,education,ES,74480.15,15,2025-05-27 23:54:11
ACC-0001016,Solar Foods,retail,CL,313414.58,5,2023-10-08 12:22:51
ACC-0001017,Trigo Labs,health,MX,189969.65,63,2019-08-23 05:13:40
ACC-0001018,Litio Solutions,manufacturing,AR,140074.66,98,2025-01-14 07:34:22
ACC-0001019,Cordillera Tech,services,MX,635101.79,320,2018-09-01 15:01:27
ACC-0001020,Selva Foods,retail,CL,182572.58,27,2019-07-25 22:20:48
ACC-0001021,Norte Networks,finance,MX,3302158.98,14,2018-01-31 19:43:58
ACC-0001022,Norte Energy,tech,MX,614890.62,10,2018-04-11 19:04:58
ACC-0001023,Aurora Data,health,CL,1121922.52,32,2024-08-17 03:44:08
ACC-0001024,Salmon Retail,finance,MX,2884655.75,21,2022-04-03 03:08:26
ACC-0001025,Litio Retail,education,ES,227806.45,113,2021-06-20 08:12:53
ACC-0001026,Bio Tech,finance,CL,917375.33,24,2024-08-10 15:41:26
ACC-0001027,Maya Holdings,tech,CO,1592086.54,814,2018-12-22 13:35:09
ACC-0001028,Solar SpA,finance,CL,2103843.88,6,2020-05-08 18:22:59
ACC-0001029,Salmon Bank,retail,PE,128227.06,19,2018-10-07 07:08:11
ACC-0001030,Inca Bank,retail,CL,1201096.31,229,2023-12-12 13:02:10
ACC-0001031,Hierro Tech,education,BR,90274.85,611,2025-06-26 00:14:52
ACC-0001032,Solar Labs,tech,US,1310493.46,30,2019-02-20 04:19:53
ACC-0001033,Cobre Mining,tech,CO,22627.89,8,2024-05-29 19:21:37
ACC-0001034,Selva Group,education,CL,156267.52,12,2021-03-20 11:54:25
ACC-0001035,Maipo Foods,education,MX,11776099.96,74,2018-01-12 02:40:02
ACC-0001036,Hierro Mining,manufacturing,MX,507751.36,44,2018-02-19 23:12:04
ACC-0001037,Lumen Industries,education,CO,58722.35,29,2020-08-10 22:11:09
ACC-0001038,Nova Industries,energy,CL,475566.35,114,2018-03-16 18:10:54
ACC-0001039,Sur Capital,retail,MX,570156.1,480,2022-11-05 20:32:15
ACC-0001040,Patagonia Solutions,health,MX,1183564.31,21,2024-12-24 18:25:45
ACC-0001041,Vino Foods,education,CL,2356959.68,139,2023-04-17 01:12:44
ACC-0001042,Litio Networks,health,US,201140.14,18,2019-11-15 01:48:31
ACC-0001043,Litio Data,energy,AR,1109958.85,9,2023-01-29 21:05:07
ACC-0001044,Tropic Cloud,finance,CL,363205.39,35,2019-09-25 09:30:07
ACC-0001045,Vertex S.A.,energy,US,116277.65,123,2025-02-28 02:15:59
ACC-0001046,Maipo Partners,retail,MX,490686.69,47,2024-06-04 00:14:15
ACC-0001047,Prima Labs,tech,ES,229537.47,33,2019-12-29 02:53:36
ACC-0001048,Inca Holdings,retail,MX,113816.87,16,2024-06-03 19:40:50
ACC-0001049,Azteca Holdings,retail,AR,863022.29,53,2019-07-08 02:05:13
ACC-0001050,Solar Retail,health,MX,119767.91,25,2018-08-07 15:39:11
ACC-0001051,Maipo Holdings,retail,MX,205644.93,2,2024-11-09 01:35:33
ACC-0001052,Atacama Labs,education,AR,1623977.39,9,2022-08-02 11:45:11
ACC-0001053,Cordillera Cloud,education,CL,116428.84,81,2019-10-13 22:10:21
ACC-0001054,Hierro Group,finance,US,1129882.21,39,2023-09-07 22:58:56
ACC-0001055,Vino Capital,retail,CL,38166.91,184,2021-04-21 07:02:06
ACC-0001056,Cobre Energy,manufacturing,CO,1609100.62,69,2023-07-13 12:49:14
ACC-0001057,Global Group,finance,AR,76179.3,17,2019-11-08 12:08:25
ACC-0001058,Atacama Networks,health,ES,193726.91,87,2020-08-25 16:46:58
ACC-0001059,Litio Foods,education,CO,111011.62,126,2022-01-19 19:57:32
ACC-0001060,Cobalto Retail,energy,CL,602133.57,16,2018-01-22 05:06:52
ACC-0001061,Global Partners,retail,MX,256371.83,29,2018-05-04 18:45:04
ACC-0001062,Norte Energy,finance,PE,199810.92,230,2021-06-27 18:27:30
ACC-0001063,Global Industries,energy,AR,420488.54,50,2019-11-04 16:45:47
ACC-0001064,Andes Industries,manufacturing,AR,586743.09,19,2023-04-03 21:11:33
ACC-0001065,Patagonia Group,services,AR,3209428.61,1037,2020-09-03 23:29:14
ACC-0001066,Cobre Retail,manufacturing,ES,650545.92,20,2021-08-23 17:07:25
ACC-0001067,Litio S.A.,health,US,297414.94,23,2023-02-08 15:18:36
ACC-0001068,Norte Pharma,health,CL,170213.75,78,2018-01-06 12:45:46
ACC-0001069,Selva Capital,energy,CL,929136.49,251,2025-03-28 11:58:56
ACC-0001070,Tropic SpA,retail,CL,476923.47,39,2023-10-18 09:01:50
ACC-0001071,Bio Partners,education,CO,103483.44,127,2023-07-07 15:54:44
ACC-0001072,Trigo Bank,retail,BR,328688.0,14,2021-10-09 19:08:28
ACC-0001073,Cobre Labs,tech,CL,783086.53,60,2025-08-10 08:55:57
ACC-0001074,Azteca Retail,health,CL,312616.47,125,2019-08-28 19:08:40
ACC-0001075,Inca Data,finance,CO,356802.36,49,2018-08-17 00:49:37
ACC-0001076,Tropic Cloud,services,CO,2479989.69,201,2022-09-16 20:40:25
ACC-0001077,Andes Energy,health,AR,1773913.72,36,2019-01-16 10:53:05
ACC-0001078,Prima Networks,tech,CL,140984.08,22,2022-04-28 06:24:23
ACC-0001079,Global Foods,finance,ES,225560.05,595,2022-04-10 15:20:27
ACC-0001080,Salmon Data,manufacturing,CL,58354.75,59,2024-12-11 04:22:40
ACC-0001081,Nova Capital,manufacturing,CO,388092.48,107,2024-11-12 21:28:41
ACC-0001082,Salmon Logistics,tech,BR,68431.91,16,2025-12-26 21:35:22
ACC-0001083,Cobre Cloud,services,CL,185221.26,14,2025-08-01 22:27:18
ACC-0001084,Prima Mining,services,MX,470326.01,614,2021-11-07 16:49:09
ACC-0001085,Lumen Group,finance,CL,451806.21,121,2020-10-05 14:55:47
ACC-0001086,Salmon Bank,retail,PE,231825.9,64,2020-01-22 08:21:23
ACC-0001087,Litio Cloud,health,MX,6196028.53,178,2020-03-07 14:19:37
ACC-0001088,Cobre Cloud,retail,ES,53863.11,27,2022-08-08 11:09:08
ACC-0001089,Global S.A.,energy,CL,7536228.33,16,2019-05-15 10:17:14
ACC-0001090,Inca Bank,health,CL,191454.38,19,2020-02-17 17:08:31
ACC-0001091,Vino Energy,tech,CL,733647.06,267,2019-09-04 21:10:16
ACC-0001092,Tropic Networks,finance,CL,435131.37,71,2025-06-01 05:27:21
ACC-0001093,Litio Data,tech,AR,248721.91,5,2020-03-05 04:12:44
ACC-0001094,Salmon Holdings,retail,US,592720.66,23,2023-12-26 17:50:13
ACC-0001095,Hierro Solutions,health,ES,565089.32,43,2020-03-06 01:42:56
ACC-0001096,Vino Holdings,manufacturing,MX,2091635.2,51,2019-09-04 09:33:18
ACC-0001097,Vino Group,education,CL,159287.08,108,2023-12-20 03:02:36
ACC-0001098,Rio Group,finance,CO,56877.4,369,2022-04-03 20:54:37
ACC-0001099,Maipo Data,manufacturing,ES,567456.11,30,2023-05-29 08:56:08
ACC-0001100,Rio Bank,health,CL,157004.63,24,2023-03-05 21:39:38
ACC-0001101,Salmon Cloud,health,AR,56271.5,185,2025-12-15 15:16:15
ACC-0001102,Vino Data,finance,PE,1517195.66,761,2023-03-03 23:51:00
ACC-0001103,Andes Solutions,services,MX,1149396.51,693,2019-11-29 08:51:22
ACC-0001104,Aurora Retail,finance,PE,1192226.99,61,2018-01-17 22:26:35
ACC-0001105,Patagonia Pharma,education,CL,128045.81,2,2022-02-03 19:03:02
ACC-0001106,Hierro Solutions,finance,ES,1130494.75,31,2019-03-17 18:23:59
ACC-0001107,Tropic Mining,health,BR,37417.39,374,2025-08-30 14:41:53
ACC-0001108,Atacama SpA,education,CL,457007.9,138,2018-07-29 23:02:01
ACC-0001109,Trigo Bank,energy,CL,123564.4,157,2019-03-09 06:21:36
ACC-0001110,Trigo Holdings,energy,MX,1357322.7,12,2023-11-18 10:27:11
ACC-0001111,Rio Pharma,finance,BR,254941.86,38,2025-11-27 06:00:44
ACC-0001112,Selva Holdings,education,MX,618407.52,48,2023-08-09 18:38:09
ACC-0001113,Rio Networks,health,AR,187123.34,94,2018-10-27 22:31:15
ACC-0001114,Tropic SpA,retail,CL,1006007.56,268,2020-01-27 05:31:23
ACC-0001115,Andes Partners,energy,PE,631863.28,52,2018-03-19 00:34:08
ACC-0001116,Salmon Foods,tech,AR,120169.54,3,2018-06-01 21:28:49
ACC-0001117,Sur Tech,finance,CL,1000810.16,106,2023-02-11 17:12:51
ACC-0001118,Vertex Labs,tech,CL,230910.55,50,2022-04-03 01:16:26
ACC-0001119,Pacific Data,retail,MX,184744.98,72,2020-08-18 14:22:31
ACC-0001120,Vino Industries,tech,AR,623364.76,47,2020-02-02 18:54:12
ACC-0001121,Plata SpA,retail,ES,218665.58,184,2025-05-21 22:34:15
ACC-0001122,Andes Holdings,energy,CL,210986.53,5,2022-12-19 08:43:06
ACC-0001123,Patagonia Foods,manufacturing,CL,552632.45,44,2024-07-05 07:15:41
ACC-0001124,Norte S.A.,finance,CO,430277.85,39,2021-06-18 02:51:15
ACC-0001125,Plata Networks,retail,ES,1226130.07,42,2022-12-27 14:41:18
ACC-0001126,Nova Group,manufacturing,PE,145074.95,9,2019-10-07 14:48:35
ACC-0001127,Patagonia SpA,manufacturing,CL,965983.31,58,2019-04-19 02:58:48
ACC-0001128,Maipo Labs,tech,PE,100667.45,16,2023-02-05 17:23:45
ACC-0001129,Inca Foods,finance,CL,488216.72,16,2021-09-28 15:15:10
ACC-0001130,Nova Capital,retail,US,1730102.65,13,2025-01-18 20:00:35
ACC-0001131,Cobre Partners,tech,BR,399238.82,114,2020-05-25 21:46:44
ACC-0001132,Patagonia Labs,retail,PE,178972.9,333,2018-12-31 05:13:11
ACC-0001133,Patagonia Cloud,retail,BR,299222.03,10,2024-01-04 02:25:05
ACC-0001134,Aurora Holdings,manufacturing,CO,276339.9,182,2023-03-29 08:51:41
ACC-0001135,Trigo Retail,tech,AR,4410431.32,164,2023-09-29 23:07:18
ACC-0001136,Vertex Labs,retail,CL,200603.46,216,2023-01-03 04:58:30
ACC-0001137,Plata Logistics,education,MX,111834.33,13,2025-05-09 05:27:47
ACC-0001138,Vino Industries,health,US,211134.43,68,2019-01-23 22:59:31
ACC-0001139,Inca Logistics,tech,PE,453131.91,20,2021-10-20 17:53:19
ACC-0001140,Salmon Group,energy,PE,328079.18,123,2021-11-22 11:33:14
