opportunity_id,name,stage,amount,close_date,created_at,account_id
OPP-0000717,Deal 0000717,proposal,47244.58,2025-02-18,2024-07-23 13:25:59,ACC-0003242
OPP-0000718,Deal 0000718,negotiation,76920.58,2023-11-04,2025-05-09 07:09:26,ACC-0000248
OPP-0000719,Deal 0000719,prospect,45161.37,2025-02-01,2022-03-05 20:14:59,ACC-0003644
OPP-0000720,Deal 0000720,won,25035.66,2025-11-20,2025-04-29 00:45:56,ACC-0001386
OPP-0000721,Deal 0000721,won,4682.72,2025-08-03,2025-02-17 11:50:16,ACC-0004204
OPP-0000722,Deal 0000722,proposal,55388.19,2026-01-02,2023-12-06 14:24:00,ACC-0004201
OPP-0000723,Deal 0000723,proposal,41748.21,2023-12-06,2023-12-22 19:09:01,ACC-0003105
OPP-0000724,Deal 0000724,won,14884.99,2024-11-13,2022-06-07 12:41:55,ACC-0001237
OPP-0000725,Deal 0000725,proposal,15600.82,2025-08-13,2022-09-12 14:56:24,ACC-0000103
OPP-0000726,Deal 0000726,proposal,24348.26,2024-06-08,2024-11-27 19:29:52,ACC-0000861
OPP-0000727,Deal 0000727,proposal,8401.59,2023-07-27,2023-12-21 23:20:48,ACC-0002081
OPP-0000728,Deal 0000728,lost,1876.78,2025-05-02,2023-10-30 11:23:00,ACC-0004638
OPP-0000729,Deal 0000729,prospect,78991.3,2025-06-22,2022-01-01 06:03:25,ACC-0003120
OPP-0000730,Deal 0000730,proposal,17027.66,2024-11-29,2023-09-13 17:52:32,ACC-0000760
OPP-0000731,Deal 0000731,won,25434.69,2023-03-20,2025-08-22 13:49:47,ACC-0001774
OPP-0000732,Deal 0000732,negotiation,34559.48,2024-12-28,2025-11-17 13:48:44,ACC-0002694
OPP-0000733,Deal 0000733,proposal,19344.33,2024-09-18,2025-08-09 20:25:34,ACC-0003007
OPP-0000734,Deal 0000734,prospect,25690.96,2023-10-11,2023-11-27 21:07:11,ACC-0000632
OPP-0000735,Deal 0000735,prospect,26669.84,2025-08-28,2023-01-20 01:55:15,ACC-0003747
OPP-0000736,Deal 0000736,won,5983.98,2025-09-22,2024-04-22 05:03:48,ACC-0000055
OPP-0000737,Deal 0000737,prospect,4244.91,2025-10-02,2022-04-17 06:53:50,ACC-0001080
OPP-0000738,Deal 0000738,proposal,8719.47,2023-02-21,2023-05-20 22:44:16,ACC-0003319
OPP-0000739,Deal 0000739,prospect,15229.87,2025-11-21,2022-01-17 04:10:46,ACC-0004149
OPP-0000740,Deal 0000740,proposal,5214.72,2026-03-13,2023-06-06 13:56:56,ACC-0004376
OPP-0000741,Deal 0000741,prospect,17891.15,2024-04-13,2025-12-05 10:14:42,ACC-0000450
OPP-0000742,Deal 0000742,qualification,70826.68,2024-08-22,2022-09-26 21:33:08,ACC-0003080
OPP-0000743,Deal 0000743,negotiation,45293.78,2024-06-21,2025-11-21 20:52:08,ACC-0003759
OPP-0000744,Deal 0000744,prospect,75672.25,2023-01-08,2025-10-15 23:08:26,ACC-0000280
OPP-0000745,Deal 0000745,lost,6232.55,2023-09-26,2022-09-21 02:04:40,ACC-0004747
OPP-0000746,Deal 0000746,proposal,12169.44,2023-01-16,2025-12-05 03:07:05,ACC-0003294
OPP-0000747,Deal 0000747,prospect,66592.68,2025-11-04,2024-09-11 08:35:30,ACC-0002929
OPP-0000748,Deal 0000748,prospect,66012.35,2023-10-11,2022-03-27 20:00:56,ACC-0004021
OPP-0000749,Deal 0000749,qualification,13112.74,2023-11-28,2025-08-31 05:13:17,ACC-0000793
OPP-0000750,Deal 0000750,won,21059.46,2024-03-29,2023-06-07 07:46:25,ACC-0000544
OPP-0000751,Deal 0000751,prospect,4760.06,2023-06-14,2023-10-17 09:38:37,ACC-0001785
OPP-0000752,Deal 0000752,proposal,15259.35,2025-10-05,2025-04-27 05:04:44,ACC-0003831
OPP-0000753,Deal 0000753,won,7315.53,2025-12-03,2022-07-06 08:13:54,ACC-0003049
OPP-0000754,Deal 0000754,negotiation,31936.41,2023-09-14,2025-08-10 23:26:02,ACC-0002231
OPP-0000755,Deal 0000755,won,30335.27,2023-01-14,2023-10-21 13:38:26,ACC-0001609
OPP-0000756,Deal 0000756,prospect,50170.77,2024-01-06,2025-07-06 05:01:07,ACC-0003163
OPP-0000757,Deal 0000757,prospect,27293.41,2026-01-19,2024-10-01 10:32:20,ACC-0000685
OPP-0000758,Deal 0000758,won,4147.14,2026-03-26,2023-07-12 17:55:02,ACC-0002704
OPP-0000759,Deal 0000759,qualification,16963.3,2023-11-23,2023-03-13 04:08:53,ACC-0003106
OPP-0000760,Deal 0000760,proposal,11675.89,2023-03-29,2023-01-01 23:46:32,ACC-0001343
OPP-0000761,Deal 0000761,prospect,13577.58,2023-02-13,2024-08-25 10:30:14,ACC-0003276
OPP-0000762,Deal 0000762,prospect,18013.02,2023-09-25,2022-07-30 10:04:18,ACC-0000523
OPP-0000763,Deal 0000763,proposal,75922.82,2024-07-13,2024-06-05 11:03:39,ACC-0000402
OPP-0000764,Deal 0000764,negotiation,37217.42,2026-01-02,2022-04-12 04:11:50,ACC-0004868
OPP-0000765,Deal 0000765,lost,96187.23,2025-06-24,2022-06-22 11:52:41,ACC-0000681
OPP-0000766,Deal 0000766,prospect,22802.3,2024-01-30,2025-01-26 20:50:45,ACC-0003248
OPP-0000767,Deal 0000767,qualification,92314.87,2025-05-17,2025-04-20 03:28:46,ACC-0003176
OPP-0000768,Deal 0000768,proposal,21939.53,2023-06-13,2024-05-12 20:41:16,ACC-0003957
OPP-0000769,Deal 0000769,prospect,16575.15,2023-11-25,2024-11-21 19:53:09,ACC-0001660
OPP-0000770,Deal 0000770,qualification,39770.75,2024-01-18,2022-07-25 20:26:00,ACC-0001619
OPP-0000771,Deal 0000771,qualification,142933.1,2025-08-02,2025-12-09 14:45:10,ACC-0004328
OPP-0000772,Deal 0000772,prospect,15759.78,2026-03-01,2024-03-26 17:40:54,ACC-0003842
OPP-0000773,Deal 0000773,proposal,32939.11,2024-08-21,2023-08-22 02:06:43,ACC-0000745
OPP-0000774,Deal 0000774,proposal,11837.87,2025-10-13,2024-06-21 00:54:47,ACC-0004563
OPP-0000775,Deal 0000775,proposal,9799.1,2023-11-27,2023-06-30 07:00:04,ACC-0001740
OPP-0000776,Deal 0000776,prospect,19027.31,2025-07-20,2022-09-06 06:00:14,ACC-0000551
OPP-0000777,Deal 0000777,won,21681.73,2026-03-24,2024-05-24 11:51:21,ACC-0000277
OPP-0000778,Deal 0000778,proposal,41112.22,2024-08-18,2022-10-20 13:25:50,ACC-0004861
OPP-0000779,Deal 0000779,prospect,67675.05,2023-01-15,2024-04-03 08:41:00,ACC-0001104
OPP-0000780,Deal 0000780,won,28196.31,2023-08-18,2025-10-14 15:35:54,ACC-0004144
OPP-0000781,Deal 0000781,qualification,62523.44,2023-02-28,2024-10-19 00:35:49,ACC-0000964
OPP-0000782,Deal 0000782,proposal,225192.2,2024-08-05,2024-04-22 01:06:29,ACC-0001971
OPP-0000783,Deal 0000783,lost,15448.9,2023-04-06,2025-12-20 16:22:53,ACC-0000966
OPP-0000784,Deal 0000784,qualification,2465.8,2024-11-16,2025-03-20 08:59:44,ACC-0004758
OPP-0000785,Deal 0000785,negotiation,2491.71,2023-11-18,2023-02-27 16:17:13,ACC-0004750
OPP-0000786,Deal 0000786,proposal,106496.25,2023-01-24,2025-04-20 14:15:15,ACC-0004956
OPP-0000787,Deal 0000787,negotiation,380322.19,2025-01-13,2022-01-22 02:56:35,ACC-0004732
OPP-0000788,Deal 0000788,negotiation,29596.94,2025-06-18,2024-04-10 13:50:20,ACC-0002266
OPP-0000789,Deal 0000789,negotiation,16838.11,2026-05-06,2022-05-02 09:50:17,ACC-0004373
OPP-0000790,Deal 0000790,qualification,31925.77,2023-07-19,2022-10-24 09:48:30,ACC-0001981
OPP-0000791,Deal 0000791,lost,18772.57,2025-03-18,2024-12-25 23:08:47,ACC-0001170
OPP-0000792,Deal 0000792,qualification,33276.61,2026-04-17,2025-06-11 01:12:50,ACC-0002324
OPP-0000793,Deal 0000793,lost,5911.71,2025-05-07,2025-12-01 18:55:24,ACC-0002496
OPP-0000794,Deal 0000794,proposal,58725.81,2025-11-21,2025-08-08 13:04:35,ACC-0003818
OPP-0000795,Deal 0000795,negotiation,34861.25,2025-06-18,2025-12-27 07:56:59,ACC-0002406
OPP-0000796,Deal 0000796,lost,12175.04,2023-01-23,2024-04-07 19:26:19,ACC-0004469
OPP-0000797,Deal 0000797,proposal,19532.23,2026-04-27,2022-01-08 10:47:31,ACC-0002864
OPP-0000798,Deal 0000798,qualification,169445.85,2025-07-05,2024-09-19 04:42:52,ACC-0001737
OPP-0000799,Deal 0000799,won,18685.35,2025-05-06,2025-08-08 08:44:01,ACC-0004457
OPP-0000800,Deal 0000800,negotiation,9134.76,2025-08-14,2022-07-20 08:52:33,ACC-0004903
OPP-0000801,Deal 0000801,qualification,6652.1,2026-06-09,2024-08-20 06:28:13,ACC-0000733
OPP-0000802,Deal 0000802,prospect,13902.11,2023-06-29,2022-05-15 04:52:25,ACC-0000153
OPP-0000803,Deal 0000803,lost,23403.62,2024-01-05,2023-08-25 15:20:07,ACC-0000922
OPP-0000804,Deal 0000804,proposal,29769.71,2023-08-22,2022-04-07 05:18:20,ACC-0001745
OPP-0000805,Deal 0000805,negotiation,28129.89,2025-11-25,2023-11-01 20:56:03,ACC-0001444
OPP-0000806,Deal 0000806,proposal,25146.24,2025-09-11,2025-01-13 00:38:58,ACC-0002677
OPP-0000807,Deal 0000807,prospect,76493.16,2026-01-02,2023-10-17 07:15:59,ACC-0001498
OPP-0000808,Deal 0000808,prospect,6794.16,2023-01-17,2023-10-22 21:41:18,ACC-0002883
OPP-0000809,Deal 0000809,won,4750.68,2024-12-07,2022-03-20 09:36:35,ACC-0003010
OPP-0000810,Deal 0000810,qualification,62200.7,2023-04-15,2022-12-19 02:15:31,ACC-0003568
OPP-0000811,Deal 0000811,prospect,20794.41,2025-07-05,2024-07-06 10:52:32,ACC-0004352
OPP-0000812,Deal 0000812,proposal,15304.2,2026-05-21,2024-11-05 16:25:47,ACC-0004788
OPP-0000813,Deal 0000813,qualification,57064.6,2026-01-29,2024-01-15 09:40:30,ACC-0003688
OPP-0000814,Deal 0000814,proposal,2679.69,2025-08-28,2022-09-17 21:09:55,ACC-0004830
OPP-0000815,Deal 0000815,proposal,52041.29,2023-08-04,2022-10-06 04:31:52,ACC-0003880
OPP-0000816,Deal 0000816,qualification,12849.91,2024-09-05,2023-08-31 17:03:52,ACC-0001600
OPP-0000817,Deal 0000817,qualification,103859.05,2024-08-16,2025-10-27 15:57:35,ACC-0002818
OPP-0000818,Deal 0000818,qualification,34664.52,2023-07-31,2022-04-10 13:18:56,ACC-0003055
OPP-0000819,Deal 0000819,won,4457.83,2025-07-07,2024-12-28 21:30:05,ACC-0003082
OPP-0000820,Deal 0000820,lost,3144.95,2024-05-23,2025-08-26 01:27:31,ACC-0000141
OPP-0000821,Deal 0000821,lost,3169.44,2025-11-26,2025-01-16 11:03:43,ACC-0001714
OPP-0000822,Deal 0000822,proposal,11026.17,2025-08-14,2023-05-08 05:40:16,ACC-0004735
OPP-0000823,Deal 0000823,negotiation,22105.35,2024-01-09,2025-11-13 15:17:38,ACC-0001747
OPP-0000824,Deal 0000824,prospect,15157.86,2024-08-12,2022-05-08 19:27:56,ACC-0002675
OPP-0000825,Deal 0000825,proposal,18259.28,2026-05-16,2024-06-26 07:24:23,ACC-0000372
OPP-0000826,Deal 0000826,prospect,15022.55,2025-09-19,2024-02-10 06:43:18,ACC-0002434
OPP-0000827,Deal 0000827,qualification,5188.61,2025-10-23,2023-10-08 13:25:41,ACC-0000928
OPP-0000828,Deal 0000828,won,33908.77,2024-09-28,2024-07-22 00:46:04,ACC-0003861
OPP-0000829,Deal 0000829,lost,1149.03,2024-03-29,2024-09-17 01:22:31,ACC-0000451
OPP-0000830,Deal 0000830,negotiation,31665.41,2026-05-03,2023-09-29 02:53:36,ACC-0003551
OPP-0000831,Deal 0000831,proposal,74399.27,2024-07-31,2022-11-02 15:32:33,ACC-0004446
OPP-0000832,Deal 0000832,lost,41495.21,2023-03-14,2022-06-11 23:09:13,ACC-0003424
OPP-0000833,Deal 0000833,prospect,17030.26,2023-10-04,2024-06-17 10:30:46,ACC-0001789
OPP-0000834,Deal 0000834,won,56739.83,2024-07-30,2025-02-11 13:10:15,ACC-0002210
OPP-0000835,Deal 0000835,lost,14112.07,2024-03-31,2025-10-26 06:04:46,ACC-0002495
OPP-0000836,Deal 0000836,won,68749.03,2023-12-03,2022-04-26 10:34:50,ACC-0000778
OPP-0000837,Deal 0000837,negotiation,197002.04,2023-04-18,2024-09-29 07:56:18,ACC-0001585
OPP-0000838,Deal 0000838,prospect,30558.31,2024-03-01,2023-04-12 17:29:04,ACC-0000874
OPP-0000839,Deal 0000839,prospect,24982.91,2023-10-23,2022-12-15 09:49:14,ACC-0002523
OPP-0000840,Deal 0000840,negotiation,21605.18,2024-10-05,2024-06-03 01:52:29,ACC-0003756
OPP-0000841,Deal 0000841,qualification,54306.78,2024-10-28,2025-11-12 22:48:55,ACC-0002208
OPP-0000842,Deal 0000842,negotiation,4562.76,2024-11-20,2022-05-30 22:58:28,ACC-0001907
OPP-0000843,Deal 0000843,qualification,2522.92,2024-10-01,2022-11-30 21:10:44,ACC-0001921
OPP-0000844,Deal 0000844,qualification,26392.36,2025-08-18,2022-06-12 22:04:40,ACC-0001902
OPP-0000845,Deal 0000845,negotiation,2689.81,2026-03-10,2025-12-22 19:31:22,ACC-0002229
OPP-0000846,Deal 0000846,proposal,35336.11,2026-01-22,2023-12-20 01:46:21,ACC-0001045
OPP-0000847,Deal 0000847,qualification,51496.71,2025-11-19,2025-10-28 20:26:51,ACC-0003098
OPP-0000848,Deal 0000848,lost,23546.38,2023-03-07,2022-01-03 11:37:07,ACC-0002981
OPP-0000849,Deal 0000849,prospect,21473.99,2026-03-05,2022-07-31 21:25:44,ACC-0001334
OPP-0000850,Deal 0000850,qualification,76795.3,2025-10-29,2023-01-30 15:30:57,ACC-0000665
OPP-0000851,Deal 0000851,won,14698.96,2025-02-20,2023-01-16 13:04:20,ACC-0003607
OPP-0000852,Deal 0000852,lost,13991.72,2024-07-27,2024-04-03 09:27:45,ACC-0004366
OPP-0000853,Deal 0000853,negotiation,67547.72,2026-01-18,2022-09-19 18:51:50,ACC-0003504
OPP-0000854,Deal 0000854,negotiation,10270.99,2023-12-25,2022-12-22 19:13:58,ACC-0003091
OPP-0000855,Deal 0000855,prospect,14074.56,2025-12-02,2025-02-03 11:39:08,ACC-0001290
OPP-0000856,Deal 0000856,proposal,51355.65,2026-02-11,2022-08-09 07:34:23,ACC-0003471
OPP-0000857,Deal 0000857,won,10285.35,2023-05-03,2022-10-31 20:02:59,ACC-0002863
OPP-0000858,Deal 0000858,qualification,19453.58,2025-11-24,2025-08-09 14:40:54,ACC-0003551
OPP-0000859,Deal 0000859,proposal,4415.19,2026-02-01,2023-10-23 15:46:50,ACC-0003491
OPP-0000860,Deal 0000860,lost,6797.47,2025-05-30,2023-01-07 10:14:47,ACC-0000692
OPP-0000861,Deal 0000861,lost,10788.01,2023-02-21,2024-12-31 04:43:07,ACC-0001542
OPP-0000862,Deal 0000862,proposal,59137.77,2025-08-14,2025-10-15 19:54:15,ACC-0000123
OPP-0000863,Deal 0000863,prospect,34000.91,2024-01-15,2023-09-09 06:39:16,ACC-0002159
OPP-0000864,Deal 0000864,won,19425.32,2023-02-11,2023-05-07 18:43:36,ACC-0000119
OPP-0000865,Deal 0000865,proposal,13991.39,2025-04-26,2024-06-30 16:18:08,ACC-0004803
OPP-0000866,Deal 0000866,proposal,10927.63,2025-04-10,2023-09-17 15:24:00,ACC-0001508
OPP-0000867,Deal 0000867,qualification,44458.39,2025-10-30,2022-10-13 09:20:25,ACC-0004887
OPP-0000868,Deal 0000868,proposal,8600.7,2025-08-26,2025-05-28 20:31:11,ACC-0001289
OPP-0000869,Deal 0000869,proposal,33718.02,2026-03-27,2023-10-01 20:24:09,ACC-0002231
OPP-0000870,Deal 0000870,prospect,195450.94,2025-07-06,2023-10-08 15:35:26,ACC-0000345
OPP-0000871,Deal 0000871,prospect,6076.72,2025-04-17,2024-03-09 06:42:31,ACC-0001984
OPP-0000872,Deal 0000872,qualification,8288.28,2026-04-17,2023-07-04 14:29:55,ACC-0001341
OPP-0000873,Deal 0000873,proposal,19965.72,2024-01-10,2022-06-14 11:46:17,ACC-0003543
OPP-0000874,Deal 0000874,qualification,14444.09,2024-12-29,2022-08-29 03:28:51,ACC-0004129
OPP-0000875,Deal 0000875,negotiation,17642.77,2025-03-07,2023-07-23 04:50:18,ACC-0004572
OPP-0000876,Deal 0000876,lost,19953.63,2023-06-05,2023-07-18 18:58:31,ACC-0002928
OPP-0000877,Deal 0000877,proposal,38545.22,2024-04-07,2024-12-25 05:11:17,ACC-0001754
OPP-0000878,Deal 0000878,qualification,99248.48,2024-10-10,2023-10-17 02:39:51,ACC-0000850
OPP-0000879,Deal 0000879,won,57301.46,2025-10-01,2025-04-22 21:00:53,ACC-0004856
OPP-0000880,Deal 0000880,qualification,2880.67,2025-11-11,2025-07-04 19:36:24,ACC-0002948
OPP-0000881,Deal 0000881,won,10060.94,2024-10-30,2024-10-24 02:45:10,ACC-0001130
OPP-0000882,Deal 0000882,won,78355.53,2023-02-02,2025-09-19 03:38:34,ACC-0002769
OPP-0000883,Deal 0000883,qualification,77392.15,2023-05-11,2024-08-12 10:28:58,ACC-0001710
OPP-0000884,Deal 0000884,qualification,80570.17,2024-05-30,2024-08-24 09:08:29,ACC-0004941
OPP-0000885,Deal 0000885,proposal,97874.39,2025-06-09,2022-08-07 03:46:39,ACC-0004008
OPP-0000886,Deal 0000886,lost,76245.18,2024-06-25,2022-04-17 06:00:42,ACC-0004944
OPP-0000887,Deal 0000887,proposal,11746.68,2025-10-03,2022-06-02 22:42:19,ACC-0002281
OPP-0000888,Deal 0000888,negotiation,11310.8,2026-06-29,2025-06-12 16:50:32,ACC-0001521
OPP-0000889,Deal 0000889,prospect,18320.5,2025-07-26,2025-08-17 14:36:46,ACC-0001119
OPP-0000890,Deal 0000890,prospect,25392.14,2025-04-28,2022-01-23 09:21:25,ACC-0000815
OPP-0000891,Deal 0000891,lost,34383.36,2026-03-16,2023-11-28 02:49:12,ACC-0000574
OPP-0000892,Deal 0000892,prospect,26195.89,2023-03-07,2024-11-16 21:14:49,ACC-0000438
OPP-0000893,Deal 0000893,proposal,78768.43,2024-01-31,2025-04-05 09:54:27,ACC-0002918
OPP-0000894,Deal 0000894,prospect,25399.77,2024-10-05,2025-01-05 20:38:39,ACC-0001247
OPP-0000895,Deal 0000895,proposal,97399.15,2024-03-10,2024-06-12 03:02:57,ACC-0001339
OPP-0000896,Deal 0000896,won,82851.05,2025-06-25,2022-05-17 23:00:50,ACC-0002717
OPP-0000897,Deal 0000897,negotiation,12753.03,2024-02-23,2025-01-11 21:56:12,ACC-0003535
OPP-0000898,Deal 0000898,prospect,2388.05,2023-07-06,2024-07-05 23:20:09,ACC-0004418
OPP-0000899,Deal 0000899,lost,5761.06,2023-09-10,2022-09-23 14:33:28,ACC-0001651
OPP-0000900,Deal 0000900,negotiation,28587.14,2024-01-09,2023-06-01 00:26:05,ACC-0002802
OPP-0000901,Deal 0000901,proposal,25180.8,2025-01-17,2025-09-20 06:59:23,ACC-0003344
OPP-0000902,Deal 0000902,proposal,27107.7,2023-06-11,2022-10-15 21:20:53,ACC-0003420
OPP-0000903,Deal 0000903,prospect,63367.58,2025-05-22,2025-05-17 16:09:35,ACC-0003493
OPP-0000904,Deal 0000904,prospect,407801.51,2023-07-09,2024-12-29 22:46:59,ACC-0001121
OPP-0000905,Deal 0000905,qualification,93923.05,2023-09-29,2025-06-21 20:40:26,ACC-0001126
OPP-0000906,Deal 0000906,lost,20318.91,2025-04-05,2024-07-23 01:28:17,ACC-0000982
OPP-0000907,Deal 0000907,qualification,10180.52,2023-07-28,2022-06-08 18:24:44,ACC-0003485
OPP-0000908,Deal 0000908,won,25712.48,2025-01-22,2022-04-28 21:41:32,ACC-0003076
OPP-0000909,Deal 0000909,negotiation,45832.98,2023-01-01,2025-09-01 09:42:10,ACC-0000007
OPP-0000910,Deal 0000910,proposal,18603.2,2025-09-29,2023-09-26 05:55:06,ACC-0003283
OPP-0000911,Deal 0000911,qualification,63220.05,2023-04-16,2022-07-18 21:51:29,ACC-0002519
OPP-0000912,Deal 0000912,won,121403.94,2025-04-17,2023-03-11 08:41:11,ACC-0004452
OPP-0000913,Deal 0000913,proposal,9578.81,2024-01-06,2023-11-04 07:58:55,ACC-0004368
OPP-0000914,Deal 0000914,prospect,79530.54,2023-10-15,2023-01-21 12:17:28,ACC-0002679
OPP-0000915,Deal 0000915,prospect,28373.89,2024-02-09,2022-01-17 11:18:47,ACC-0003075
OPP-0000916,Deal 0000916,won,18663.28,2024-03-11,2022-01-31 04:27:24,ACC-0003516
OPP-0000917,Deal 0000917,prospect,63059.43,2024-03-18,2023-09-28 10:41:52,ACC-0004950
OPP-0000918,Deal 0000918,proposal,3442.53,2025-06-13,2025-05-31 03:33:38,ACC-0002278
OPP-0000919,Deal 0000919,won,23718.32,2024-12-10,2022-11-07 14:02:39,ACC-0003414
OPP-0000920,Deal 0000920,prospect,12493.71,2023-04-01,2024-01-11 05:50:06,ACC-0000723
OPP-0000921,Deal 0000921,proposal,172010.97,2025-10-20,2022-11-30 12:34:54,ACC-0003848
OPP-0000922,Deal 0000922,proposal,22021.84,2025-10-26,2022-04-28 22:55:53,ACC-0001288
OPP-0000923,Deal 0000923,lost,5352.49,2026-04-18,2025-12-14 04:28:12,ACC-0004005
OPP-0000924,Deal 0000924,lost,23212.57,2023-09-26,2023-12-26 00:23:00,ACC-0004131
OPP-0000925,Deal 0000925,proposal,10384.61,2024-12-22,2022-05-28 06:46:21,ACC-0003728
OPP-0000926,Deal 0000926,prospect,31684.93,2023-07-22,2023-04-07 02:31:05,ACC-0001462
OPP-0000927,Deal 0000927,qualification,11604.27,2025-05-02,2024-10-24 15:24:47,ACC-0000651
OPP-0000928,Deal 0000928,won,26779.61,2024-12-17,2025-07-19 14:17:41,ACC-0001627
OPP-0000929,Deal 0000929,won,47138.7,2025-06-11,2022-07-24 10:36:41,ACC-0002314
OPP-0000930,Deal 0000930,proposal,22184.08,2026-05-15,2025-05-24 08:17:17,ACC-0002633
OPP-0000931,Deal 0000931,prospect,81747.17,2025-07-10,2023-06-07 16:24:36,ACC-0002708
OPP-0000932,Deal 0000932,negotiation,4301.7,2023-09-20,2023-03-24 22:30:20,ACC-0003890
OPP-0000933,Deal 0000933,prospect,28487.04,2023-02-09,2023-05-23 19:32:40,ACC-0001086
OPP-0000934,Deal 0000934,lost,7454.0,2023-10-26,2023-06-05 22:44:08,ACC-0003440
OPP-0000935,Deal 0000935,proposal,9789.15,2024-10-20,2023-01-04 19:11:21,ACC-0000253
OPP-0000936,Deal 0000936,lost,60938.19,2025-09-08,2022-03-14 17:59:56,ACC-0001010
OPP-0000937,Deal 0000937,negotiation,8215.41,2025-04-23,2023-04-23 02:07:26,ACC-0001602
OPP-0000938,Deal 0000938,negotiation,9487.02,2024-06-18,2022-11-04 19:39:54,ACC-0000260
OPP-0000939,Deal 0000939,qualification,38217.27,2024-11-02,2024-01-22 06:01:32,ACC-0003944
OPP-0000940,Deal 0000940,proposal,28489.12,2025-03-02,2024-03-13 04:52:33,ACC-0000656
OPP-0000941,Deal 0000941,won,25144.82,2023-10-27,2025-01-27 02:42:25,ACC-0001187
OPP-0000942,Deal 0000942,lost,49122.56,2026-06-02,2024-02-19 06:28:53,ACC-0003036
OPP-0000943,Deal 0000943,proposal,96015.25,2023-12-03,2023-01-26 00:23:15,ACC-0001808
OPP-0000944,Deal 0000944,negotiation,9997.04,2024-11-13,2022-10-17 20:30:17,ACC-0002052
OPP-0000945,Deal 0000945,qualification,6089.44,2025-10-06,2023-12-19 04:20:35,ACC-0001424
OPP-0000946,Deal 0000946,won,44824.19,2024-09-29,2024-02-18 11:19:50,ACC-0004621
OPP-0000947,Deal 0000947,won,3653.79,2023-12-15,2025-01-26 20:50:22,ACC-0002526
OPP-0000948,Deal 0000948,won,51680.49,2023-12-14,2024-06-21 14:38:22,ACC-0002668
OPP-0000949,Deal 0000949,prospect,59311.27,2024-09-11,2022-02-11 12:09:19,ACC-0003764
OPP-0000950,Deal 0000950,proposal,6100.68,2025-08-13,2024-03-17 20:46:17,ACC-0002522
OPP-0000951,Deal 0000951,won,13070.03,2025-10-23,2023-09-27 20:08:04,ACC-0002026
OPP-0000952,Deal 0000952,qualification,110840.77,2024-02-29,2022-08-25 15:24:11,ACC-0004978
OPP-0000953,Deal 0000953,negotiation,4671.66,2025-09-17,2023-08-03 01:52:36,ACC-0003696
OPP-0000954,Deal 0000954,prospect,51299.05,2024-05-01,2023-07-19 13:51:05,ACC-0003496
OPP-0000955,Deal 0000955,proposal,170412.9,2024-08-05,2022-03-03 20:15:04,ACC-0001732
OPP-0000956,Deal 0000956,proposal,17578.27,2025-01-13,2024-01-20 20:47:22,ACC-0003145
OPP-0000957,Deal 0000957,proposal,10967.13,2023-08-04,2024-07-25 15:24:50,ACC-0003884
OPP-0000958,Deal 0000958,prospect,3882.02,2025-08-03,2025-12-09 05:49:59,ACC-0004194
OPP-0000959,Deal 0000959,qualification,45452.54,2023-04-10,2023-11-13 03:07:16,ACC-0004624
OPP-0000960,Deal 0000960,qualification,35299.33,2025-03-21,2024-05-11 19:28:08,ACC-0001936
OPP-0000961,Deal 0000961,prospect,41770.65,2026-01-15,2022-05-06 23:25:41,ACC-0003855
OPP-0000962,Deal 0000962,proposal,14866.56,2024-02-13,2023-09-16 17:33:51,ACC-0004285
OPP-0000963,Deal 0000963,prospect,8399.12,2023-09-20,2025-07-21 02:14:58,ACC-0000679
OPP-0000964,Deal 0000964,lost,34038.95,2025-06-25,2023-06-03 08:11:09,ACC-0003610
OPP-0000965,Deal 0000965,prospect,13734.95,2024-03-17,2022-12-04 14:07:39,ACC-0003927
OPP-0000966,Deal 0000966,lost,83329.26,2026-06-29,2024-02-15 02:16:59,ACC-0001974
OPP-0000967,Deal 0000967,proposal,23922.88,2026-01-31,2024-03-04 21:27:36,ACC-0004530
OPP-0000968,Deal 0000968,qualification,24030.67,2025-10-03,2025-11-28 22:12:07,ACC-0002448
OPP-0000969,Deal 0000969,negotiation,7099.94,2024-05-19,2025-10-30 16:14:23,ACC-0000807
OPP-0000970,Deal 0000970,prospect,39094.23,2026-01-23,2023-10-20 11:27:06,ACC-0000488
OPP-0000971,Deal 0000971,prospect,16141.38,2026-06-26,2022-03-30 13:01:51,ACC-0000670
OPP-0000972,Deal 0000972,qualification,99463.31,2023-08-19,2023-02-07 17:50:26,ACC-0002379
OPP-0000973,Deal 0000973,proposal,211979.4,2025-12-25,2024-08-21 15:48:04,ACC-0001939
OPP-0000974,Deal 0000974,lost,29160.08,2026-02-24,2024-01-07 05:54:53,ACC-0000450
OPP-0000975,Deal 0000975,qualification,31796.46,2024-01-27,2025-05-01 05:01:57,ACC-0003748
OPP-0000976,Deal 0000976,qualification,16197.87,2025-10-08,2023-05-01 06:37:00,ACC-0002583
OPP-0000977,Deal 0000977,qualification,28376.41,2025-08-21,2023-03-04 14:13:11,ACC-0001720
OPP-0000978,Deal 0000978,qualification,7958.91,2025-04-30,2024-04-29 08:25:35,ACC-0003443
OPP-0000979,Deal 0000979,proposal,17222.82,2025-01-24,2024-10-06 17:57:39,ACC-0001969
OPP-0000980,Deal 0000980,negotiation,15542.34,2024-02-21,2025-09-25 09:02:08,ACC-0001984
