opportunity_id,contact_id,role
OPP-0002764,CON-0004229,influencer
OPP-0000871,CON-0009680,influencer
OPP-0001985,CON-0012163,financial
OPP-0000084,CON-0000238,decision_maker
OPP-0000924,CON-0005930,end_user
OPP-0000654,CON-0011567,technical
OPP-0002289,CON-0007644,influencer
OPP-0001315,CON-0010876,end_user
OPP-0001530,CON-0008457,financial
OPP-0002317,CON-0010215,decision_maker
OPP-0002153,CON-0001581,end_user
OPP-0002332,CON-0005058,financial
OPP-0002553,CON-0006719,influencer
OPP-0000075,CON-0002290,end_user
OPP-0002483,CON-0009159,technical
OPP-0002529,CON-0007243,financial
OPP-0002492,CON-0013147,financial
OPP-0001295,CON-0012748,decision_maker
OPP-0000680,CON-0001172,financial
OPP-0001142,CON-0001367,end_user
OPP-0002991,CON-0000550,financial
OPP-0000353,CON-0014453,end_user
OPP-0001584,CON-0002795,influencer
OPP-0002824,CON-0014386,influencer
OPP-0001817,CON-0013379,financial
OPP-0000988,CON-0012053,technical
OPP-0000951,CON-0000650,decision_maker
OPP-0002200,CON-0009185,technical
OPP-0002689,CON-0009419,end_user
OPP-0002334,CON-0013080,end_user
OPP-0002338,CON-0007579,decision_maker
OPP-0000603,CON-0004128,influencer
OPP-0000288,CON-0001848,decision_maker
OPP-0000586,CON-0013704,technical
OPP-0002089,CON-0002151,technical
OPP-0001534,CON-0006946,influencer
OPP-0000626,CON-0013346,technical
OPP-0000598,CON-0011924,technical
OPP-0000015,CON-0007818,influencer
OPP-0002879,CON-0004658,decision_maker
OPP-0002249,CON-0006027,end_user
OPP-0002127,CON-0009124,technical
OPP-0001122,CON-0011327,decision_maker
OPP-0001589,CON-0000245,financial
OPP-0002720,CON-0011060,technical
OPP-0000443,CON-0007692,technical
OPP-0001298,CON-0000373,decision_maker
OPP-0002272,CON-0007031,financial
OPP-0002713,CON-0007150,decision_maker
OPP-0002624,CON-0007675,influencer
OPP-0000088,CON-0011586,technical
OPP-0002676,CON-0006410,end_user
OPP-0002346,CON-0004389,technical
OPP-0002426,CON-0006581,decision_maker
OPP-0002490,CON-0012998,technical
OPP-0001752,CON-0001195,technical
OPP-0000327,CON-0007464,technical
OPP-0001251,CON-0009387,end_user
OPP-0002752,CON-0013300,decision_maker
OPP-0001522,CON-0011832,technical
OPP-0001761,CON-0006949,decision_maker
OPP-0002793,CON-0014477,end_user
OPP-0001004,CON-0004475,technical
OPP-0001654,CON-0012906,financial
OPP-0000445,CON-0013507,financial
OPP-0002288,CON-0004583,decision_maker
OPP-0002256,CON-0000722,financial
OPP-0001870,CON-0010114,decision_maker
OPP-0002523,CON-0008336,financial
OPP-0000339,CON-0011228,technical
OPP-0001494,CON-0013126,influencer
OPP-0000201,CON-0001259,end_user
OPP-0000325,CON-0002991,financial
OPP-0001775,CON-0008728,influencer
OPP-0000741,CON-0001655,influencer
OPP-0000513,CON-0004618,decision_maker
OPP-0002829,CON-0011453,financial
OPP-0002647,CON-0005806,technical
OPP-0001578,CON-0006578,end_user
OPP-0001642,CON-0004686,decision_maker
OPP-0002636,CON-0010176,decision_maker
OPP-0002576,CON-0005399,influencer
OPP-0002029,CON-0012342,influencer
OPP-0002875,CON-0010042,influencer
OPP-0000041,CON-0009167,technical
OPP-0002427,CON-0001741,end_user
OPP-0000369,CON-0008703,financial
OPP-0002635,CON-0012375,decision_maker
OPP-0001338,CON-0009995,decision_maker
OPP-0000588,CON-0007734,technical
OPP-0002443,CON-0007589,financial
OPP-0002131,CON-0011352,influencer
OPP-0000648,CON-0007395,end_user
OPP-0002740,CON-0006663,end_user
OPP-0000283,CON-0010707,influencer
OPP-0002296,CON-0014866,financial
OPP-0002070,CON-0005038,technical
OPP-0001384,CON-0010485,influencer
OPP-0001838,CON-0000682,decision_maker
OPP-0001155,CON-0001070,end_user
OPP-0002214,CON-0007270,technical
OPP-0000758,CON-0002783,influencer
OPP-0002273,CON-0012051,technical
OPP-0002039,CON-0005087,financial
OPP-0000509,CON-0014714,decision_maker
OPP-0001830,CON-0009566,end_user
OPP-0001854,CON-0011462,end_user
OPP-0001257,CON-0006260,end_user
OPP-0000827,CON-0005397,technical
OPP-0002910,CON-0003470,end_user
OPP-0002671,CON-0013039,decision_maker
OPP-0002078,CON-0011148,financial
OPP-0000159,CON-0004279,influencer
OPP-0001070,CON-0008593,end_user
OPP-0002927,CON-0010901,decision_maker
OPP-0000900,CON-0008029,decision_maker
OPP-0002344,CON-0004833,end_user
OPP-0002734,CON-0002870,decision_maker
OPP-0001333,CON-0001445,financial
OPP-0002968,CON-0003101,end_user
OPP-0000029,CON-0011471,influencer
OPP-0002562,CON-0014010,end_user
OPP-0001796,CON-0006788,end_user
OPP-0000617,CON-0011128,decision_maker
OPP-0002958,CON-0012829,end_user
OPP-0000598,CON-0008556,decision_maker
OPP-0002876,CON-0008777,influencer
OPP-0001647,CON-0004370,financial
OPP-0000311,CON-0000314,financial
OPP-0001464,CON-0011722,financial
OPP-0000033,CON-0002385,decision_maker
OPP-0000939,CON-0011273,decision_maker
OPP-0002498,CON-0013237,decision_maker
OPP-0002694,CON-0008855,technical
OPP-0000441,CON-0011467,technical
OPP-0002079,CON-0013852,technical
OPP-0001708,CON-0003528,technical
OPP-0001843,CON-0002461,influencer
OPP-0002699,CON-0010492,financial
OPP-0002403,CON-0013408,financial
OPP-0002224,CON-0006289,influencer
OPP-0002088,CON-0010816,financial
OPP-0002812,CON-0014377,end_user
OPP-0001461,CON-0007193,end_user
OPP-0001993,CON-0010085,influencer
OPP-0002680,CON-0005653,end_user
OPP-0001618,CON-0007371,end_user
OPP-0002201,CON-0003751,decision_maker
OPP-0001691,CON-0008156,financial
OPP-0002371,CON-0008439,end_user
OPP-0002645,CON-0005594,financial
OPP-0000882,CON-0003877,end_user
OPP-0001436,CON-0011082,financial
OPP-0000030,CON-0002759,end_user
OPP-0002068,CON-0005233,end_user
OPP-0000945,CON-0013854,decision_maker
OPP-0002264,CON-0000422,end_user
OPP-0000171,CON-0014947,end_user
OPP-0001715,CON-0009776,technical
OPP-0001026,CON-0005228,end_user
OPP-0001073,CON-0000512,influencer
OPP-0002983,CON-0012937,influencer
OPP-0001699,CON-0002500,technical
OPP-0000199,CON-0004719,decision_maker
OPP-0001700,CON-0005587,technical
OPP-0000867,CON-0009564,financial
OPP-0002739,CON-0000550,technical
OPP-0002541,CON-0005277,financial
OPP-0001879,CON-0003545,technical
OPP-0001250,CON-0009496,financial
OPP-0001248,CON-0007322,decision_maker
OPP-0001588,CON-0014448,decision_maker
OPP-0000160,CON-0007324,decision_maker
OPP-0000186,CON-0007441,influencer
OPP-0002249,CON-0000620,financial
OPP-0002905,CON-0004780,influencer
OPP-0002272,CON-0011087,financial
OPP-0001684,CON-0009777,influencer
OPP-0001778,CON-0008493,financial
OPP-0002313,CON-0001660,decision_maker
OPP-0000468,CON-0002150,end_user
OPP-0002827,CON-0009513,end_user
OPP-0002073,CON-0013563,financial
OPP-0001177,CON-0009413,influencer
OPP-0000332,CON-0009785,technical
OPP-0001227,CON-0006409,influencer
OPP-0002511,CON-0005842,financial
OPP-0002829,CON-0007940,decision_maker
OPP-0002745,CON-0003717,decision_maker
OPP-0001833,CON-0011372,end_user
OPP-0000863,CON-0009336,technical
OPP-0002665,CON-0013945,financial
OPP-0002958,CON-0007670,financial
OPP-0001693,CON-0008374,decision_maker
OPP-0001784,CON-0008294,financial
OPP-0000916,CON-0011462,decision_maker
OPP-0000436,CON-0012347,end_user
OPP-0000306,CON-0002217,influencer
OPP-0001490,CON-0005593,decision_maker
OPP-0000795,CON-0013040,financial
OPP-0001220,CON-0003923,decision_maker
OPP-0000450,CON-0000757,technical
OPP-0001170,CON-0009937,technical
OPP-0001634,CON-0007271,influencer
OPP-0001178,CON-0003073,end_user
OPP-0001269,CON-0009994,influencer
OPP-0000075,CON-0008323,technical
OPP-0000649,CON-0014268,technical
OPP-0000030,CON-0003401,decision_maker
OPP-0002371,CON-0013882,financial
OPP-0002793,CON-0012368,financial
OPP-0001660,CON-0004434,decision_maker
OPP-0001436,CON-0014938,decision_maker
OPP-0002276,CON-0010962,influencer
OPP-0001713,CON-0009432,end_user
OPP-0000979,CON-0012688,decision_maker
OPP-0002077,CON-0000981,decision_maker
OPP-0000087,CON-0005511,technical
OPP-0000516,CON-0011822,influencer
OPP-0000692,CON-0002828,influencer
OPP-0000257,CON-0005760,technical
OPP-0000942,CON-0014044,technical
OPP-0000231,CON-0005699,technical
OPP-0002152,CON-0002291,influencer
OPP-0002072,CON-0006178,financial
OPP-0000891,CON-0014513,decision_maker
OPP-0000178,CON-0002944,decision_maker
OPP-0002851,CON-0011343,decision_maker
OPP-0001988,CON-0003718,financial
OPP-0000325,CON-0005843,decision_maker
OPP-0002931,CON-0006790,influencer
OPP-0002599,CON-0000027,end_user
OPP-0001860,CON-0000612,technical
OPP-0001167,CON-0005650,financial
OPP-0000697,CON-0010977,financial
OPP-0000120,CON-0008923,financial
OPP-0002191,CON-0007318,influencer
OPP-0001704,CON-0001157,financial
OPP-0002060,CON-0009778,technical
OPP-0002872,CON-0002541,end_user
OPP-0001023,CON-0002936,financial
OPP-0001981,CON-0004641,decision_maker
OPP-0001012,CON-0004550,end_user
OPP-0002948,CON-0004032,end_user
OPP-0000786,CON-0000743,end_user
OPP-0000321,CON-0004484,decision_maker
OPP-0000469,CON-0008745,influencer
OPP-0000524,CON-0006016,technical
OPP-0002318,CON-0005711,end_user
OPP-0002913,CON-0006882,financial
OPP-0002259,CON-0010821,technical
OPP-0001907,CON-0014167,decision_maker
OPP-0002359,CON-0006788,influencer
OPP-0001466,CON-0001238,decision_maker
OPP-0001645,CON-0013690,technical
OPP-0001365,CON-0000023,end_user
OPP-0002475,CON-0008050,technical
OPP-0001670,CON-0000853,decision_maker
OPP-0001773,CON-0013988,influencer
OPP-0001760,CON-0005622,financial
OPP-0000249,CON-0008015,influencer
OPP-0002030,CON-0006584,decision_maker
OPP-0001059,CON-0005950,end_user
OPP-0002477,CON-0013774,technical
OPP-0002038,CON-0007122,influencer
OPP-0002729,CON-0000065,influencer
OPP-0002672,CON-0006481,financial
OPP-0001457,CON-0000184,influencer
OPP-0001804,CON-0007319,decision_maker
OPP-0002809,CON-0002625,influencer
OPP-0001914,CON-0000861,influencer
OPP-0001525,CON-0012139,technical
OPP-0002430,CON-0000956,end_user
OPP-0000195,CON-0008208,decision_maker
OPP-0001356,CON-0009859,influencer
OPP-0001131,CON-0014197,influencer
OPP-0002014,CON-0004482,influencer
OPP-0001322,CON-0013545,influencer
OPP-0000971,CON-0004593,financial
OPP-0001068,CON-0006756,technical
OPP-0000283,CON-0013946,end_user
OPP-0002075,CON-0001338,end_user
OPP-0001123,CON-0014740,technical
OPP-0000518,CON-0001254,financial
OPP-0000021,CON-0012535,financial
OPP-0001369,CON-0009047,decision_maker
OPP-0000332,CON-0008213,decision_maker
OPP-0000248,CON-0003872,decision_maker
OPP-0002894,CON-0013505,influencer
OPP-0002822,CON-0004014,financial
OPP-0001214,CON-0001520,technical
OPP-0000149,CON-0002673,financial
OPP-0001161,CON-0006768,technical
OPP-0001153,CON-0011022,end_user
OPP-0001089,CON-0001809,end_user
OPP-0002247,CON-0011235,financial
OPP-0001919,CON-0001426,influencer
OPP-0001606,CON-0003123,influencer
OPP-0000580,CON-0000030,financial
OPP-0001142,CON-0004533,financial
OPP-0001318,CON-0004029,financial
OPP-0000939,CON-0003985,end_user
OPP-0002945,CON-0000477,decision_maker
OPP-0001943,CON-0006858,end_user
OPP-0000364,CON-0002626,end_user
OPP-0000909,CON-0008005,financial
OPP-0002551,CON-0000352,decision_maker
OPP-0001645,CON-0006887,influencer
OPP-0000399,CON-0006713,financial
OPP-0001551,CON-0001305,technical
OPP-0002976,CON-0008394,end_user
OPP-0001225,CON-0009936,financial
OPP-0002364,CON-0002479,end_user
OPP-0002854,CON-0006471,decision_maker
OPP-0000256,CON-0000371,technical
OPP-0000868,CON-0004407,financial
OPP-0000745,CON-0011146,financial
OPP-0002188,CON-0009808,end_user
OPP-0000890,CON-0004438,decision_maker
OPP-0002423,CON-0013262,decision_maker
OPP-0001277,CON-0013941,financial
OPP-0001462,CON-0013182,end_user
OPP-0001765,CON-0009054,influencer
OPP-0000400,CON-0006407,end_user
OPP-0002993,CON-0009703,financial
OPP-0002783,CON-0013878,decision_maker
OPP-0002145,CON-0009365,end_user
OPP-0000699,CON-0008427,decision_maker
OPP-0002438,CON-0004513,influencer
OPP-0001676,CON-0000609,decision_maker
OPP-0002905,CON-0002034,end_user
OPP-0002923,CON-0004159,end_user
OPP-0001544,CON-0013117,influencer
OPP-0002093,CON-0014682,end_user
OPP-0002559,CON-0011792,technical
OPP-0000666,CON-0003719,technical
OPP-0001766,CON-0011336,technical
OPP-0001276,CON-0004158,influencer
OPP-0000286,CON-0003339,end_user
OPP-0002215,CON-0014535,end_user
OPP-0001183,CON-0004004,influencer
OPP-0000102,CON-0001366,decision_maker
OPP-0002082,CON-0001750,end_user
OPP-0000124,CON-0006830,end_user
OPP-0000618,CON-0004840,influencer
OPP-0002399,CON-0014290,influencer
OPP-0000588,CON-0002389,technical
OPP-0001772,CON-0004354,end_user
OPP-0001466,CON-0009984,influencer
OPP-0000943,CON-0010003,decision_maker
OPP-0001575,CON-0012394,influencer
OPP-0002007,CON-0012190,influencer
OPP-0001249,CON-0012061,technical
OPP-0001778,CON-0004722,influencer
OPP-0001168,CON-0004505,end_user
OPP-0002720,CON-0010594,end_user
OPP-0000830,CON-0011463,technical
OPP-0001348,CON-0001608,end_user
OPP-0000544,CON-0001062,technical
OPP-0001053,CON-0013742,decision_maker
OPP-0001589,CON-0010979,end_user
OPP-0002788,CON-0008417,financial
OPP-0000109,CON-0009527,end_user
OPP-0002169,CON-0013928,decision_maker
OPP-0001675,CON-0014841,decision_maker
OPP-0002428,CON-0000882,technical
OPP-0001971,CON-0009149,financial
OPP-0000313,CON-0001547,decision_maker
OPP-0000304,CON-0013184,financial
OPP-0000970,CON-0001551,influencer
OPP-0002656,CON-0000098,financial
OPP-0001525,CON-0011048,influencer
OPP-0000309,CON-0002167,influencer
OPP-0002773,CON-0012276,influencer
OPP-0002795,CON-0002032,end_user
OPP-0000195,CON-0010598,financial
OPP-0001315,CON-0007494,decision_maker
OPP-0001670,CON-0001459,end_user
OPP-0001280,CON-0003877,influencer
OPP-0000159,CON-0010203,financial
OPP-0002504,CON-0012946,technical
OPP-0000545,CON-0012313,influencer
OPP-0001023,CON-0006281,decision_maker
OPP-0000106,CON-0003591,financial
OPP-0000248,CON-0010637,decision_maker
OPP-0000661,CON-0009764,decision_maker
OPP-0001616,CON-0012753,financial
OPP-0002098,CON-0004612,decision_maker
OPP-0000071,CON-0007128,technical
OPP-0002593,CON-0004043,end_user
OPP-0000281,CON-0003387,financial
OPP-0002325,CON-0013554,influencer
OPP-0002809,CON-0008855,end_user
OPP-0000244,CON-0010055,financial
OPP-0002373,CON-0010686,technical
OPP-0000828,CON-0005448,end_user
OPP-0000828,CON-0005072,influencer
OPP-0002929,CON-0010748,end_user
OPP-0000506,CON-0007763,decision_maker
OPP-0000086,CON-0010805,decision_maker
OPP-0000771,CON-0005074,decision_maker
OPP-0001479,CON-0007337,decision_maker
OPP-0000929,CON-0000491,financial
OPP-0002255,CON-0008230,financial
OPP-0000170,CON-0001909,decision_maker
OPP-0000636,CON-0000983,technical
OPP-0001673,CON-0006068,end_user
OPP-0001153,CON-0007826,financial
OPP-0000437,CON-0011842,decision_maker
OPP-0001961,CON-0000043,technical
OPP-0000946,CON-0013405,technical
OPP-0000813,CON-0010079,decision_maker
OPP-0002080,CON-0009431,end_user
OPP-0000552,CON-0004378,decision_maker
OPP-0002811,CON-0011572,end_user
OPP-0000046,CON-0007104,decision_maker
OPP-0002951,CON-0000163,technical
OPP-0000348,CON-0012975,end_user
OPP-0001297,CON-0003992,technical
OPP-0002923,CON-0010018,influencer
OPP-0000569,CON-0009719,decision_maker
OPP-0000951,CON-0012236,technical
OPP-0002568,CON-0010786,technical
OPP-0001496,CON-0006338,technical
OPP-0002573,CON-0013352,technical
OPP-0002210,CON-0000178,end_user
OPP-0000553,CON-0004606,decision_maker
OPP-0001596,CON-0001982,end_user
OPP-0002238,CON-0010073,decision_maker
OPP-0001696,CON-0011577,financial
OPP-0000152,CON-0006958,influencer
OPP-0002911,CON-0002289,influencer
OPP-0000211,CON-0010732,influencer
OPP-0000237,CON-0003239,technical
OPP-0002774,CON-0003959,decision_maker
OPP-0002132,CON-0002462,influencer
OPP-0002679,CON-0012856,financial
OPP-0000874,CON-0012701,technical
OPP-0000979,CON-0011467,end_user
OPP-0000939,CON-0002027,technical
OPP-0002330,CON-0002576,technical
OPP-0001648,CON-0003355,financial
OPP-0002297,CON-0004631,influencer
OPP-0001449,CON-0013030,decision_maker
OPP-0002970,CON-0001697,decision_maker
OPP-0002020,CON-0012330,influencer
OPP-0001923,CON-0013603,end_user
OPP-0001859,CON-0013497,decision_maker
OPP-0001903,CON-0009339,financial
OPP-0000692,CON-0009778,end_user
OPP-0002796,CON-0004222,financial
OPP-0000615,CON-0011803,end_user
OPP-0000064,CON-0010136,financial
OPP-0001171,CON-0006665,end_user
OPP-0002440,CON-0004397,influencer
OPP-0002876,CON-0010605,technical
OPP-0000439,CON-0003883,financial
OPP-0000010,CON-0013707,end_user
OPP-0001551,CON-0008545,end_user
OPP-0000058,CON-0002458,influencer
OPP-0002219,CON-0005672,technical
OPP-0000252,CON-0006606,decision_maker
OPP-0000335,CON-0009727,influencer
OPP-0000788,CON-0000237,influencer
OPP-0001274,CON-0005753,technical
OPP-0000633,CON-0003680,financial
OPP-0002606,CON-0008900,decision_maker
OPP-0002454,CON-0002124,decision_maker
OPP-0002109,CON-0013463,technical
OPP-0001650,CON-0007812,influencer
OPP-0000369,CON-0005814,influencer
OPP-0000171,CON-0013548,end_user
OPP-0000509,CON-0002453,influencer
OPP-0002809,CON-0008944,technical
OPP-0002820,CON-0005170,technical
OPP-0002487,CON-0007146,technical
OPP-0002596,CON-0012934,financial
OPP-0001603,CON-0008737,decision_maker
OPP-0000691,CON-0008145,financial
OPP-0001334,CON-0014853,financial
OPP-0000253,CON-0013181,end_user
OPP-0000003,CON-0002605,end_user
OPP-0002241,CON-0005629,decision_maker
OPP-0000387,CON-0004940,influencer
OPP-0000801,CON-0010611,financial
OPP-0002310,CON-0005731,technical
OPP-0001573,CON-0011847,financial
OPP-0001486,CON-0006371,influencer
OPP-0002959,CON-0007595,decision_maker
OPP-0001003,CON-0013001,end_user
OPP-0001304,CON-0007226,decision_maker
OPP-0002815,CON-0002051,influencer
OPP-0002457,CON-0008694,decision_maker
OPP-0002719,CON-0001144,financial
OPP-0000794,CON-0010596,financial
OPP-0000434,CON-0011587,financial
OPP-0002964,CON-0014211,financial
OPP-0002984,CON-0008167,technical
OPP-0000256,CON-0000363,technical
OPP-0001551,CON-0013616,influencer
OPP-0002114,CON-0007499,end_user
OPP-0000643,CON-0010316,financial
OPP-0000864,CON-0014430,influencer
OPP-0001408,CON-0006773,technical
OPP-0002771,CON-0010040,financial
OPP-0001952,CON-0002661,influencer
OPP-0000338,CON-0010351,decision_maker
OPP-0001141,CON-0010734,end_user
OPP-0002153,CON-0001216,end_user
OPP-0001755,CON-0008815,end_user
OPP-0002694,CON-0012223,end_user
OPP-0002110,CON-0001950,decision_maker
OPP-0000695,CON-0001172,end_user
OPP-0001083,CON-0010937,influencer
OPP-0000960,CON-0004468,decision_maker
OPP-0002182,CON-0014503,technical
OPP-0002354,CON-0004380,end_user
OPP-0002932,CON-0007901,decision_maker
OPP-0002768,CON-0007825,end_user
OPP-0001466,CON-0007304,technical
OPP-0000683,CON-0003595,decision_maker
OPP-0002345,CON-0002732,technical
OPP-0001651,CON-0012408,end_user
OPP-0001422,CON-0011721,influencer
OPP-0000620,CON-0009514,technical
OPP-0002456,CON-0014976,influencer
OPP-0000651,CON-0009941,end_user
OPP-0000496,CON-0003630,decision_maker
OPP-0002327,CON-0003912,influencer
OPP-0000586,CON-0008488,financial
OPP-0001465,CON-0002865,influencer
OPP-0000233,CON-0000417,decision_maker
OPP-0000124,CON-0000674,technical
OPP-0000672,CON-0013848,financial
OPP-0000364,CON-0003756,decision_maker
OPP-0001564,CON-0012680,decision_maker
OPP-0002033,CON-0004409,decision_maker
OPP-0001850,CON-0008201,influencer
OPP-0002512,CON-0001725,end_user
OPP-0000409,CON-0012885,decision_maker
OPP-0001230,CON-0010524,decision_maker
OPP-0000701,CON-0006671,influencer
OPP-0001593,CON-0012232,influencer
OPP-0001730,CON-0007310,decision_maker
OPP-0002326,CON-0001410,financial
OPP-0000399,CON-0001818,influencer
OPP-0000064,CON-0014835,decision_maker
OPP-0001283,CON-0014630,decision_maker
OPP-0001113,CON-0004460,end_user
OPP-0002314,CON-0002529,decision_maker
OPP-0001387,CON-0000709,decision_maker
OPP-0001900,CON-0010358,decision_maker
OPP-0000713,CON-0002233,influencer
OPP-0002138,CON-0010840,end_user
OPP-0000681,CON-0006539,end_user
OPP-0002494,CON-0000080,influencer
OPP-0001981,CON-0001814,influencer
OPP-0002136,CON-0003655,technical
OPP-0000410,CON-0003778,end_user
OPP-0001037,CON-0005024,influencer
OPP-0000095,CON-0007976,decision_maker
OPP-0001662,CON-0012009,influencer
OPP-0002228,CON-0011974,decision_maker
OPP-0001912,CON-0003282,technical
OPP-0000948,CON-0003302,end_user
OPP-0002103,CON-0004450,technical
OPP-0001818,CON-0004815,end_user
OPP-0000733,CON-0005835,financial
OPP-0001053,CON-0000422,technical
OPP-0002948,CON-0010485,financial
OPP-0002252,CON-0006519,influencer
OPP-0001433,CON-0010180,financial
OPP-0002416,CON-0007935,influencer
OPP-0000750,CON-0002597,technical
OPP-0002195,CON-0007613,end_user
OPP-0001245,CON-0006471,financial
OPP-0001406,CON-0001595,technical
OPP-0002758,CON-0007451,technical
OPP-0002079,CON-0004012,technical
OPP-0000871,CON-0012988,technical
OPP-0002185,CON-0011382,financial
OPP-0000878,CON-0006144,influencer
OPP-0001334,CON-0004134,financial
OPP-0002843,CON-0001445,influencer
OPP-0001322,CON-0002566,end_user
OPP-0000908,CON-0000561,influencer
OPP-0002721,CON-0009530,technical
OPP-0001213,CON-0005257,technical
OPP-0000357,CON-0004541,influencer
OPP-0002319,CON-0009957,decision_maker
OPP-0000978,CON-0002017,technical
OPP-0000846,CON-0007786,end_user
OPP-0000511,CON-0004430,influencer
OPP-0002288,CON-0000972,decision_maker
OPP-0002657,CON-0013174,influencer
OPP-0001887,CON-0013577,end_user
OPP-0001030,CON-0010824,decision_maker
OPP-0000404,CON-0002481,financial
OPP-0002049,CON-0011072,end_user
OPP-0001768,CON-0013064,end_user
OPP-0000939,CON-0014345,financial
OPP-0000830,CON-0014084,end_user
OPP-0001783,CON-0003069,technical
OPP-0000557,CON-0013434,technical
OPP-0001824,CON-0000470,financial
OPP-0000539,CON-0011042,financial
OPP-0000876,CON-0013227,influencer
OPP-0000071,CON-0014482,decision_maker
OPP-0002203,CON-0007807,financial
OPP-0000862,CON-0012364,technical
OPP-0002808,CON-0012696,technical
OPP-0001105,CON-0001930,financial
OPP-0000100,CON-0005861,decision_maker
OPP-0001212,CON-0007888,financial
OPP-0001178,CON-0011434,end_user
OPP-0001390,CON-0000117,technical
OPP-0002869,CON-0002279,financial
OPP-0002480,CON-0006401,decision_maker
OPP-0001233,CON-0009074,influencer
OPP-0002329,CON-0002578,end_user
OPP-0000725,CON-0008644,influencer
OPP-0000433,CON-0001314,technical
OPP-0000094,CON-0012582,financial
OPP-0002637,CON-0011116,financial
OPP-0000091,CON-0004734,financial
OPP-0000961,CON-0012966,financial
OPP-0000057,CON-0014660,influencer
OPP-0000813,CON-0014993,decision_maker
OPP-0002235,CON-0012355,end_user
OPP-0000603,CON-0005258,decision_maker
OPP-0001568,CON-0003066,end_user
OPP-0002778,CON-0003189,financial
OPP-0001270,CON-0013000,end_user
OPP-0001760,CON-0010129,decision_maker
OPP-0000616,CON-0005968,end_user
OPP-0000571,CON-0007004,decision_maker
OPP-0002919,CON-0013814,end_user
OPP-0002780,CON-0012219,end_user
OPP-0001781,CON-0004224,technical
OPP-0002818,CON-0004824,technical
OPP-0000984,CON-0006361,end_user
OPP-0000937,CON-0006768,financial
OPP-0001522,CON-0005362,end_user
OPP-0001138,CON-0008922,decision_maker
OPP-0000334,CON-0008254,technical
OPP-0001486,CON-0013242,end_user
OPP-0000782,CON-0012926,technical
OPP-0002560,CON-0012438,technical
OPP-0000421,CON-0003467,financial
OPP-0000468,CON-0000058,technical
OPP-0002415,CON-0003530,end_user
OPP-0002941,CON-0013378,end_user
OPP-0001275,CON-0001997,technical
OPP-0002200,CON-0013317,influencer
OPP-0001571,CON-0014314,technical
OPP-0000976,CON-0008995,technical
OPP-0001717,CON-0006881,technical
OPP-0001196,CON-0000710,decision_maker
OPP-0001242,CON-0008706,financial
OPP-0001249,CON-0005348,financial
OPP-0001009,CON-0008331,influencer
OPP-0000279,CON-0003554,decision_maker
OPP-0000502,CON-0004628,technical
OPP-0002991,CON-0010308,financial
OPP-0000433,CON-0009185,technical
OPP-0000377,CON-0010852,decision_maker
OPP-0001255,CON-0004557,technical
OPP-0001488,CON-0013956,decision_maker
OPP-0001671,CON-0011473,decision_maker
OPP-0001179,CON-0009625,decision_maker
OPP-0002165,CON-0000157,decision_maker
OPP-0001630,CON-0001100,influencer
OPP-0000122,CON-0004740,financial
OPP-0001940,CON-0012500,influencer
OPP-0001639,CON-0012918,influencer
OPP-0001663,CON-0002064,technical
OPP-0002205,CON-0001279,end_user
OPP-0002211,CON-0007611,influencer
OPP-0000607,CON-0008910,financial
OPP-0001953,CON-0013150,end_user
OPP-0002054,CON-0011623,financial
OPP-0001857,CON-0011134,end_user
OPP-0001233,CON-0014099,end_user
OPP-0001860,CON-0004331,influencer
OPP-0002108,CON-0012285,technical
OPP-0002139,CON-0008493,end_user
OPP-0002776,CON-0004551,technical
OPP-0000426,CON-0011536,influencer
OPP-0002046,CON-0013589,decision_maker
OPP-0002032,CON-0012705,decision_maker
OPP-0000150,CON-0003948,influencer
OPP-0000505,CON-0004790,financial
OPP-0000681,CON-0006378,end_user
OPP-0001729,CON-0014800,technical
OPP-0000136,CON-0014103,influencer
OPP-0002399,CON-0013552,influencer
OPP-0002312,CON-0000185,decision_maker
OPP-0002858,CON-0013519,influencer
OPP-0002051,CON-0012970,decision_maker
OPP-0000194,CON-0010124,financial
OPP-0002744,CON-0009537,technical
OPP-0001283,CON-0011973,decision_maker
OPP-0002966,CON-0004728,technical
OPP-0000475,CON-0013096,end_user
OPP-0000320,CON-0010649,influencer
OPP-0000530,CON-0012610,end_user
OPP-0002750,CON-0006702,technical
OPP-0001846,CON-0013794,influencer
OPP-0002539,CON-0007727,influencer
OPP-0000543,CON-0013525,decision_maker
OPP-0002177,CON-0007336,technical
OPP-0001834,CON-0004415,financial
OPP-0002192,CON-0014401,technical
OPP-0001885,CON-0002382,influencer
OPP-0000094,CON-0009919,financial
OPP-0000524,CON-0002166,influencer
OPP-0001190,CON-0010393,financial
OPP-0001238,CON-0013610,financial
OPP-0001164,CON-0000240,influencer
OPP-0000257,CON-0014328,technical
OPP-0000958,CON-0012741,influencer
OPP-0001307,CON-0002598,technical
OPP-0001176,CON-0009873,decision_maker
OPP-0002544,CON-0005064,financial
OPP-0002615,CON-0006572,technical
OPP-0000367,CON-0011921,end_user
OPP-0000028,CON-0014935,decision_maker
OPP-0000313,CON-0010629,influencer
OPP-0000883,CON-0000973,technical
OPP-0000805,CON-0001230,influencer
OPP-0002799,CON-0014924,influencer
OPP-0001424,CON-0008965,end_user
OPP-0002808,CON-0009240,financial
OPP-0001516,CON-0011634,decision_maker
